epoch,step,train_loss,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em,test_avg_qa_bert_score
0,9,0.4123886227607727,,,,,,,,,,
0,19,0.26009291410446167,,,,,,,,,,
0,29,0.2739425599575043,,,,,,,,,,
0,39,0.2629096806049347,,,,,,,,,,
0,49,0.21542289853096008,,,,,,,,,,
0,59,0.2501015067100525,,,,,,,,,,
0,69,0.148311048746109,,,,,,,,,,
0,79,0.18184922635555267,,,,,,,,,,
0,89,0.14318503439426422,,,,,,,,,,
0,96,,0.877458930015564,0.4179566502571106,0.09626495093107224,0.5115094780921936,0.4546220004558563,,,,,
1,99,0.12726403772830963,,,,,,,,,,
1,109,0.16102585196495056,,,,,,,,,,
1,119,0.13748741149902344,,,,,,,,,,
1,129,0.11275489628314972,,,,,,,,,,
1,139,0.1282382309436798,,,,,,,,,,
1,149,0.13030126690864563,,,,,,,,,,
1,159,0.12968748807907104,,,,,,,,,,
1,169,0.1058068796992302,,,,,,,,,,
1,179,0.1251022070646286,,,,,,,,,,
1,189,0.08662402629852295,,,,,,,,,,
1,193,,0.90166175365448,0.5356037020683289,0.07786300033330917,0.6109095811843872,0.5710955262184143,,,,,
2,199,0.10602734982967377,,,,,,,,,,
2,209,0.11492716521024704,,,,,,,,,,
2,219,0.09207151085138321,,,,,,,,,,
2,229,0.10628671944141388,,,,,,,,,,
2,239,0.08952126652002335,,,,,,,,,,
2,249,0.21580088138580322,,,,,,,,,,
2,259,0.14833539724349976,,,,,,,,,,
2,269,0.2209608107805252,,,,,,,,,,
2,279,0.06017129495739937,,,,,,,,,,
2,289,0.08459990471601486,,,,,,,,,,
2,290,,0.9086403846740723,0.5696594715118408,0.07064151763916016,0.6363700032234192,0.6072400808334351,,,,,
3,299,0.12713386118412018,,,,,,,,,,
3,309,0.08904162794351578,,,,,,,,,,
3,319,0.07485700398683548,,,,,,,,,,
3,329,0.12751561403274536,,,,,,,,,,
3,339,0.12342329323291779,,,,,,,,,,
3,349,0.08264276385307312,,,,,,,,,,
3,359,0.08896360546350479,,,,,,,,,,
3,369,0.10271328687667847,,,,,,,,,,
3,379,0.1695161759853363,,,,,,,,,,
3,387,,0.912885844707489,0.5789473652839661,0.06719663739204407,0.638729989528656,0.6161276698112488,,,,,
4,389,0.12306253612041473,,,,,,,,,,
4,399,0.11231853812932968,,,,,,,,,,
4,409,0.07910829037427902,,,,,,,,,,
4,419,0.07155689597129822,,,,,,,,,,
4,429,0.09426619857549667,,,,,,,,,,
4,439,0.08403800427913666,,,,,,,,,,
4,449,0.10589022934436798,,,,,,,,,,
4,459,0.07617032527923584,,,,,,,,,,
4,469,0.07987064868211746,,,,,,,,,,
4,479,0.05795678496360779,,,,,,,,,,
4,484,,0.9161971807479858,0.5975232124328613,0.0654335469007492,0.6555408239364624,0.6356737613677979,,,,,
5,485,,,,,,,0.0654335469007492,0.6356737613677979,0.6555408239364624,0.5975232124328613,0.9161971807479858
