epoch,step,train_loss,val_loss,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_qa_sas,test_loss,test_avg_qa_answer_f1,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_sas
0,9,0.6773661375045776,,,,,,,,,,
0,19,0.37485945224761963,,,,,,,,,,
0,29,0.5368945598602295,,,,,,,,,,
0,39,0.49515244364738464,,,,,,,,,,
0,49,0.5139108300209045,,,,,,,,,,
0,59,0.2578255534172058,,,,,,,,,,
0,69,0.38452842831611633,,,,,,,,,,
0,79,0.25889134407043457,,,,,,,,,,
0,89,0.3998265862464905,,,,,,,,,,
0,99,0.2263917773962021,,,,,,,,,,
0,109,0.414585679769516,,,,,,,,,,
0,119,0.22541160881519318,,,,,,,,,,
0,129,0.2517198622226715,,,,,,,,,,
0,139,0.24683402478694916,,,,,,,,,,
0,149,0.2898525893688202,,,,,,,,,,
0,159,0.28282374143600464,,,,,,,,,,
0,169,0.18668925762176514,,,,,,,,,,
0,179,0.5841692090034485,,,,,,,,,,
0,179,,0.23334971070289612,0.3441847562789917,0.26938238739967346,0.8297334313392639,0.39785468578338623,,,,,
1,189,0.16367751359939575,,,,,,,,,,
1,199,0.22652071714401245,,,,,,,,,,
1,209,0.2791648209095001,,,,,,,,,,
1,219,0.15866515040397644,,,,,,,,,,
1,229,0.18206551671028137,,,,,,,,,,
1,239,0.3376946747303009,,,,,,,,,,
1,249,0.29399237036705017,,,,,,,,,,
1,259,0.1961878389120102,,,,,,,,,,
1,269,0.18897873163223267,,,,,,,,,,
1,279,0.257658451795578,,,,,,,,,,
1,289,0.4458015263080597,,,,,,,,,,
1,299,0.1626197099685669,,,,,,,,,,
1,309,0.18495304882526398,,,,,,,,,,
1,319,0.20901936292648315,,,,,,,,,,
1,329,0.21794380247592926,,,,,,,,,,
1,339,0.24071867763996124,,,,,,,,,,
1,349,0.16112247109413147,,,,,,,,,,
1,359,0.4501001834869385,,,,,,,,,,
1,359,,0.2072054147720337,0.3955343961715698,0.3298291862010956,0.8432459831237793,0.43854841589927673,,,,,
2,369,0.2445417046546936,,,,,,,,,,
2,379,0.2492818981409073,,,,,,,,,,
2,389,0.23023945093154907,,,,,,,,,,
2,399,0.29267123341560364,,,,,,,,,,
2,409,0.19603343307971954,,,,,,,,,,
2,419,0.47525107860565186,,,,,,,,,,
2,429,0.16914132237434387,,,,,,,,,,
2,439,0.29294589161872864,,,,,,,,,,
2,449,0.12577518820762634,,,,,,,,,,
2,459,0.13198651373386383,,,,,,,,,,
2,469,0.212503120303154,,,,,,,,,,
2,479,0.20378558337688446,,,,,,,,,,
2,489,0.12519995868206024,,,,,,,,,,
2,499,0.15830034017562866,,,,,,,,,,
2,509,0.16051487624645233,,,,,,,,,,
2,519,0.14885875582695007,,,,,,,,,,
2,529,0.14175453782081604,,,,,,,,,,
2,539,0.43848085403442383,,,,,,,,,,
2,539,,0.19414082169532776,0.40778350830078125,0.34296977519989014,0.8457011580467224,0.44159290194511414,,,,,
3,549,0.1199570745229721,,,,,,,,,,
3,559,0.13120543956756592,,,,,,,,,,
3,569,0.17181316018104553,,,,,,,,,,
3,579,0.15351374447345734,,,,,,,,,,
3,589,0.14080795645713806,,,,,,,,,,
3,599,0.17887578904628754,,,,,,,,,,
3,609,0.17662468552589417,,,,,,,,,,
3,619,0.1845763623714447,,,,,,,,,,
3,629,0.11684038490056992,,,,,,,,,,
3,639,0.20593543350696564,,,,,,,,,,
3,649,0.1343124508857727,,,,,,,,,,
3,659,0.27180856466293335,,,,,,,,,,
3,669,0.14409767091274261,,,,,,,,,,
3,679,0.14173080027103424,,,,,,,,,,
3,689,0.2523118555545807,,,,,,,,,,
3,699,0.23158718645572662,,,,,,,,,,
3,709,0.10605087876319885,,,,,,,,,,
3,719,0.10572037845849991,,,,,,,,,,
3,719,,0.18387062847614288,0.4383952021598816,0.3731931746006012,0.8551341891288757,0.466306209564209,,,,,
4,729,0.3757959008216858,,,,,,,,,,
4,739,0.11045090854167938,,,,,,,,,,
4,749,0.2008245438337326,,,,,,,,,,
4,759,0.16049328446388245,,,,,,,,,,
4,769,0.11114887148141861,,,,,,,,,,
4,779,0.20283232629299164,,,,,,,,,,
4,789,0.31181082129478455,,,,,,,,,,
4,799,0.1709517538547516,,,,,,,,,,
4,809,0.08982517570257187,,,,,,,,,,
4,819,0.16865494847297668,,,,,,,,,,
4,829,0.19874587655067444,,,,,,,,,,
4,839,0.1439308077096939,,,,,,,,,,
4,849,0.28565943241119385,,,,,,,,,,
4,859,0.07006586343050003,,,,,,,,,,
4,869,0.15365205705165863,,,,,,,,,,
4,879,0.2633630633354187,,,,,,,,,,
4,889,0.07180318236351013,,,,,,,,,,
4,899,0.2787899971008301,,,,,,,,,,
4,899,,0.18177762627601624,0.44676297903060913,0.38107752799987793,0.8570223450660706,0.48031604290008545,,,,,
5,900,,,,,,,0.18177762627601624,0.44676297903060913,0.38107752799987793,0.8570223450660706,0.48031604290008545
