train_loss,epoch,step,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_em,val_qa_bert_score,test_loss
0.672555685043335,0,9,,,,,,
0.5279039144515991,0,19,,,,,,
0.3096463978290558,0,29,,,,,,
0.39501336216926575,0,39,,,,,,
0.25766658782958984,0,49,,,,,,
0.1983289122581482,0,59,,,,,,
0.2696749269962311,0,69,,,,,,
0.24985815584659576,0,79,,,,,,
0.2763967216014862,0,89,,,,,,
0.1660548895597458,0,99,,,,,,
0.24705328047275543,0,109,,,,,,
0.21099409461021423,0,119,,,,,,
0.19831201434135437,0,129,,,,,,
0.24351243674755096,0,139,,,,,,
0.18531058728694916,0,149,,,,,,
0.16016316413879395,0,159,,,,,,
0.15251204371452332,0,169,,,,,,
0.10339809954166412,0,179,,,,,,
0.18000492453575134,0,189,,,,,,
0.2947588860988617,0,199,,,,,,
0.16438812017440796,0,209,,,,,,
0.14105699956417084,0,219,,,,,,
0.17071197926998138,0,229,,,,,,
0.17792262136936188,0,239,,,,,,
0.1634073555469513,0,249,,,,,,
0.12367673963308334,0,259,,,,,,
0.1303475946187973,0,269,,,,,,
0.3514772355556488,0,279,,,,,,
0.16825465857982635,0,289,,,,,,
0.19992849230766296,0,299,,,,,,
0.18915793299674988,0,309,,,,,,
0.1795196384191513,0,319,,,,,,
0.25297120213508606,0,329,,,,,,
0.16369770467281342,0,339,,,,,,
0.2148509919643402,0,349,,,,,,
0.11262431740760803,0,359,,,,,,
0.20197314023971558,0,369,,,,,,
nan,0,379,,,,,,
0.18999433517456055,0,389,,,,,,
0.19562329351902008,0,399,,,,,,
0.24259713292121887,0,409,,,,,,
0.15692122280597687,0,419,,,,,,
0.1367582231760025,0,429,,,,,,
0.13045477867126465,0,439,,,,,,
0.14934171736240387,0,449,,,,,,
0.15176235139369965,0,459,,,,,,
0.13052260875701904,0,469,,,,,,
0.1730896383523941,0,479,,,,,,
0.11253322660923004,0,489,,,,,,
0.1349489986896515,0,499,,,,,,
0.09880402684211731,0,509,,,,,,
0.16675348579883575,0,519,,,,,,
0.0956963375210762,0,529,,,,,,
0.15358947217464447,0,539,,,,,,
0.182803675532341,0,549,,,,,,
0.1124880388379097,0,559,,,,,,
0.10648273676633835,0,569,,,,,,
0.12455746531486511,0,579,,,,,,
0.1383509337902069,0,589,,,,,,
0.21006052196025848,0,599,,,,,,
0.20673128962516785,0,609,,,,,,
0.12692834436893463,0,619,,,,,,
0.1621038168668747,0,629,,,,,,
0.09785094112157822,0,639,,,,,,
0.15143755078315735,0,649,,,,,,
0.1670657843351364,0,659,,,,,,
0.11558687686920166,0,669,,,,,,
0.12580156326293945,0,679,,,,,,
0.11300821602344513,0,689,,,,,,
0.14872395992279053,0,699,,,,,,
0.12142490595579147,0,709,,,,,,
0.2004716545343399,0,719,,,,,,
nan,0,729,,,,,,
0.08506543934345245,0,739,,,,,,
0.1893600970506668,0,749,,,,,,
0.1292608231306076,0,759,,,,,,
0.3034994304180145,0,769,,,,,,
0.18434461951255798,0,779,,,,,,
0.16131792962551117,0,789,,,,,,
0.15503109991550446,0,799,,,,,,
0.09068577736616135,0,809,,,,,,
0.12606176733970642,0,819,,,,,,
0.08034764230251312,0,829,,,,,,
0.12348375469446182,0,839,,,,,,
0.1851682811975479,0,849,,,,,,
0.12416086345911026,0,859,,,,,,
0.08575979620218277,0,869,,,,,,
0.18450066447257996,0,879,,,,,,
0.12221834063529968,0,889,,,,,,
0.1165664792060852,0,899,,,,,,
0.17370197176933289,0,909,,,,,,
0.13779304921627045,0,919,,,,,,
0.1415092647075653,0,929,,,,,,
0.13925683498382568,0,939,,,,,,
0.16254495084285736,0,949,,,,,,
0.09262306988239288,0,959,,,,,,
0.12819747626781464,0,969,,,,,,
0.1555107980966568,0,979,,,,,,
0.12363193184137344,0,989,,,,,,
0.0995340645313263,0,999,,,,,,
0.11211052536964417,0,1009,,,,,,
0.08972785621881485,0,1019,,,,,,
0.10631992667913437,0,1029,,,,,,
0.12924881279468536,0,1039,,,,,,
0.13658049702644348,0,1049,,,,,,
0.0974116101861,0,1059,,,,,,
0.07324543595314026,0,1069,,,,,,
0.10344522446393967,0,1079,,,,,,
0.1593814492225647,0,1089,,,,,,
0.09248407930135727,0,1099,,,,,,
0.20989373326301575,0,1109,,,,,,
0.14855732023715973,0,1119,,,,,,
0.13947196304798126,0,1129,,,,,,
0.08199349045753479,0,1139,,,,,,
0.10107340663671494,0,1149,,,,,,
0.1437993347644806,0,1159,,,,,,
0.15979352593421936,0,1169,,,,,,
0.09995078295469284,0,1179,,,,,,
0.13785549998283386,0,1189,,,,,,
0.0833485871553421,0,1199,,,,,,
0.12577298283576965,0,1209,,,,,,
0.08044522255659103,0,1219,,,,,,
0.14436180889606476,0,1229,,,,,,
0.14616002142429352,0,1239,,,,,,
0.11063328385353088,0,1249,,,,,,
0.12758150696754456,0,1259,,,,,,
0.10884810984134674,0,1269,,,,,,
0.3916827142238617,0,1279,,,,,,
0.048009470105171204,0,1289,,,,,,
0.09689442813396454,0,1299,,,,,,
