epoch,train_loss,step,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_qa_em,test_loss
0,1.3523790836334229,9,,,,,,
0,0.3908035159111023,19,,,,,,
0,0.23131407797336578,29,,,,,,
0,0.20855027437210083,39,,,,,,
0,0.2716272473335266,49,,,,,,
0,0.386562705039978,59,,,,,,
0,0.23048284649848938,69,,,,,,
0,0.32884764671325684,79,,,,,,
0,0.195365309715271,89,,,,,,
0,0.24664175510406494,99,,,,,,
0,0.18544597923755646,109,,,,,,
0,0.2757619023323059,119,,,,,,
0,0.23604509234428406,129,,,,,,
0,0.1904330551624298,139,,,,,,
0,0.1728716641664505,149,,,,,,
0,0.25696632266044617,159,,,,,,
0,0.12132390588521957,169,,,,,,
0,0.20324845612049103,179,,,,,,
0,0.17816708981990814,189,,,,,,
0,0.24052567780017853,199,,,,,,
0,0.14662392437458038,209,,,,,,
0,0.268005907535553,219,,,,,,
0,0.13713695108890533,229,,,,,,
0,0.22292593121528625,239,,,,,,
0,0.10645277798175812,249,,,,,,
0,0.3584613502025604,259,,,,,,
0,0.15406368672847748,269,,,,,,
0,0.17954832315444946,279,,,,,,
0,0.1818361133337021,289,,,,,,
0,0.13740339875221252,299,,,,,,
0,0.1599184274673462,309,,,,,,
0,0.13718757033348083,319,,,,,,
0,0.1605130285024643,329,,,,,,
0,0.14493820071220398,339,,,,,,
0,0.1849062293767929,349,,,,,,
0,0.18798796832561493,359,,,,,,
0,0.19784638285636902,369,,,,,,
0,0.14619778096675873,379,,,,,,
0,0.17696228623390198,389,,,,,,
0,0.19564804434776306,399,,,,,,
0,0.12152644991874695,409,,,,,,
0,0.10989981889724731,419,,,,,,
0,0.19457870721817017,429,,,,,,
0,0.21424643695354462,439,,,,,,
0,0.20671679079532623,449,,,,,,
0,0.13573114573955536,459,,,,,,
0,0.22730594873428345,469,,,,,,
0,0.17926891148090363,479,,,,,,
0,0.24210211634635925,489,,,,,,
0,0.14741668105125427,499,,,,,,
0,0.35912618041038513,509,,,,,,
0,0.16123439371585846,519,,,,,,
0,0.25418248772621155,529,,,,,,
0,0.27239173650741577,539,,,,,,
0,0.13540436327457428,549,,,,,,
0,0.1572650521993637,559,,,,,,
0,0.13675297796726227,569,,,,,,
0,0.10917153209447861,579,,,,,,
0,0.1525123119354248,589,,,,,,
0,0.13036002218723297,599,,,,,,
0,0.0855676531791687,609,,,,,,
0,0.13272231817245483,619,,,,,,
0,0.12428704649209976,629,,,,,,
0,0.22842010855674744,639,,,,,,
0,0.11361610144376755,649,,,,,,
0,0.13592402637004852,659,,,,,,
0,0.08654338121414185,669,,,,,,
0,0.18896953761577606,679,,,,,,
0,0.20424097776412964,689,,,,,,
0,0.12116138637065887,699,,,,,,
0,0.10329132527112961,709,,,,,,
0,0.0995272770524025,719,,,,,,
0,0.14795562624931335,729,,,,,,
0,0.12304965406656265,739,,,,,,
0,0.13943803310394287,749,,,,,,
0,0.25557947158813477,759,,,,,,
0,0.20769478380680084,769,,,,,,
0,0.13361382484436035,779,,,,,,
0,0.12577424943447113,789,,,,,,
0,0.08238154649734497,799,,,,,,
0,0.15023551881313324,809,,,,,,
0,0.26035887002944946,819,,,,,,
0,0.12884962558746338,829,,,,,,
0,0.08364017307758331,839,,,,,,
0,0.1460016667842865,849,,,,,,
0,0.2926962673664093,859,,,,,,
0,0.13024738430976868,869,,,,,,
0,0.17140895128250122,879,,,,,,
0,0.16680310666561127,889,,,,,,
0,0.12788410484790802,899,,,,,,
0,0.15138062834739685,909,,,,,,
0,0.14003901183605194,919,,,,,,
0,0.16815930604934692,929,,,,,,
0,0.13994625210762024,939,,,,,,
0,0.12642934918403625,949,,,,,,
0,0.12746667861938477,959,,,,,,
0,0.10319424420595169,969,,,,,,
0,0.18767379224300385,979,,,,,,
0,0.14800608158111572,989,,,,,,
0,0.09705531597137451,999,,,,,,
0,0.23588520288467407,1009,,,,,,
0,0.23205755650997162,1019,,,,,,
0,0.17135097086429596,1029,,,,,,
0,0.10753446072340012,1039,,,,,,
0,0.13543441891670227,1049,,,,,,
0,0.05748516321182251,1059,,,,,,
0,0.10000280290842056,1069,,,,,,
0,0.1396971344947815,1079,,,,,,
0,0.13194860517978668,1089,,,,,,
0,0.07976845651865005,1099,,,,,,
0,0.26720955967903137,1109,,,,,,
0,0.10365406423807144,1119,,,,,,
0,0.07961104065179825,1129,,,,,,
0,0.15138116478919983,1139,,,,,,
0,0.12240175157785416,1149,,,,,,
0,0.12391773611307144,1159,,,,,,
