step,epoch,train_loss,val_qa_answer_f1,val_qa_em,val_loss,val_qa_bert_score,val_qa_sas,test_loss
9,0,0.47173720598220825,,,,,,
19,0,0.379965215921402,,,,,,
29,0,0.20161128044128418,,,,,,
39,0,0.37475621700286865,,,,,,
49,0,0.25844138860702515,,,,,,
59,0,0.2980651259422302,,,,,,
69,0,0.1028558537364006,,,,,,
79,0,0.19572676718235016,,,,,,
89,0,0.124665267765522,,,,,,
99,0,0.23064611852169037,,,,,,
109,0,0.18560691177845,,,,,,
119,0,0.28858283162117004,,,,,,
129,0,0.21188302338123322,,,,,,
139,0,0.3035847842693329,,,,,,
149,0,0.18851466476917267,,,,,,
159,0,0.18482282757759094,,,,,,
169,0,0.21563732624053955,,,,,,
179,0,0.15841081738471985,,,,,,
189,0,0.22050823271274567,,,,,,
199,0,0.13557560741901398,,,,,,
209,0,0.17507030069828033,,,,,,
219,0,0.19155755639076233,,,,,,
229,0,0.12403486669063568,,,,,,
239,0,0.16089576482772827,,,,,,
249,0,0.26893937587738037,,,,,,
259,0,0.10104396939277649,,,,,,
269,0,0.2532977759838104,,,,,,
279,0,0.13293077051639557,,,,,,
289,0,0.10773265361785889,,,,,,
299,0,0.1838921308517456,,,,,,
309,0,0.11582117527723312,,,,,,
319,0,0.11918191611766815,,,,,,
329,0,0.13987068831920624,,,,,,
339,0,0.06663516908884048,,,,,,
345,0,,0.19478823244571686,0.1314285695552826,0.1035512387752533,0.7666100859642029,0.25296536087989807,
349,1,0.1522955447435379,,,,,,
359,1,0.12396823614835739,,,,,,
369,1,0.14952503144741058,,,,,,
379,1,0.1484435498714447,,,,,,
389,1,0.14609822630882263,,,,,,
399,1,0.17819324135780334,,,,,,
409,1,0.12444204092025757,,,,,,
419,1,0.13752277195453644,,,,,,
429,1,0.07449455559253693,,,,,,
439,1,0.10020864009857178,,,,,,
449,1,0.2135438174009323,,,,,,
459,1,0.21780842542648315,,,,,,
469,1,0.23064573109149933,,,,,,
479,1,0.20030543208122253,,,,,,
489,1,0.11037974804639816,,,,,,
499,1,0.0911896824836731,,,,,,
509,1,0.13298273086547852,,,,,,
519,1,0.11892258375883102,,,,,,
529,1,0.18877318501472473,,,,,,
539,1,0.22822819650173187,,,,,,
549,1,0.11791716516017914,,,,,,
559,1,0.06204306334257126,,,,,,
569,1,0.11395319551229477,,,,,,
579,1,0.08471549302339554,,,,,,
589,1,0.2448849380016327,,,,,,
599,1,0.13137409090995789,,,,,,
609,1,0.09721332788467407,,,,,,
619,1,0.11305815726518631,,,,,,
629,1,0.1622425615787506,,,,,,
639,1,0.14601068198680878,,,,,,
649,1,0.20961977541446686,,,,,,
659,1,0.09107231348752975,,,,,,
669,1,0.1457097828388214,,,,,,
679,1,0.06654880940914154,,,,,,
689,1,0.16375355422496796,,,,,,
691,1,,0.2355375438928604,0.1728571355342865,0.1128607988357544,0.7798858284950256,0.283770352602005,
699,2,0.13677655160427094,,,,,,
709,2,0.08554606139659882,,,,,,
719,2,0.09398447722196579,,,,,,
729,2,0.0668669268488884,,,,,,
739,2,0.08411844074726105,,,,,,
749,2,0.1114163026213646,,,,,,
759,2,0.10368583351373672,,,,,,
769,2,0.11194921284914017,,,,,,
779,2,0.0991089716553688,,,,,,
789,2,0.07193328440189362,,,,,,
799,2,0.07928140461444855,,,,,,
809,2,0.08633832633495331,,,,,,
819,2,0.08905034512281418,,,,,,
829,2,0.08914588391780853,,,,,,
839,2,0.10726629197597504,,,,,,
849,2,0.06788593530654907,,,,,,
859,2,0.07023433595895767,,,,,,
869,2,0.16858229041099548,,,,,,
879,2,0.08900770545005798,,,,,,
889,2,0.07140720635652542,,,,,,
899,2,0.058444198220968246,,,,,,
909,2,0.09034723043441772,,,,,,
919,2,0.10249903053045273,,,,,,
929,2,0.0733553096652031,,,,,,
939,2,0.15370430052280426,,,,,,
949,2,0.06231794133782387,,,,,,
959,2,0.06998425722122192,,,,,,
969,2,0.08635630458593369,,,,,,
979,2,0.0700995922088623,,,,,,
989,2,0.0849231481552124,,,,,,
999,2,0.13164901733398438,,,,,,
1009,2,0.06366503983736038,,,,,,
1019,2,0.054315388202667236,,,,,,
1029,2,0.0822756364941597,,,,,,
1037,2,,0.27400025725364685,0.20999999344348907,0.1107657179236412,0.7965205907821655,0.3204410672187805,
1039,3,0.07977493852376938,,,,,,
1049,3,0.0735081285238266,,,,,,
1059,3,0.09579768776893616,,,,,,
1069,3,0.0888083428144455,,,,,,
1079,3,0.11155891418457031,,,,,,
1089,3,0.06610733270645142,,,,,,
1099,3,0.07181329280138016,,,,,,
1109,3,0.04719025269150734,,,,,,
1119,3,0.0640052780508995,,,,,,
1129,3,0.04467592388391495,,,,,,
1139,3,0.05704338103532791,,,,,,
1149,3,0.06521878391504288,,,,,,
1159,3,0.04557662457227707,,,,,,
1169,3,0.07085749506950378,,,,,,
1179,3,0.0599091611802578,,,,,,
1189,3,0.06584163010120392,,,,,,
1199,3,0.06908097118139267,,,,,,
1209,3,0.04275082051753998,,,,,,
1219,3,0.05854860320687294,,,,,,
1229,3,0.052990954369306564,,,,,,
1239,3,0.10153753310441971,,,,,,
1249,3,0.051136232912540436,,,,,,
1259,3,0.03734331205487251,,,,,,
1269,3,0.07081394642591476,,,,,,
1279,3,0.05219479650259018,,,,,,
1289,3,0.07635962963104248,,,,,,
1299,3,0.05193479359149933,,,,,,
1309,3,0.059866707772016525,,,,,,
1319,3,0.08236431330442429,,,,,,
1329,3,0.08193981647491455,,,,,,
1339,3,0.04278277978301048,,,,,,
1349,3,0.039295174181461334,,,,,,
1359,3,0.05292230471968651,,,,,,
1369,3,0.03940166160464287,,,,,,
1379,3,0.04626276716589928,,,,,,
1383,3,,0.29496631026268005,0.2328571379184723,0.11420097202062607,0.8064265847206116,0.3428633511066437,
1389,4,0.06206290051341057,,,,,,
1399,4,0.08842921257019043,,,,,,
1409,4,0.036327261477708817,,,,,,
1419,4,0.06803105026483536,,,,,,
1429,4,0.043716780841350555,,,,,,
1439,4,0.04940902069211006,,,,,,
1449,4,0.07775980979204178,,,,,,
1459,4,0.07386164367198944,,,,,,
1469,4,0.059329770505428314,,,,,,
1479,4,0.03607728332281113,,,,,,
1489,4,0.060041047632694244,,,,,,
1499,4,0.03849364444613457,,,,,,
1509,4,0.06931174546480179,,,,,,
1519,4,0.04839396849274635,,,,,,
1529,4,0.03391538932919502,,,,,,
1539,4,0.05975645035505295,,,,,,
1549,4,0.072958804666996,,,,,,
1559,4,0.058722302317619324,,,,,,
1569,4,0.046661537140607834,,,,,,
1579,4,0.07418124377727509,,,,,,
1589,4,0.056081175804138184,,,,,,
1599,4,0.0580039918422699,,,,,,
1609,4,0.0501948818564415,,,,,,
1619,4,0.04638516157865524,,,,,,
1629,4,0.05140579491853714,,,,,,
1639,4,0.06152413785457611,,,,,,
1649,4,0.0280317310243845,,,,,,
1659,4,0.04715369641780853,,,,,,
1669,4,0.039466742426157,,,,,,
1679,4,0.05826679989695549,,,,,,
1689,4,0.037254106253385544,,,,,,
1699,4,0.032037779688835144,,,,,,
1709,4,0.04232444614171982,,,,,,
1719,4,0.04297711327672005,,,,,,
1729,4,0.03456099331378937,,,,,,
1729,4,,0.3195107877254486,0.25999999046325684,0.14141349494457245,0.8149728775024414,0.3614124059677124,
1730,5,,,,,,,0.14141349494457245
