train_loss,step,epoch,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,test_loss
0.2058832347393036,9,0,,,,,,
0.5034854412078857,19,0,,,,,,
0.20462167263031006,29,0,,,,,,
0.2172275334596634,39,0,,,,,,
0.12321039289236069,49,0,,,,,,
0.20052866637706757,59,0,,,,,,
0.14345470070838928,69,0,,,,,,
0.11483344435691833,79,0,,,,,,
0.1451098620891571,89,0,,,,,,
0.09335152059793472,99,0,,,,,,
0.23578818142414093,109,0,,,,,,
0.12648718059062958,119,0,,,,,,
0.298189252614975,129,0,,,,,,
0.15563394129276276,139,0,,,,,,
0.10785562545061111,149,0,,,,,,
0.10519111901521683,159,0,,,,,,
0.05810369923710823,169,0,,,,,,
0.06130480393767357,179,0,,,,,,
0.12757918238639832,189,0,,,,,,
0.07026372849941254,199,0,,,,,,
0.05840255320072174,209,0,,,,,,
0.152753084897995,219,0,,,,,,
0.25476640462875366,229,0,,,,,,
0.05931931734085083,239,0,,,,,,
0.05850467085838318,249,0,,,,,,
0.0727548599243164,259,0,,,,,,
0.12632253766059875,269,0,,,,,,
0.08964509516954422,279,0,,,,,,
0.15119124948978424,289,0,,,,,,
0.07018931955099106,299,0,,,,,,
0.12340746074914932,309,0,,,,,,
0.10627744346857071,319,0,,,,,,
0.07066188007593155,329,0,,,,,,
0.06153418868780136,339,0,,,,,,
0.1401538848876953,349,0,,,,,,
0.0361388735473156,359,0,,,,,,
0.06511454284191132,369,0,,,,,,
0.12694889307022095,379,0,,,,,,
0.0625072792172432,389,0,,,,,,
0.03926558047533035,399,0,,,,,,
0.05431324616074562,409,0,,,,,,
0.1459737867116928,419,0,,,,,,
0.10206194967031479,429,0,,,,,,
0.04276785999536514,439,0,,,,,,
0.15876419842243195,449,0,,,,,,
0.09657097607851028,459,0,,,,,,
0.03837805986404419,469,0,,,,,,
0.0653432309627533,479,0,,,,,,
0.29584258794784546,489,0,,,,,,
0.04706877842545509,499,0,,,,,,
0.07294240593910217,509,0,,,,,,
0.06345058232545853,519,0,,,,,,
0.08755847811698914,529,0,,,,,,
0.07563822716474533,539,0,,,,,,
0.06395619362592697,549,0,,,,,,
0.041449662297964096,559,0,,,,,,
0.03878661245107651,569,0,,,,,,
0.08297686278820038,579,0,,,,,,
0.1483139991760254,589,0,,,,,,
,590,0,0.1026049330830574,0.888739824295044,0.5888734459877014,0.6831939816474915,0.30693069100379944,
0.04011010751128197,599,1,,,,,,
0.07061868160963058,609,1,,,,,,
0.0950460135936737,619,1,,,,,,
0.04563749209046364,629,1,,,,,,
0.034134168177843094,639,1,,,,,,
0.052073270082473755,649,1,,,,,,
0.07696983218193054,659,1,,,,,,
0.032396186143159866,669,1,,,,,,
0.048773787915706635,679,1,,,,,,
0.04831056296825409,689,1,,,,,,
0.06639499962329865,699,1,,,,,,
0.08261023461818695,709,1,,,,,,
0.07509754598140717,719,1,,,,,,
0.02876991219818592,729,1,,,,,,
0.026755688712000847,739,1,,,,,,
0.04919473081827164,749,1,,,,,,
0.026795150712132454,759,1,,,,,,
0.030075984075665474,769,1,,,,,,
0.04102008417248726,779,1,,,,,,
0.2574422359466553,789,1,,,,,,
0.02797352708876133,799,1,,,,,,
0.0212334543466568,809,1,,,,,,
0.01428440771996975,819,1,,,,,,
0.023171432316303253,829,1,,,,,,
0.029895074665546417,839,1,,,,,,
0.017500022426247597,849,1,,,,,,
0.022198690101504326,859,1,,,,,,
0.05953719839453697,869,1,,,,,,
0.031187694519758224,879,1,,,,,,
0.0210451390594244,889,1,,,,,,
0.049391940236091614,899,1,,,,,,
0.04758213832974434,909,1,,,,,,
0.046424392610788345,919,1,,,,,,
0.018831610679626465,929,1,,,,,,
0.03055868297815323,939,1,,,,,,
0.027310408651828766,949,1,,,,,,
0.033335745334625244,959,1,,,,,,
0.03819039463996887,969,1,,,,,,
0.018899522721767426,979,1,,,,,,
0.057354360818862915,989,1,,,,,,
0.0291319340467453,999,1,,,,,,
0.03606853634119034,1009,1,,,,,,
0.0407923124730587,1019,1,,,,,,
0.02702658623456955,1029,1,,,,,,
0.031470488756895065,1039,1,,,,,,
0.03734128549695015,1049,1,,,,,,
0.10542546957731247,1059,1,,,,,,
0.02291925624012947,1069,1,,,,,,
0.013464290648698807,1079,1,,,,,,
0.10224416851997375,1089,1,,,,,,
0.030317319557070732,1099,1,,,,,,
0.004043332301080227,1109,1,,,,,,
0.04025495424866676,1119,1,,,,,,
0.060974497348070145,1129,1,,,,,,
0.043379493057727814,1139,1,,,,,,
0.02427716925740242,1149,1,,,,,,
0.02472718432545662,1159,1,,,,,,
0.0312877856194973,1169,1,,,,,,
0.06821972131729126,1179,1,,,,,,
,1181,1,0.10930617898702621,0.88703852891922,0.5925773978233337,0.66995769739151,0.30693069100379944,
0.03275168314576149,1189,2,,,,,,
0.011182332411408424,1199,2,,,,,,
0.0114795733243227,1209,2,,,,,,
0.011268681846559048,1219,2,,,,,,
0.02544243633747101,1229,2,,,,,,
0.03000231646001339,1239,2,,,,,,
0.025887634605169296,1249,2,,,,,,
0.014636343345046043,1259,2,,,,,,
0.0331084281206131,1269,2,,,,,,
0.04186252877116203,1279,2,,,,,,
0.018370958045125008,1289,2,,,,,,
0.027526192367076874,1299,2,,,,,,
0.07691273093223572,1309,2,,,,,,
0.030038928613066673,1319,2,,,,,,
0.03712067753076553,1329,2,,,,,,
0.029574884101748466,1339,2,,,,,,
0.0481889471411705,1349,2,,,,,,
0.00639133807271719,1359,2,,,,,,
0.02467721328139305,1369,2,,,,,,
0.01128295250236988,1379,2,,,,,,
0.011267343536019325,1389,2,,,,,,
0.009992442093789577,1399,2,,,,,,
0.018230430781841278,1409,2,,,,,,
0.017232108861207962,1419,2,,,,,,
0.05539301782846451,1429,2,,,,,,
0.054700806736946106,1439,2,,,,,,
0.10064674913883209,1449,2,,,,,,
0.04976557195186615,1459,2,,,,,,
0.023130645975470543,1469,2,,,,,,
0.1930965632200241,1479,2,,,,,,
0.039306070655584335,1489,2,,,,,,
0.02662011794745922,1499,2,,,,,,
0.015576651319861412,1509,2,,,,,,
0.02250737138092518,1519,2,,,,,,
0.07278569787740707,1529,2,,,,,,
0.0608595535159111,1539,2,,,,,,
0.04414449632167816,1549,2,,,,,,
0.03969520330429077,1559,2,,,,,,
0.019466158002614975,1569,2,,,,,,
0.006664106622338295,1579,2,,,,,,
0.02483035996556282,1589,2,,,,,,
0.014234372414648533,1599,2,,,,,,
0.02279886230826378,1609,2,,,,,,
0.028426960110664368,1619,2,,,,,,
0.025129452347755432,1629,2,,,,,,
0.004961241967976093,1639,2,,,,,,
0.008574223145842552,1649,2,,,,,,
0.02398158796131611,1659,2,,,,,,
0.02524835802614689,1669,2,,,,,,
0.023297270759940147,1679,2,,,,,,
0.006928084883838892,1689,2,,,,,,
0.016453903168439865,1699,2,,,,,,
0.020850010216236115,1709,2,,,,,,
0.01752881333231926,1719,2,,,,,,
0.19449102878570557,1729,2,,,,,,
0.006944193970412016,1739,2,,,,,,
0.00498000206425786,1749,2,,,,,,
0.013075508177280426,1759,2,,,,,,
0.009736170992255211,1769,2,,,,,,
,1772,2,0.12181662768125534,0.8906327486038208,0.602596640586853,0.6762025356292725,0.2970297038555145,
0.0120240468531847,1779,3,,,,,,
0.038245026022195816,1789,3,,,,,,
0.002975156996399164,1799,3,,,,,,
0.017224304378032684,1809,3,,,,,,
0.022874845191836357,1819,3,,,,,,
0.005177475977689028,1829,3,,,,,,
0.006361696403473616,1839,3,,,,,,
0.013580850325524807,1849,3,,,,,,
0.01681937277317047,1859,3,,,,,,
0.030013058334589005,1869,3,,,,,,
0.021263957023620605,1879,3,,,,,,
0.014326965436339378,1889,3,,,,,,
0.02275129221379757,1899,3,,,,,,
0.006925844121724367,1909,3,,,,,,
0.018066907301545143,1919,3,,,,,,
0.004447319079190493,1929,3,,,,,,
0.02180442400276661,1939,3,,,,,,
0.017062457278370857,1949,3,,,,,,
0.010085619054734707,1959,3,,,,,,
0.00560271181166172,1969,3,,,,,,
0.003784105647355318,1979,3,,,,,,
0.006865606177598238,1989,3,,,,,,
0.006155925337225199,1999,3,,,,,,
0.0069717299193143845,2009,3,,,,,,
0.007266496308147907,2019,3,,,,,,
0.006479947827756405,2029,3,,,,,,
0.018545549362897873,2039,3,,,,,,
0.0019096448086202145,2049,3,,,,,,
0.01977953501045704,2059,3,,,,,,
0.010218897834420204,2069,3,,,,,,
0.011264431290328503,2079,3,,,,,,
0.006502928212285042,2089,3,,,,,,
0.02472526580095291,2099,3,,,,,,
0.009978869929909706,2109,3,,,,,,
0.022303396835923195,2119,3,,,,,,
0.03066183254122734,2129,3,,,,,,
0.009100440889596939,2139,3,,,,,,
0.007078774273395538,2149,3,,,,,,
0.0029554981738328934,2159,3,,,,,,
0.03728898614645004,2169,3,,,,,,
0.0022627352736890316,2179,3,,,,,,
0.004056380596011877,2189,3,,,,,,
0.003954356536269188,2199,3,,,,,,
0.014595958404242992,2209,3,,,,,,
0.008301868103444576,2219,3,,,,,,
0.0018933527171611786,2229,3,,,,,,
0.006503912154585123,2239,3,,,,,,
