step,train_loss,epoch,val_qa_sas,val_qa_answer_f1,val_qa_em,val_loss,val_qa_bert_score,test_loss
9,0.07066235691308975,0,,,,,,
19,0.07157884538173676,0,,,,,,
29,0.05446871370077133,0,,,,,,
39,0.04742543399333954,0,,,,,,
49,0.06213351711630821,0,,,,,,
59,0.03357541933655739,0,,,,,,
69,0.039692673832178116,0,,,,,,
79,0.04351714253425598,0,,,,,,
89,0.04729567840695381,0,,,,,,
99,0.041161954402923584,0,,,,,,
109,0.023555342108011246,0,,,,,,
119,0.033845968544483185,0,,,,,,
129,0.061787862330675125,0,,,,,,
139,0.07363761961460114,0,,,,,,
149,0.04197465628385544,0,,,,,,
159,0.028238926082849503,0,,,,,,
169,0.05496974289417267,0,,,,,,
179,0.03257737308740616,0,,,,,,
189,0.038174450397491455,0,,,,,,
199,0.02923682890832424,0,,,,,,
209,0.04796414449810982,0,,,,,,
219,0.03911367431282997,0,,,,,,
229,0.03695790097117424,0,,,,,,
239,0.024962853640317917,0,,,,,,
249,0.039943989366292953,0,,,,,,
259,0.028557753190398216,0,,,,,,
269,0.02497810497879982,0,,,,,,
279,0.0426970012485981,0,,,,,,
289,0.023296330124139786,0,,,,,,
299,0.01644638180732727,0,,,,,,
309,0.03096223995089531,0,,,,,,
319,0.04824134707450867,0,,,,,,
329,0.03484954684972763,0,,,,,,
339,0.040841370820999146,0,,,,,,
349,0.029566127806901932,0,,,,,,
359,0.036677535623311996,0,,,,,,
369,0.05742529779672623,0,,,,,,
379,0.04985152557492256,0,,,,,,
389,0.05622279271483421,0,,,,,,
399,0.04660782963037491,0,,,,,,
409,0.029273029416799545,0,,,,,,
419,0.028327420353889465,0,,,,,,
429,0.020997269079089165,0,,,,,,
439,0.036068394780159,0,,,,,,
449,0.03287220373749733,0,,,,,,
459,0.04385983198881149,0,,,,,,
469,0.06718956679105759,0,,,,,,
479,0.049095768481492996,0,,,,,,
489,0.025528540834784508,0,,,,,,
499,0.027549466118216515,0,,,,,,
509,0.05604633688926697,0,,,,,,
519,0.04950348660349846,0,,,,,,
529,0.03481235355138779,0,,,,,,
539,0.03312679007649422,0,,,,,,
549,0.0356813482940197,0,,,,,,
559,0.03398037701845169,0,,,,,,
569,0.022952288389205933,0,,,,,,
579,0.032682836055755615,0,,,,,,
589,0.02383698895573616,0,,,,,,
599,0.029287291690707207,0,,,,,,
609,0.09060267359018326,0,,,,,,
619,0.045836567878723145,0,,,,,,
629,0.04526573047041893,0,,,,,,
637,,0,0.36093127727508545,0.26983070373535156,0.1906614750623703,0.09902258217334747,0.8325949907302856,
639,0.027818311005830765,1,,,,,,
649,0.056885670870542526,1,,,,,,
659,0.05212020128965378,1,,,,,,
669,0.0357532873749733,1,,,,,,
679,0.03861483931541443,1,,,,,,
689,0.026713252067565918,1,,,,,,
699,0.0426408052444458,1,,,,,,
709,0.04183930531144142,1,,,,,,
719,0.03353950381278992,1,,,,,,
729,0.03254644572734833,1,,,,,,
739,0.028582191094756126,1,,,,,,
749,0.05572909489274025,1,,,,,,
759,0.02629053220152855,1,,,,,,
769,0.033468183130025864,1,,,,,,
779,0.031963229179382324,1,,,,,,
789,0.022892571985721588,1,,,,,,
799,0.03686363622546196,1,,,,,,
809,0.03380987420678139,1,,,,,,
819,0.025962913408875465,1,,,,,,
829,0.027155406773090363,1,,,,,,
839,0.02603784203529358,1,,,,,,
849,0.019224682822823524,1,,,,,,
859,0.015209176577627659,1,,,,,,
869,0.03684904798865318,1,,,,,,
879,0.036063067615032196,1,,,,,,
889,0.028193039819598198,1,,,,,,
899,0.022030143067240715,1,,,,,,
909,0.031931810081005096,1,,,,,,
919,0.028782391920685768,1,,,,,,
929,0.0197976715862751,1,,,,,,
939,0.026962365955114365,1,,,,,,
949,0.0480600968003273,1,,,,,,
959,0.04240107163786888,1,,,,,,
969,0.041795212775468826,1,,,,,,
979,0.02014855667948723,1,,,,,,
989,0.036168161779642105,1,,,,,,
999,0.02993941120803356,1,,,,,,
1009,0.03388918563723564,1,,,,,,
1019,0.03276187926530838,1,,,,,,
1029,0.03244872763752937,1,,,,,,
1039,0.03585101291537285,1,,,,,,
1049,0.019242117181420326,1,,,,,,
1059,0.0408751405775547,1,,,,,,
1069,0.032612789422273636,1,,,,,,
1079,0.04401533678174019,1,,,,,,
1089,0.023240529000759125,1,,,,,,
1099,0.01836371421813965,1,,,,,,
1109,0.03899663686752319,1,,,,,,
1119,0.030440226197242737,1,,,,,,
1129,0.02259480208158493,1,,,,,,
1139,0.01656056009232998,1,,,,,,
1149,0.03477415442466736,1,,,,,,
1159,0.03144540265202522,1,,,,,,
1169,0.03956328332424164,1,,,,,,
1179,0.02460573799908161,1,,,,,,
1189,0.027611954137682915,1,,,,,,
1199,0.03811280429363251,1,,,,,,
1209,0.04941457509994507,1,,,,,,
1219,0.01968180388212204,1,,,,,,
1229,0.07080534845590591,1,,,,,,
1239,0.02715316042304039,1,,,,,,
1249,0.037970881909132004,1,,,,,,
1259,0.03968353196978569,1,,,,,,
1269,0.022553952410817146,1,,,,,,
1275,,1,0.36498603224754333,0.27796897292137146,0.2062256783246994,0.08510064333677292,0.8347306847572327,
1279,0.03902992233633995,2,,,,,,
1289,0.03775954619050026,2,,,,,,
1299,0.02698293700814247,2,,,,,,
1309,0.02098280005156994,2,,,,,,
1319,0.021526778116822243,2,,,,,,
1329,0.035597044974565506,2,,,,,,
1339,0.03156187757849693,2,,,,,,
1349,0.04913875833153725,2,,,,,,
1359,0.02800735831260681,2,,,,,,
1369,0.027077624574303627,2,,,,,,
1379,0.03072555549442768,2,,,,,,
1389,0.014704344794154167,2,,,,,,
1399,0.0306481271982193,2,,,,,,
1409,0.0325009860098362,2,,,,,,
1419,0.03931999206542969,2,,,,,,
1429,0.02971239760518074,2,,,,,,
1439,0.042393460869789124,2,,,,,,
1449,0.01658165082335472,2,,,,,,
1459,0.04647482931613922,2,,,,,,
1469,0.04640096798539162,2,,,,,,
1479,0.03329945355653763,2,,,,,,
1489,0.022288210690021515,2,,,,,,
1499,0.03017405793070793,2,,,,,,
1509,0.024917947128415108,2,,,,,,
1519,0.04158094525337219,2,,,,,,
1529,0.029531337320804596,2,,,,,,
1539,0.02734091691672802,2,,,,,,
1549,0.03425700217485428,2,,,,,,
1559,0.03261885046958923,2,,,,,,
1569,0.03416893631219864,2,,,,,,
1579,0.02892925590276718,2,,,,,,
1589,0.014737325720489025,2,,,,,,
1599,0.025899585336446762,2,,,,,,
1609,0.015317087061703205,2,,,,,,
1619,0.02617107518017292,2,,,,,,
1629,0.03344536945223808,2,,,,,,
1639,0.03024008870124817,2,,,,,,
1649,0.04240799322724342,2,,,,,,
1659,0.05255919694900513,2,,,,,,
1669,0.01614341512322426,2,,,,,,
1679,0.040401164442300797,2,,,,,,
1689,0.02203802764415741,2,,,,,,
1699,0.02577720768749714,2,,,,,,
1709,0.02416156977415085,2,,,,,,
1719,0.0347699411213398,2,,,,,,
1729,0.04338216781616211,2,,,,,,
1739,0.02526741288602352,2,,,,,,
1749,0.03835716098546982,2,,,,,,
1759,0.028967227786779404,2,,,,,,
1769,0.02127847447991371,2,,,,,,
1779,0.02130798064172268,2,,,,,,
1789,0.02137378789484501,2,,,,,,
1799,0.031181830912828445,2,,,,,,
1809,0.03412733972072601,2,,,,,,
1819,0.033459581434726715,2,,,,,,
1829,0.038203898817300797,2,,,,,,
1839,0.04031100124120712,2,,,,,,
1849,0.022030124440789223,2,,,,,,
1859,0.033625997602939606,2,,,,,,
1869,0.025105232372879982,2,,,,,,
1879,0.03318758308887482,2,,,,,,
1889,0.027963627129793167,2,,,,,,
1899,0.017684511840343475,2,,,,,,
1909,0.0305575430393219,2,,,,,,
1913,,2,0.3997468948364258,0.3121821880340576,0.24319066107273102,0.09480804949998856,0.8439621925354004,
1919,0.05151425674557686,3,,,,,,
1929,0.014764409512281418,3,,,,,,
1939,0.013155982829630375,3,,,,,,
1949,0.036731425672769547,3,,,,,,
1959,0.0290248803794384,3,,,,,,
1969,0.02064567431807518,3,,,,,,
1979,0.023295987397432327,3,,,,,,
1989,0.034428536891937256,3,,,,,,
1999,0.041487567126750946,3,,,,,,
2009,0.018450016155838966,3,,,,,,
2019,0.05316951498389244,3,,,,,,
2029,0.05611627921462059,3,,,,,,
2039,0.027450602501630783,3,,,,,,
2049,0.03647822141647339,3,,,,,,
2059,0.02094276249408722,3,,,,,,
2069,0.037122853100299835,3,,,,,,
2079,0.03222859650850296,3,,,,,,
