step,epoch,train_loss,val_qa_bert_score,val_qa_sas,val_loss,val_qa_em,val_qa_answer_f1,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss,test_avg_qa_em,test_avg_qa_bert_score
9,0,0.48839566111564636,,,,,,,,,,
19,0,0.25343266129493713,,,,,,,,,,
29,0,0.14236362278461456,,,,,,,,,,
39,0,0.1926177591085434,,,,,,,,,,
49,0,0.2158406674861908,,,,,,,,,,
59,0,0.18217116594314575,,,,,,,,,,
69,0,0.149565190076828,,,,,,,,,,
79,0,0.12345965206623077,,,,,,,,,,
89,0,0.13485386967658997,,,,,,,,,,
99,0,0.13997244834899902,,,,,,,,,,
109,0,0.16033132374286652,,,,,,,,,,
119,0,0.10352227836847305,,,,,,,,,,
119,0,,0.8970243334770203,0.5944849252700806,0.1087614893913269,0.5010225176811218,0.5524275302886963,,,,,
129,1,0.1224934309720993,,,,,,,,,,
139,1,0.10403762012720108,,,,,,,,,,
149,1,0.08304434269666672,,,,,,,,,,
159,1,0.06593935936689377,,,,,,,,,,
169,1,0.13212354481220245,,,,,,,,,,
179,1,0.1411486566066742,,,,,,,,,,
189,1,0.06539446115493774,,,,,,,,,,
199,1,0.3984971344470978,,,,,,,,,,
209,1,0.12020228058099747,,,,,,,,,,
219,1,0.10222997516393661,,,,,,,,,,
229,1,0.2733021080493927,,,,,,,,,,
239,1,0.07953815162181854,,,,,,,,,,
239,1,,0.9070172309875488,0.6331357359886169,0.09681075066328049,0.5501022338867188,0.5959406495094299,,,,,
249,2,0.03753051534295082,,,,,,,,,,
259,2,0.06205672398209572,,,,,,,,,,
269,2,0.11880623549222946,,,,,,,,,,
279,2,0.11394687741994858,,,,,,,,,,
289,2,0.059273719787597656,,,,,,,,,,
299,2,0.08629310876131058,,,,,,,,,,
309,2,0.0844154804944992,,,,,,,,,,
319,2,0.05069253593683243,,,,,,,,,,
329,2,0.11550430953502655,,,,,,,,,,
339,2,0.0873793512582779,,,,,,,,,,
349,2,0.12028811872005463,,,,,,,,,,
359,2,0.0888771265745163,,,,,,,,,,
359,2,,0.9102075695991516,0.6451651453971863,0.09321073442697525,0.5685071349143982,0.6097797155380249,,,,,
369,3,0.12059258669614792,,,,,,,,,,
379,3,0.06354871392250061,,,,,,,,,,
389,3,0.058014802634716034,,,,,,,,,,
399,3,0.09339530766010284,,,,,,,,,,
409,3,0.1400863230228424,,,,,,,,,,
419,3,0.10980016738176346,,,,,,,,,,
429,3,0.09244561940431595,,,,,,,,,,
439,3,0.098890520632267,,,,,,,,,,
449,3,0.186929851770401,,,,,,,,,,
459,3,0.06330615282058716,,,,,,,,,,
469,3,0.06892826408147812,,,,,,,,,,
479,3,0.06406363099813461,,,,,,,,,,
479,3,,0.9124140739440918,0.6509181261062622,0.09525991976261139,0.5766870975494385,0.6174721717834473,,,,,
489,4,0.2766130566596985,,,,,,,,,,
499,4,0.06149701029062271,,,,,,,,,,
509,4,0.07691307365894318,,,,,,,,,,
519,4,0.08858844637870789,,,,,,,,,,
529,4,0.19382472336292267,,,,,,,,,,
539,4,0.07426780462265015,,,,,,,,,,
549,4,0.0548209547996521,,,,,,,,,,
559,4,0.05896667391061783,,,,,,,,,,
569,4,0.04327855631709099,,,,,,,,,,
579,4,0.05782656371593475,,,,,,,,,,
589,4,0.05759705230593681,,,,,,,,,,
599,4,0.04204607382416725,,,,,,,,,,
599,4,,0.9161843061447144,0.6665368676185608,0.09417792409658432,0.5910020470619202,0.6337066888809204,,,,,
600,5,,,,,,,0.6337066888809204,0.6665368676185608,0.09417792409658432,0.5910020470619202,0.9161843061447144
