step,train_loss,epoch,val_qa_bert_score,val_qa_em,val_qa_sas,val_qa_answer_f1,val_loss,test_loss
9,0.6971566081047058,0,,,,,,
19,0.7036535739898682,0,,,,,,
29,0.6824131608009338,0,,,,,,
39,0.32093513011932373,0,,,,,,
49,0.3836515545845032,0,,,,,,
59,0.3686113953590393,0,,,,,,
69,0.4594465494155884,0,,,,,,
79,0.7606546878814697,0,,,,,,
89,0.2721213102340698,0,,,,,,
99,0.7205507159233093,0,,,,,,
109,0.8399680256843567,0,,,,,,
119,0.683580756187439,0,,,,,,
129,0.156114399433136,0,,,,,,
139,0.18905140459537506,0,,,,,,
149,0.34071558713912964,0,,,,,,
159,0.356169730424881,0,,,,,,
169,0.307830810546875,0,,,,,,
179,0.40104520320892334,0,,,,,,
189,0.21192054450511932,0,,,,,,
199,0.27604037523269653,0,,,,,,
209,0.3124258816242218,0,,,,,,
219,0.3580853044986725,0,,,,,,
229,0.3652811348438263,0,,,,,,
239,0.20119984447956085,0,,,,,,
249,0.43964824080467224,0,,,,,,
259,0.23970770835876465,0,,,,,,
269,0.10157901048660278,0,,,,,,
279,0.2523185908794403,0,,,,,,
289,0.29598677158355713,0,,,,,,
299,0.17658211290836334,0,,,,,,
309,0.07826545834541321,0,,,,,,
319,0.3464216887950897,0,,,,,,
329,0.22138729691505432,0,,,,,,
333,,0,0.8785949945449829,0.5064935088157654,0.6263608932495117,0.615037202835083,0.12858973443508148,
339,0.2074858695268631,1,,,,,,
349,0.13630737364292145,1,,,,,,
359,0.3436203896999359,1,,,,,,
369,0.17764431238174438,1,,,,,,
379,0.19182902574539185,1,,,,,,
389,0.20427477359771729,1,,,,,,
399,0.4848081171512604,1,,,,,,
409,0.44616153836250305,1,,,,,,
419,0.34023791551589966,1,,,,,,
429,0.07124583423137665,1,,,,,,
439,0.07289405912160873,1,,,,,,
449,1.2004269361495972,1,,,,,,
459,0.3858432173728943,1,,,,,,
469,0.0591270811855793,1,,,,,,
479,0.05788114294409752,1,,,,,,
489,0.1883823573589325,1,,,,,,
499,0.12396486848592758,1,,,,,,
509,0.11735275387763977,1,,,,,,
519,0.299426406621933,1,,,,,,
529,0.05647684261202812,1,,,,,,
539,0.23259779810905457,1,,,,,,
549,0.1574704796075821,1,,,,,,
559,0.1402752697467804,1,,,,,,
569,0.2862548530101776,1,,,,,,
579,0.038648515939712524,1,,,,,,
589,0.2557469308376312,1,,,,,,
599,0.20595577359199524,1,,,,,,
609,0.2112569510936737,1,,,,,,
619,0.26369577646255493,1,,,,,,
629,0.07186875492334366,1,,,,,,
639,0.17277798056602478,1,,,,,,
649,0.11366402357816696,1,,,,,,
659,0.048463452607393265,1,,,,,,
667,,1,0.8863517045974731,0.5281385183334351,0.6546236276626587,0.6466860175132751,0.1318552941083908,
669,0.1774790734052658,2,,,,,,
679,0.11923988163471222,2,,,,,,
689,0.19695185124874115,2,,,,,,
699,0.0853176862001419,2,,,,,,
709,0.09250328689813614,2,,,,,,
719,0.1628001630306244,2,,,,,,
729,0.05606301501393318,2,,,,,,
739,0.2809654176235199,2,,,,,,
749,0.05593854933977127,2,,,,,,
759,0.06916011869907379,2,,,,,,
769,0.04016529768705368,2,,,,,,
779,0.024615395814180374,2,,,,,,
789,0.059436578303575516,2,,,,,,
799,0.3749426603317261,2,,,,,,
809,0.5705295205116272,2,,,,,,
819,0.09857620298862457,2,,,,,,
829,0.06234027072787285,2,,,,,,
839,0.07655024528503418,2,,,,,,
849,0.05317385494709015,2,,,,,,
859,0.07023778557777405,2,,,,,,
869,0.025934813544154167,2,,,,,,
879,0.1749407947063446,2,,,,,,
889,0.08140016347169876,2,,,,,,
899,0.06959328055381775,2,,,,,,
909,0.21417981386184692,2,,,,,,
919,0.1051420196890831,2,,,,,,
929,0.04995601624250412,2,,,,,,
939,0.029948433861136436,2,,,,,,
949,0.031479813158512115,2,,,,,,
959,0.11950542777776718,2,,,,,,
969,0.020834967494010925,2,,,,,,
979,0.022376298904418945,2,,,,,,
989,0.06151090934872627,2,,,,,,
999,0.07722242176532745,2,,,,,,
1001,,2,0.8924674391746521,0.5497835278511047,0.6674409508705139,0.6537006497383118,0.1462797075510025,
1009,0.02244093082845211,3,,,,,,
1019,0.028185296803712845,3,,,,,,
1029,0.02022946998476982,3,,,,,,
1039,0.07586430013179779,3,,,,,,
1049,0.013390559703111649,3,,,,,,
1059,0.05264648422598839,3,,,,,,
1069,0.007810189388692379,3,,,,,,
1079,0.017215654253959656,3,,,,,,
1089,0.01246013306081295,3,,,,,,
1099,0.033024128526449203,3,,,,,,
1109,0.0038197978865355253,3,,,,,,
1119,0.058920279145240784,3,,,,,,
1129,0.06904026120901108,3,,,,,,
1139,0.027250461280345917,3,,,,,,
1149,0.08634521067142487,3,,,,,,
1159,0.009429838508367538,3,,,,,,
1169,0.07971535623073578,3,,,,,,
1179,0.24316012859344482,3,,,,,,
1189,0.03206993639469147,3,,,,,,
1199,0.053095921874046326,3,,,,,,
1209,0.019471680745482445,3,,,,,,
1219,0.03790714964270592,3,,,,,,
1229,0.04330873116850853,3,,,,,,
1239,0.031274523586034775,3,,,,,,
1249,0.007181614637374878,3,,,,,,
1259,0.01035635732114315,3,,,,,,
1269,0.0015370998298749328,3,,,,,,
1279,0.03142918273806572,3,,,,,,
1289,0.061640363186597824,3,,,,,,
1299,0.026750320568680763,3,,,,,,
1309,0.0029742703773081303,3,,,,,,
1319,0.013084464706480503,3,,,,,,
1329,0.022377081215381622,3,,,,,,
1335,,3,0.8920462131500244,0.536796510219574,0.6683262586593628,0.6510410308837891,0.16686822474002838,
1339,0.0076014939695596695,4,,,,,,
1349,0.05124840512871742,4,,,,,,
1359,0.1621238887310028,4,,,,,,
1369,0.006554023828357458,4,,,,,,
1379,0.07946304976940155,4,,,,,,
1389,0.022434119135141373,4,,,,,,
1399,0.069682277739048,4,,,,,,
1409,0.0024312224704772234,4,,,,,,
1419,0.0037246134597808123,4,,,,,,
1429,0.00446561723947525,4,,,,,,
1439,0.04957687482237816,4,,,,,,
1449,0.005782557651400566,4,,,,,,
1459,0.0010524413082748652,4,,,,,,
1469,0.004445429425686598,4,,,,,,
1479,0.004125957377254963,4,,,,,,
1489,0.006237803492695093,4,,,,,,
1499,0.011065610684454441,4,,,,,,
1509,0.04865964874625206,4,,,,,,
1519,0.025219159200787544,4,,,,,,
1529,0.003996176645159721,4,,,,,,
1539,0.0026071059983223677,4,,,,,,
1549,0.014294872991740704,4,,,,,,
1559,0.026923757046461105,4,,,,,,
1569,0.017845820635557175,4,,,,,,
1579,0.0013216636143624783,4,,,,,,
1589,0.011057848110795021,4,,,,,,
1599,0.002800182905048132,4,,,,,,
1609,0.009264437481760979,4,,,,,,
1619,0.005494387820363045,4,,,,,,
1629,0.004272287245839834,4,,,,,,
1639,0.0029100850224494934,4,,,,,,
1649,0.0055916039273142815,4,,,,,,
1659,0.0382513627409935,4,,,,,,
1669,0.0006809458136558533,4,,,,,,
1669,,4,0.8990535736083984,0.5627705454826355,0.6726142764091492,0.6632227301597595,0.20325224101543427,
1670,,5,,,,,,0.20325224101543427
