epoch,step,train_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_em,val_qa_sas,val_loss,test_loss
0,9,1.505259394645691,,,,,,
0,19,0.825914740562439,,,,,,
0,29,0.3654053509235382,,,,,,
0,39,0.18116779625415802,,,,,,
0,49,0.6331988573074341,,,,,,
0,59,0.6026676893234253,,,,,,
0,69,0.7657963037490845,,,,,,
0,79,0.5177604556083679,,,,,,
0,89,0.5247368812561035,,,,,,
0,94,,0.8431198000907898,0.4969595968723297,0.35930734872817993,0.515893816947937,0.3605148196220398,
1,99,0.3185839056968689,,,,,,
1,109,1.1266909837722778,,,,,,
1,119,0.4501805901527405,,,,,,
1,129,0.49470028281211853,,,,,,
1,139,0.6050138473510742,,,,,,
1,149,0.4087207615375519,,,,,,
1,159,0.06806834042072296,,,,,,
1,169,0.26376214623451233,,,,,,
1,179,0.21099026501178741,,,,,,
1,189,0.3722950518131256,,,,,,
1,189,,0.8550229072570801,0.5232553482055664,0.4025973975658417,0.545526921749115,0.3327426016330719,
2,199,0.2518601715564728,,,,,,
2,209,0.1924002766609192,,,,,,
2,219,0.21628013253211975,,,,,,
2,229,0.4851536154747009,,,,,,
2,239,0.17208001017570496,,,,,,
2,249,0.6581128239631653,,,,,,
2,259,0.4135162830352783,,,,,,
2,269,0.2769046127796173,,,,,,
2,279,0.2265913486480713,,,,,,
2,284,,0.8605382442474365,0.5386824607849121,0.42424243688583374,0.5590569972991943,0.3343353569507599,
3,289,0.11684514582157135,,,,,,
3,299,0.5114247798919678,,,,,,
3,309,0.20792321860790253,,,,,,
3,319,0.21983100473880768,,,,,,
3,329,0.27023255825042725,,,,,,
3,339,0.11939196288585663,,,,,,
3,349,0.018670199438929558,,,,,,
3,359,0.16522487998008728,,,,,,
3,369,0.07290231436491013,,,,,,
3,379,0.16554468870162964,,,,,,
3,379,,0.8577841520309448,0.5338965654373169,0.43290042877197266,0.5550172924995422,0.342912495136261,
4,389,0.06659043580293655,,,,,,
4,399,0.07318191230297089,,,,,,
4,409,0.09152467548847198,,,,,,
4,419,0.24117901921272278,,,,,,
4,429,0.09060896933078766,,,,,,
4,439,0.29325443506240845,,,,,,
4,449,0.16007795929908752,,,,,,
4,459,0.11308631300926208,,,,,,
4,469,0.08346336334943771,,,,,,
4,474,,0.8600404858589172,0.5338965058326721,0.4285714328289032,0.5537282228469849,0.3615967631340027,
5,475,,,,,,,0.3343353569507599
