step,epoch,train_loss,val_qa_em,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,test_avg_qa_em,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas
9,0,1.0627926588058472,,,,,,,,,,
19,0,1.0442196130752563,,,,,,,,,,
29,0,0.41353192925453186,,,,,,,,,,
39,0,2.417370080947876,,,,,,,,,,
49,0,0.8849807381629944,,,,,,,,,,
59,0,1.3908371925354004,,,,,,,,,,
69,0,1.2911241054534912,,,,,,,,,,
79,0,1.4539345502853394,,,,,,,,,,
89,0,2.323737144470215,,,,,,,,,,
99,0,2.3707163333892822,,,,,,,,,,
100,0,,0.21702127158641815,1.4473459720611572,0.8283646106719971,0.42418625950813293,0.49565428495407104,,,,,
109,1,0.5915922522544861,,,,,,,,,,
119,1,0.7413923740386963,,,,,,,,,,
129,1,1.7457475662231445,,,,,,,,,,
139,1,1.2486991882324219,,,,,,,,,,
149,1,1.73824143409729,,,,,,,,,,
159,1,0.7267442345619202,,,,,,,,,,
169,1,2.04824161529541,,,,,,,,,,
179,1,1.7081931829452515,,,,,,,,,,
189,1,0.6408233046531677,,,,,,,,,,
199,1,1.1121176481246948,,,,,,,,,,
201,1,,0.24042552709579468,1.4017475843429565,0.840421736240387,0.44975802302360535,0.5137776732444763,,,,,
209,2,1.148787260055542,,,,,,,,,,
219,2,1.536319613456726,,,,,,,,,,
229,2,1.4105746746063232,,,,,,,,,,
239,2,1.3558679819107056,,,,,,,,,,
249,2,0.35498982667922974,,,,,,,,,,
259,2,0.9366762042045593,,,,,,,,,,
269,2,1.296115756034851,,,,,,,,,,
279,2,0.37311774492263794,,,,,,,,,,
289,2,0.593572199344635,,,,,,,,,,
299,2,0.9716784358024597,,,,,,,,,,
302,2,,0.25106382369995117,1.3534148931503296,0.8463660478591919,0.4633631706237793,0.5239908695220947,,,,,
309,3,0.9361112713813782,,,,,,,,,,
319,3,1.08101224899292,,,,,,,,,,
329,3,0.9579260349273682,,,,,,,,,,
339,3,0.670849621295929,,,,,,,,,,
349,3,1.0154186487197876,,,,,,,,,,
359,3,0.8968557119369507,,,,,,,,,,
369,3,1.3133490085601807,,,,,,,,,,
379,3,1.0519860982894897,,,,,,,,,,
389,3,0.789953351020813,,,,,,,,,,
399,3,0.4380646049976349,,,,,,,,,,
403,3,,0.2680850923061371,1.3405237197875977,0.8472248911857605,0.4655750095844269,0.5254598259925842,,,,,
409,4,0.6589101552963257,,,,,,,,,,
419,4,0.6142871975898743,,,,,,,,,,
429,4,0.6335561275482178,,,,,,,,,,
439,4,2.0110466480255127,,,,,,,,,,
449,4,2.0950231552124023,,,,,,,,,,
459,4,1.1633270978927612,,,,,,,,,,
469,4,1.400736927986145,,,,,,,,,,
479,4,0.40677857398986816,,,,,,,,,,
489,4,0.8726645708084106,,,,,,,,,,
499,4,2.0839552879333496,,,,,,,,,,
504,4,,0.2638297975063324,1.3461891412734985,0.8524569272994995,0.48098716139793396,0.5418497920036316,,,,,
505,5,,,,,,,0.2638297975063324,0.8524569272994995,1.3461891412734985,0.48098716139793396,0.5418497920036316
