step,train_loss,epoch,val_qa_sas,val_qa_em,val_loss,val_qa_answer_f1,val_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_bert_score,test_avg_qa_em
9,1.299340009689331,0,,,,,,,,,,
19,0.5223926901817322,0,,,,,,,,,,
29,0.7732098698616028,0,,,,,,,,,,
39,0.4626409113407135,0,,,,,,,,,,
49,0.5479173064231873,0,,,,,,,,,,
59,0.27221208810806274,0,,,,,,,,,,
69,0.3021402060985565,0,,,,,,,,,,
79,0.2889537811279297,0,,,,,,,,,,
89,0.267762690782547,0,,,,,,,,,,
99,0.3775613307952881,0,,,,,,,,,,
109,0.33345308899879456,0,,,,,,,,,,
119,0.3031473159790039,0,,,,,,,,,,
129,0.19157817959785461,0,,,,,,,,,,
139,0.5531010031700134,0,,,,,,,,,,
149,0.19703486561775208,0,,,,,,,,,,
159,0.3286014795303345,0,,,,,,,,,,
169,0.20825275778770447,0,,,,,,,,,,
178,,0,0.38039925694465637,0.30293160676956177,0.22751672565937042,0.3521144986152649,0.805884063243866,,,,,
179,0.2003001719713211,1,,,,,,,,,,
189,0.22465187311172485,1,,,,,,,,,,
199,0.297268271446228,1,,,,,,,,,,
209,0.2026078999042511,1,,,,,,,,,,
219,0.2742002606391907,1,,,,,,,,,,
229,0.3417034447193146,1,,,,,,,,,,
239,0.252899169921875,1,,,,,,,,,,
249,0.3534757196903229,1,,,,,,,,,,
259,0.23870790004730225,1,,,,,,,,,,
269,0.3092508614063263,1,,,,,,,,,,
279,0.23563246428966522,1,,,,,,,,,,
289,0.20083937048912048,1,,,,,,,,,,
299,0.3579119145870209,1,,,,,,,,,,
309,0.20341651141643524,1,,,,,,,,,,
319,0.15177255868911743,1,,,,,,,,,,
329,0.1794089525938034,1,,,,,,,,,,
339,0.18697482347488403,1,,,,,,,,,,
349,0.21693366765975952,1,,,,,,,,,,
357,,1,0.4133770167827606,0.35504886507987976,0.20065051317214966,0.39681708812713623,0.819037139415741,,,,,
359,0.2547997534275055,2,,,,,,,,,,
369,0.24279025197029114,2,,,,,,,,,,
379,0.2991388142108917,2,,,,,,,,,,
389,0.22310017049312592,2,,,,,,,,,,
399,0.1947476863861084,2,,,,,,,,,,
409,0.1560540348291397,2,,,,,,,,,,
419,0.25495103001594543,2,,,,,,,,,,
429,0.1618179827928543,2,,,,,,,,,,
439,0.16384592652320862,2,,,,,,,,,,
449,0.26243722438812256,2,,,,,,,,,,
459,0.24376676976680756,2,,,,,,,,,,
469,0.18841412663459778,2,,,,,,,,,,
479,0.2748204171657562,2,,,,,,,,,,
489,0.18962301313877106,2,,,,,,,,,,
499,0.1819453090429306,2,,,,,,,,,,
509,0.1445092111825943,2,,,,,,,,,,
519,0.17033171653747559,2,,,,,,,,,,
529,0.14397579431533813,2,,,,,,,,,,
536,,2,0.46237730979919434,0.39902278780937195,0.181638702750206,0.4421684443950653,0.8389401435852051,,,,,
539,0.2037435621023178,3,,,,,,,,,,
549,0.28043344616889954,3,,,,,,,,,,
559,0.30458351969718933,3,,,,,,,,,,
569,0.14942888915538788,3,,,,,,,,,,
579,0.199029341340065,3,,,,,,,,,,
589,0.19305357336997986,3,,,,,,,,,,
599,0.188996821641922,3,,,,,,,,,,
609,0.26666271686553955,3,,,,,,,,,,
619,0.15598933398723602,3,,,,,,,,,,
629,0.22306866943836212,3,,,,,,,,,,
639,0.1779184639453888,3,,,,,,,,,,
649,0.2692585587501526,3,,,,,,,,,,
659,0.19255752861499786,3,,,,,,,,,,
669,0.17968231439590454,3,,,,,,,,,,
679,0.1837773621082306,3,,,,,,,,,,
689,0.15514899790287018,3,,,,,,,,,,
699,0.176828995347023,3,,,,,,,,,,
709,0.16738398373126984,3,,,,,,,,,,
715,,3,0.46533203125,0.41205212473869324,0.1734645664691925,0.45267727971076965,0.8384361267089844,,,,,
719,0.1547473967075348,4,,,,,,,,,,
729,0.21011309325695038,4,,,,,,,,,,
739,0.13961684703826904,4,,,,,,,,,,
749,0.10427910089492798,4,,,,,,,,,,
759,0.3092709183692932,4,,,,,,,,,,
769,0.23330172896385193,4,,,,,,,,,,
779,0.16291773319244385,4,,,,,,,,,,
789,0.2625122666358948,4,,,,,,,,,,
799,0.16101782023906708,4,,,,,,,,,,
809,0.14333592355251312,4,,,,,,,,,,
819,0.2143917679786682,4,,,,,,,,,,
829,0.1446530669927597,4,,,,,,,,,,
839,0.2709830105304718,4,,,,,,,,,,
849,0.2249169498682022,4,,,,,,,,,,
859,0.20580607652664185,4,,,,,,,,,,
869,0.17661066353321075,4,,,,,,,,,,
879,0.20775464177131653,4,,,,,,,,,,
889,0.09449372440576553,4,,,,,,,,,,
894,,4,0.48069724440574646,0.43322476744651794,0.16622447967529297,0.4767504632472992,0.8457200527191162,,,,,
895,,5,,,,,,0.16622447967529297,0.4767504632472992,0.48069724440574646,0.8457200527191162,0.43322476744651794
