epoch,step,train_loss,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_qa_em,test_loss
2,809,0.094266876578331,,,,,,
2,819,0.0629386305809021,,,,,,
2,829,0.07065501064062119,,,,,,
2,839,0.08924407511949539,,,,,,
2,849,0.033058296889066696,,,,,,
2,859,0.05871061235666275,,,,,,
2,869,0.0882975235581398,,,,,,
2,879,0.02992752380669117,,,,,,
2,889,0.06629891693592072,,,,,,
2,899,0.14506028592586517,,,,,,
2,909,0.0801897868514061,,,,,,
2,919,0.038006462156772614,,,,,,
2,929,0.07633845508098602,,,,,,
2,939,0.07157370448112488,,,,,,
2,949,0.06951037049293518,,,,,,
2,959,0.043442342430353165,,,,,,
2,969,0.05586688593029976,,,,,,
2,979,0.05395112559199333,,,,,,
2,989,0.0382845476269722,,,,,,
2,999,0.04861362278461456,,,,,,
2,1009,0.03019123524427414,,,,,,
2,1019,0.08644052594900131,,,,,,
2,1029,0.04117416962981224,,,,,,
2,1039,0.04616572707891464,,,,,,
2,1049,0.09814951568841934,,,,,,
2,1055,,0.058725107461214066,0.5511103868484497,0.5529944896697998,0.8674413561820984,0.5076687335968018,
3,1059,0.024939963594079018,,,,,,
3,1069,0.06192710995674133,,,,,,
3,1079,0.025457672774791718,,,,,,
3,1089,0.04248075187206268,,,,,,
3,1099,0.030540453270077705,,,,,,
3,1109,0.0299562755972147,,,,,,
3,1119,0.06939475238323212,,,,,,
3,1129,0.06212421506643295,,,,,,
3,1139,0.024166971445083618,,,,,,
3,1149,0.0304351057857275,,,,,,
3,1159,0.03296539932489395,,,,,,
3,1169,0.026554740965366364,,,,,,
3,1179,0.029865285381674767,,,,,,
3,1189,0.036051664501428604,,,,,,
3,1199,0.04225747287273407,,,,,,
3,1209,0.06663640588521957,,,,,,
3,1219,0.027328284457325935,,,,,,
3,1229,0.049331068992614746,,,,,,
3,1239,0.01184815727174282,,,,,,
3,1249,0.026723550632596016,,,,,,
3,1259,0.06692588329315186,,,,,,
3,1269,0.011551758274435997,,,,,,
3,1279,0.03244147449731827,,,,,,
3,1289,0.04299798235297203,,,,,,
3,1299,0.0117625892162323,,,,,,
3,1309,0.03513973951339722,,,,,,
3,1319,0.030404098331928253,,,,,,
3,1329,0.07784499228000641,,,,,,
3,1339,0.03386229649186134,,,,,,
3,1349,0.02572389878332615,,,,,,
3,1359,0.051131702959537506,,,,,,
3,1369,0.01775030791759491,,,,,,
3,1379,0.029528606683015823,,,,,,
3,1389,0.0404551662504673,,,,,,
3,1399,0.0315491259098053,,,,,,
3,1407,,0.06962105631828308,0.5601760149002075,0.5625868439674377,0.8709585070610046,0.5153374075889587,
4,1409,0.03509128838777542,,,,,,
4,1419,0.02005886659026146,,,,,,
4,1429,0.025157315656542778,,,,,,
4,1439,0.03869776055216789,,,,,,
4,1449,0.05389998480677605,,,,,,
4,1459,0.028186382725834846,,,,,,
4,1469,0.021143073216080666,,,,,,
4,1479,0.013627657666802406,,,,,,
4,1489,0.03765994682908058,,,,,,
4,1499,0.06875284016132355,,,,,,
4,1509,0.01969602331519127,,,,,,
4,1519,0.02366938814520836,,,,,,
4,1529,0.03614814579486847,,,,,,
4,1539,0.015024051070213318,,,,,,
4,1549,0.013054756447672844,,,,,,
4,1559,0.01429402083158493,,,,,,
4,1569,0.01749316416680813,,,,,,
4,1579,0.04064927250146866,,,,,,
4,1589,0.023960772901773453,,,,,,
4,1599,0.009119179099798203,,,,,,
4,1609,0.011858244426548481,,,,,,
4,1619,0.014197410084307194,,,,,,
4,1629,0.00979581382125616,,,,,,
4,1639,0.0413707010447979,,,,,,
4,1649,0.03584166243672371,,,,,,
4,1659,0.013015104457736015,,,,,,
4,1669,0.009989355690777302,,,,,,
4,1679,0.027354581281542778,,,,,,
4,1689,0.023292018100619316,,,,,,
4,1699,0.007234062999486923,,,,,,
4,1709,0.016376908868551254,,,,,,
4,1719,0.009459326975047588,,,,,,
4,1729,0.011273503303527832,,,,,,
4,1739,0.006848717574030161,,,,,,
4,1749,0.011396591551601887,,,,,,
4,1759,0.026072746142745018,,,,,,
4,1759,,0.08628521859645844,0.5750932097434998,0.5792111158370972,0.8752174973487854,0.5306748747825623,
5,1760,,,,,,,0.08628521859645844
