step,epoch,train_loss,val_qa_em,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,test_avg_qa_em,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_bert_score
9,0,2.1511011123657227,,,,,,,,,,
19,0,3.0275542736053467,,,,,,,,,,
29,0,1.248514175415039,,,,,,,,,,
39,0,1.4103379249572754,,,,,,,,,,
49,0,2.781101703643799,,,,,,,,,,
59,0,1.6577271223068237,,,,,,,,,,
69,0,1.6751031875610352,,,,,,,,,,
79,0,1.0507164001464844,,,,,,,,,,
89,0,0.601280689239502,,,,,,,,,,
99,0,1.8214125633239746,,,,,,,,,,
101,0,,0.18398268520832062,0.3470659554004669,1.0750991106033325,0.4150727391242981,0.8001227974891663,,,,,
109,1,1.3033976554870605,,,,,,,,,,
119,1,1.2550104856491089,,,,,,,,,,
129,1,1.167262315750122,,,,,,,,,,
139,1,1.5167306661605835,,,,,,,,,,
149,1,1.8076955080032349,,,,,,,,,,
159,1,2.2554867267608643,,,,,,,,,,
169,1,1.2813589572906494,,,,,,,,,,
179,1,1.9613027572631836,,,,,,,,,,
189,1,0.5239362120628357,,,,,,,,,,
199,1,1.9226129055023193,,,,,,,,,,
203,1,,0.25974026322364807,0.4627651572227478,0.9343997836112976,0.5241783261299133,0.8406652808189392,,,,,
209,2,1.3620753288269043,,,,,,,,,,
219,2,1.4608310461044312,,,,,,,,,,
229,2,1.0322173833847046,,,,,,,,,,
239,2,1.175532341003418,,,,,,,,,,
249,2,1.7675719261169434,,,,,,,,,,
259,2,1.4732749462127686,,,,,,,,,,
269,2,1.1235880851745605,,,,,,,,,,
279,2,1.3488142490386963,,,,,,,,,,
289,2,1.449902057647705,,,,,,,,,,
299,2,1.0865888595581055,,,,,,,,,,
305,2,,0.3030303120613098,0.4915112853050232,0.8865288496017456,0.5441473722457886,0.8515492677688599,,,,,
309,3,0.8176352977752686,,,,,,,,,,
319,3,1.4874054193496704,,,,,,,,,,
329,3,0.73150634765625,,,,,,,,,,
339,3,0.35573631525039673,,,,,,,,,,
349,3,1.2620409727096558,,,,,,,,,,
359,3,0.6607828736305237,,,,,,,,,,
369,3,1.279738426208496,,,,,,,,,,
379,3,1.4383845329284668,,,,,,,,,,
389,3,0.5696031451225281,,,,,,,,,,
399,3,1.2827383279800415,,,,,,,,,,
407,3,,0.31168830394744873,0.5136443376541138,0.8056653738021851,0.5682246685028076,0.8591060042381287,,,,,
409,4,1.6267399787902832,,,,,,,,,,
419,4,0.971500813961029,,,,,,,,,,
429,4,1.3998785018920898,,,,,,,,,,
439,4,1.000443458557129,,,,,,,,,,
449,4,0.5990588068962097,,,,,,,,,,
459,4,0.7188583016395569,,,,,,,,,,
469,4,1.302311897277832,,,,,,,,,,
479,4,0.7608744502067566,,,,,,,,,,
489,4,1.3970553874969482,,,,,,,,,,
499,4,1.3268762826919556,,,,,,,,,,
509,4,1.0962454080581665,,,,,,,,,,
509,4,,0.31385281682014465,0.5189677476882935,0.7920024394989014,0.5717605352401733,0.8614064455032349,,,,,
510,5,,,,,,,0.31385281682014465,0.7920024394989014,0.5189677476882935,0.5717605352401733,0.8614064455032349
