epoch,train_loss,step,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,test_loss
0,0.6087917685508728,9,,,,,,
0,0.44441163539886475,19,,,,,,
0,0.3331916928291321,29,,,,,,
0,0.34940674901008606,39,,,,,,
0,0.4462141692638397,49,,,,,,
0,0.4383663535118103,59,,,,,,
0,0.25759974122047424,69,,,,,,
0,0.2752147614955902,79,,,,,,
0,0.2524442970752716,89,,,,,,
0,0.214542418718338,99,,,,,,
0,0.27307263016700745,109,,,,,,
0,0.18865910172462463,119,,,,,,
0,0.29158198833465576,129,,,,,,
0,0.19907866418361664,139,,,,,,
0,0.13967308402061462,149,,,,,,
0,0.213470458984375,159,,,,,,
0,0.24225667119026184,169,,,,,,
0,0.20345348119735718,179,,,,,,
0,0.2584734857082367,189,,,,,,
0,0.29727089405059814,199,,,,,,
0,0.10922683775424957,209,,,,,,
0,0.14018367230892181,219,,,,,,
0,0.2103436440229416,229,,,,,,
0,0.18219099938869476,239,,,,,,
0,0.15073829889297485,249,,,,,,
0,0.08616866171360016,259,,,,,,
0,0.14600323140621185,269,,,,,,
0,0.13966937363147736,279,,,,,,
0,0.13860557973384857,289,,,,,,
0,0.19212380051612854,299,,,,,,
0,0.09833426028490067,309,,,,,,
0,0.24234357476234436,319,,,,,,
0,0.16278959810733795,329,,,,,,
0,0.1409698724746704,339,,,,,,
0,0.1301267296075821,349,,,,,,
0,0.13371965289115906,359,,,,,,
0,0.17591224610805511,369,,,,,,
0,0.12107685208320618,379,,,,,,
0,0.10650426894426346,389,,,,,,
0,0.0638614296913147,399,,,,,,
0,0.12270887196063995,409,,,,,,
0,0.10650163888931274,419,,,,,,
0,0.23631635308265686,429,,,,,,
0,0.07481461763381958,439,,,,,,
0,0.0932653620839119,449,,,,,,
0,0.15669675171375275,459,,,,,,
0,0.062228478491306305,469,,,,,,
0,0.08629953861236572,479,,,,,,
0,0.09980730712413788,489,,,,,,
0,0.09396599978208542,499,,,,,,
0,0.07084725052118301,509,,,,,,
0,0.0978853777050972,519,,,,,,
0,0.05691463500261307,529,,,,,,
0,0.11995796859264374,539,,,,,,
0,0.0878281444311142,549,,,,,,
0,0.18165409564971924,559,,,,,,
0,0.06054893508553505,569,,,,,,
0,0.09784045815467834,579,,,,,,
0,0.10867448896169662,589,,,,,,
0,0.20264683663845062,599,,,,,,
0,0.05427965894341469,609,,,,,,
0,0.13984204828739166,619,,,,,,
0,,627,0.8405026197433472,0.39444443583488464,0.14624996483325958,0.46043989062309265,0.470533162355423,
1,0.024774882942438126,629,,,,,,
1,0.0452287457883358,639,,,,,,
1,0.05257656052708626,649,,,,,,
1,0.07872016727924347,659,,,,,,
1,0.1273573637008667,669,,,,,,
1,0.1473747342824936,679,,,,,,
1,0.0781979039311409,689,,,,,,
1,0.10038567334413528,699,,,,,,
1,0.06971004605293274,709,,,,,,
1,0.05050729960203171,719,,,,,,
1,0.0446619987487793,729,,,,,,
1,0.03581913560628891,739,,,,,,
1,0.08514519780874252,749,,,,,,
1,0.15924470126628876,759,,,,,,
1,0.059839945286512375,769,,,,,,
1,0.046297866851091385,779,,,,,,
1,0.0915449783205986,789,,,,,,
1,0.04397336021065712,799,,,,,,
1,0.03692144155502319,809,,,,,,
1,0.09181611239910126,819,,,,,,
1,0.020818285644054413,829,,,,,,
1,0.06457428634166718,839,,,,,,
1,0.03537300229072571,849,,,,,,
1,0.07098351418972015,859,,,,,,
1,0.04460493475198746,869,,,,,,
1,0.08033934235572815,879,,,,,,
1,0.10961294919252396,889,,,,,,
1,0.12513367831707,899,,,,,,
1,0.04705769568681717,909,,,,,,
1,0.07093165069818497,919,,,,,,
1,0.04618319869041443,929,,,,,,
1,0.035653453320264816,939,,,,,,
1,0.0336429625749588,949,,,,,,
1,0.03628384694457054,959,,,,,,
1,0.017812766134738922,969,,,,,,
1,0.07303237915039062,979,,,,,,
1,0.051231686025857925,989,,,,,,
1,0.07925309985876083,999,,,,,,
1,0.020313452929258347,1009,,,,,,
1,0.026920132339000702,1019,,,,,,
1,0.09105309098958969,1029,,,,,,
1,0.04700079932808876,1039,,,,,,
1,0.06233566999435425,1049,,,,,,
1,0.023522034287452698,1059,,,,,,
1,0.012729896232485771,1069,,,,,,
1,0.02491762675344944,1079,,,,,,
1,0.04130953922867775,1089,,,,,,
1,0.022263232618570328,1099,,,,,,
1,0.037640150636434555,1109,,,,,,
1,0.01598220318555832,1119,,,,,,
1,0.048667941242456436,1129,,,,,,
1,0.05320971459150314,1139,,,,,,
1,0.044044483453035355,1149,,,,,,
1,0.04570198059082031,1159,,,,,,
1,0.06926999241113663,1169,,,,,,
1,0.02846183069050312,1179,,,,,,
1,0.08226538449525833,1189,,,,,,
1,0.028582358732819557,1199,,,,,,
1,0.07539980113506317,1209,,,,,,
1,0.01672757975757122,1219,,,,,,
1,0.14384205639362335,1229,,,,,,
1,0.0753176137804985,1239,,,,,,
1,0.02285844273865223,1249,,,,,,
1,,1255,0.8691694736480713,0.5222222208976746,0.15804941952228546,0.5631853938102722,0.5668051838874817,
2,0.05048219487071037,1259,,,,,,
2,0.02298452891409397,1269,,,,,,
2,0.0603691041469574,1279,,,,,,
2,0.01427462324500084,1289,,,,,,
2,0.01336627546697855,1299,,,,,,
2,0.036496952176094055,1309,,,,,,
2,0.015717394649982452,1319,,,,,,
2,0.03075658157467842,1329,,,,,,
2,0.013002073392271996,1339,,,,,,
