train_loss,epoch,step,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,test_loss
4.645123481750488,0,9,,,,,,
3.7487332820892334,0,19,,,,,,
2.7863144874572754,0,29,,,,,,
2.0865795612335205,0,39,,,,,,
1.7277966737747192,0,49,,,,,,
1.2913886308670044,0,59,,,,,,
0.8339645266532898,0,69,,,,,,
0.5886149406433105,0,79,,,,,,
0.4390304982662201,0,89,,,,,,
0.29413458704948425,0,99,,,,,,
0.2044546902179718,0,109,,,,,,
0.2546652555465698,0,119,,,,,,
0.20165520906448364,0,129,,,,,,
0.22105880081653595,0,139,,,,,,
0.2014666497707367,0,149,,,,,,
0.13722743093967438,0,159,,,,,,
0.15062378346920013,0,169,,,,,,
0.15302184224128723,0,179,,,,,,
0.13161228597164154,0,189,,,,,,
0.08677340298891068,0,199,,,,,,
0.12217491865158081,0,209,,,,,,
0.13534988462924957,0,219,,,,,,
0.13363859057426453,0,229,,,,,,
0.16675561666488647,0,239,,,,,,
0.15466155111789703,0,249,,,,,,
0.08230219781398773,0,259,,,,,,
0.12100362032651901,0,269,,,,,,
0.04146049916744232,0,279,,,,,,
0.13237729668617249,0,289,,,,,,
0.08232668042182922,0,299,,,,,,
0.04007976874709129,0,309,,,,,,
0.07291467487812042,0,319,,,,,,
0.05536223575472832,0,329,,,,,,
0.13949555158615112,0,339,,,,,,
0.12803882360458374,0,349,,,,,,
0.09157034754753113,0,359,,,,,,
0.014982219785451889,0,369,,,,,,
0.04368194565176964,0,379,,,,,,
,0,388,0.20052826404571533,0.8223287463188171,0.45956823229789734,0.4945634603500366,0.3270440399646759,
0.03946901857852936,1,389,,,,,,
0.03234220668673515,1,399,,,,,,
0.10312400013208389,1,409,,,,,,
0.03925958648324013,1,419,,,,,,
0.0772981196641922,1,429,,,,,,
0.052106551826000214,1,439,,,,,,
0.03294380009174347,1,449,,,,,,
0.04704355448484421,1,459,,,,,,
0.03127516433596611,1,469,,,,,,
0.029140111058950424,1,479,,,,,,
0.04524636268615723,1,489,,,,,,
0.05628112703561783,1,499,,,,,,
0.01902473345398903,1,509,,,,,,
0.011121702380478382,1,519,,,,,,
0.04296131432056427,1,529,,,,,,
0.039189621806144714,1,539,,,,,,
0.0368446484208107,1,549,,,,,,
0.01735427789390087,1,559,,,,,,
0.02487189695239067,1,569,,,,,,
0.04455594718456268,1,579,,,,,,
0.02153170295059681,1,589,,,,,,
0.07501557469367981,1,599,,,,,,
0.1158556193113327,1,609,,,,,,
0.059122234582901,1,619,,,,,,
0.03852806240320206,1,629,,,,,,
0.01656355895102024,1,639,,,,,,
0.03709444776177406,1,649,,,,,,
0.014179952442646027,1,659,,,,,,
0.021596040576696396,1,669,,,,,,
0.019239533692598343,1,679,,,,,,
0.0709313377737999,1,689,,,,,,
0.022809667512774467,1,699,,,,,,
0.021835751831531525,1,709,,,,,,
0.007207438349723816,1,719,,,,,,
0.043450433760881424,1,729,,,,,,
0.06286806613206863,1,739,,,,,,
0.046850696206092834,1,749,,,,,,
0.008364995010197163,1,759,,,,,,
0.06037154421210289,1,769,,,,,,
,1,777,0.0920444056391716,0.8274144530296326,0.4820660650730133,0.508682131767273,0.35849055647850037,
0.03811994567513466,2,779,,,,,,
0.0074816555716097355,2,789,,,,,,
0.008218140341341496,2,799,,,,,,
0.009830466471612453,2,809,,,,,,
0.01418784074485302,2,819,,,,,,
0.002464084653183818,2,829,,,,,,
0.006581846158951521,2,839,,,,,,
0.0074560134671628475,2,849,,,,,,
0.012986989691853523,2,859,,,,,,
0.003975188825279474,2,869,,,,,,
0.002530269091948867,2,879,,,,,,
0.0035608175676316023,2,889,,,,,,
0.009679224342107773,2,899,,,,,,
0.01920042186975479,2,909,,,,,,
0.005585816688835621,2,919,,,,,,
0.013252459466457367,2,929,,,,,,
0.01793927140533924,2,939,,,,,,
0.00473342090845108,2,949,,,,,,
0.015370381064713001,2,959,,,,,,
0.008908846415579319,2,969,,,,,,
0.002586458344012499,2,979,,,,,,
0.00827819760888815,2,989,,,,,,
0.0029686642810702324,2,999,,,,,,
0.0037319199182093143,2,1009,,,,,,
0.02423650026321411,2,1019,,,,,,
0.03643318638205528,2,1029,,,,,,
0.005014123860746622,2,1039,,,,,,
0.009109403938055038,2,1049,,,,,,
0.09378226846456528,2,1059,,,,,,
0.002531022299081087,2,1069,,,,,,
0.01100046094506979,2,1079,,,,,,
0.002849036827683449,2,1089,,,,,,
0.013671589083969593,2,1099,,,,,,
0.008930905722081661,2,1109,,,,,,
0.00466694962233305,2,1119,,,,,,
0.0035069670993834734,2,1129,,,,,,
0.005389242898672819,2,1139,,,,,,
0.005708929616957903,2,1149,,,,,,
0.0015429911436513066,2,1159,,,,,,
,2,1166,0.11909504234790802,0.815409243106842,0.4496013820171356,0.47475647926330566,0.3333333432674408,
0.004830849356949329,3,1169,,,,,,
0.0011621146695688367,3,1179,,,,,,
0.037294868379831314,3,1189,,,,,,
0.0019117464544251561,3,1199,,,,,,
0.0037189724389463663,3,1209,,,,,,
0.001271990011446178,3,1219,,,,,,
0.019243603572249413,3,1229,,,,,,
0.001517383730970323,3,1239,,,,,,
0.008055146783590317,3,1249,,,,,,
0.002422339515760541,3,1259,,,,,,
0.0013261885615065694,3,1269,,,,,,
0.006330213509500027,3,1279,,,,,,
0.004649627022445202,3,1289,,,,,,
0.0004510869912337512,3,1299,,,,,,
0.0011406047269701958,3,1309,,,,,,
0.0009344970458187163,3,1319,,,,,,
0.0011115028755739331,3,1329,,,,,,
0.004109854344278574,3,1339,,,,,,
0.0004210432234685868,3,1349,,,,,,
0.0008649614755995572,3,1359,,,,,,
0.0021657971665263176,3,1369,,,,,,
0.0012496925191953778,3,1379,,,,,,
0.011976176872849464,3,1389,,,,,,
0.0006289368029683828,3,1399,,,,,,
0.0013813321711495519,3,1409,,,,,,
0.0031461177859455347,3,1419,,,,,,
0.0026876255869865417,3,1429,,,,,,
0.005927592515945435,3,1439,,,,,,
0.0005651786341331899,3,1449,,,,,,
0.004193013068288565,3,1459,,,,,,
0.001972898608073592,3,1469,,,,,,
0.0009805583395063877,3,1479,,,,,,
