train_loss,step,epoch,val_qa_sas,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,test_loss
0.9664139151573181,9,0,,,,,,
0.33035629987716675,19,0,,,,,,
0.3483896851539612,29,0,,,,,,
0.5692801475524902,39,0,,,,,,
0.38712164759635925,49,0,,,,,,
0.3867390751838684,59,0,,,,,,
0.3582313060760498,69,0,,,,,,
0.25053325295448303,79,0,,,,,,
0.3202159106731415,89,0,,,,,,
0.3333664834499359,99,0,,,,,,
0.3083468973636627,109,0,,,,,,
0.17476311326026917,119,0,,,,,,
,120,0,0.3306259512901306,0.34468597173690796,0.23166023194789886,0.8211125135421753,0.07945337891578674,
0.2628927528858185,129,1,,,,,,
0.23990559577941895,139,1,,,,,,
0.1792464405298233,149,1,,,,,,
0.19172513484954834,159,1,,,,,,
0.20567601919174194,169,1,,,,,,
0.2331245392560959,179,1,,,,,,
0.22217737138271332,189,1,,,,,,
0.3000867962837219,199,1,,,,,,
0.20949457585811615,209,1,,,,,,
0.2364395707845688,219,1,,,,,,
0.25458499789237976,229,1,,,,,,
0.19101747870445251,239,1,,,,,,
,241,1,0.3385615050792694,0.35817059874534607,0.2857142984867096,0.8272819519042969,0.07035692036151886,
0.13632060587406158,249,2,,,,,,
0.19190582633018494,259,2,,,,,,
0.11392389237880707,269,2,,,,,,
0.06070566549897194,279,2,,,,,,
0.09809011220932007,289,2,,,,,,
0.15944667160511017,299,2,,,,,,
0.11468567699193954,309,2,,,,,,
0.1316365897655487,319,2,,,,,,
0.184809610247612,329,2,,,,,,
0.10422968119382858,339,2,,,,,,
0.0945000946521759,349,2,,,,,,
0.1143530011177063,359,2,,,,,,
,362,2,0.3629624545574188,0.3866887092590332,0.3204633295536041,0.8335439562797546,0.0674467533826828,
0.08380234986543655,369,3,,,,,,
0.12564246356487274,379,3,,,,,,
0.10646922886371613,389,3,,,,,,
0.22604121267795563,399,3,,,,,,
0.12810614705085754,409,3,,,,,,
0.06828002631664276,419,3,,,,,,
0.22365686297416687,429,3,,,,,,
0.07928700745105743,439,3,,,,,,
0.059241123497486115,449,3,,,,,,
0.06151857227087021,459,3,,,,,,
0.1283535212278366,469,3,,,,,,
0.09635975956916809,479,3,,,,,,
,483,3,0.3958885669708252,0.415208637714386,0.3513513505458832,0.8402587175369263,0.06973277777433395,
0.14886532723903656,489,4,,,,,,
0.107365183532238,499,4,,,,,,
0.09718141704797745,509,4,,,,,,
0.05273973196744919,519,4,,,,,,
0.06690271198749542,529,4,,,,,,
0.027312329038977623,539,4,,,,,,
0.09138501435518265,549,4,,,,,,
0.033184681087732315,559,4,,,,,,
0.0793432742357254,569,4,,,,,,
0.07465937733650208,579,4,,,,,,
0.024792872369289398,589,4,,,,,,
0.028807133436203003,599,4,,,,,,
,604,4,0.406723290681839,0.4250013828277588,0.3629343509674072,0.8429840803146362,0.0764671191573143,
,605,5,,,,,,0.0764671191573143
