train_loss,epoch,step,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,val_qa_answer_f1,test_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas
1.3170562982559204,0,9,,,,,,,,,,
1.2503595352172852,0,19,,,,,,,,,,
0.9012683033943176,0,29,,,,,,,,,,
1.6489583253860474,0,39,,,,,,,,,,
0.634117603302002,0,49,,,,,,,,,,
0.6658046245574951,0,59,,,,,,,,,,
1.0447523593902588,0,69,,,,,,,,,,
0.64505535364151,0,79,,,,,,,,,,
1.1126642227172852,0,89,,,,,,,,,,
0.8764854669570923,0,99,,,,,,,,,,
0.8743499517440796,0,109,,,,,,,,,,
0.6811636090278625,0,119,,,,,,,,,,
0.8300034403800964,0,129,,,,,,,,,,
0.5073598027229309,0,139,,,,,,,,,,
0.4661388695240021,0,149,,,,,,,,,,
1.39873468875885,0,159,,,,,,,,,,
0.5105777382850647,0,169,,,,,,,,,,
,0,172,0.8108142614364624,0.26428571343421936,0.3632340729236603,0.5656381845474243,0.33707496523857117,,,,,
0.32198867201805115,1,179,,,,,,,,,,
0.8049644827842712,1,189,,,,,,,,,,
1.0857183933258057,1,199,,,,,,,,,,
0.496221661567688,1,209,,,,,,,,,,
0.8865746259689331,1,219,,,,,,,,,,
0.4416608512401581,1,229,,,,,,,,,,
0.45981279015541077,1,239,,,,,,,,,,
0.45292577147483826,1,249,,,,,,,,,,
0.49328577518463135,1,259,,,,,,,,,,
0.6752510666847229,1,269,,,,,,,,,,
0.728445291519165,1,279,,,,,,,,,,
0.5026723742485046,1,289,,,,,,,,,,
0.4658281207084656,1,299,,,,,,,,,,
nan,1,309,,,,,,,,,,
0.40209290385246277,1,319,,,,,,,,,,
0.6811010837554932,1,329,,,,,,,,,,
0.6193167567253113,1,339,,,,,,,,,,
,1,345,0.8334105014801025,0.3499999940395355,0.43756380677223206,0.5040675401687622,0.42391493916511536,,,,,
1.131948709487915,2,349,,,,,,,,,,
nan,2,359,,,,,,,,,,
0.41770175099372864,2,369,,,,,,,,,,
0.7630190253257751,2,379,,,,,,,,,,
0.34145063161849976,2,389,,,,,,,,,,
0.2576739192008972,2,399,,,,,,,,,,
0.7730510830879211,2,409,,,,,,,,,,
0.7224791646003723,2,419,,,,,,,,,,
0.5098642110824585,2,429,,,,,,,,,,
0.31565061211586,2,439,,,,,,,,,,
0.562121570110321,2,449,,,,,,,,,,
0.7980469465255737,2,459,,,,,,,,,,
0.36563563346862793,2,469,,,,,,,,,,
0.46447065472602844,2,479,,,,,,,,,,
0.45233628153800964,2,489,,,,,,,,,,
0.3646566569805145,2,499,,,,,,,,,,
0.5168925523757935,2,509,,,,,,,,,,
,2,518,0.8308746218681335,0.35857143998146057,0.43881502747535706,0.4705219268798828,0.42911002039909363,,,,,
0.6327791810035706,3,519,,,,,,,,,,
0.515236496925354,3,529,,,,,,,,,,
0.7425397038459778,3,539,,,,,,,,,,
0.6850355863571167,3,549,,,,,,,,,,
0.6036086678504944,3,559,,,,,,,,,,
nan,3,569,,,,,,,,,,
0.32222428917884827,3,579,,,,,,,,,,
0.1890399008989334,3,589,,,,,,,,,,
0.6922059655189514,3,599,,,,,,,,,,
0.7454812526702881,3,609,,,,,,,,,,
0.6978254914283752,3,619,,,,,,,,,,
1.159869909286499,3,629,,,,,,,,,,
0.228436678647995,3,639,,,,,,,,,,
0.37140414118766785,3,649,,,,,,,,,,
0.45593902468681335,3,659,,,,,,,,,,
nan,3,669,,,,,,,,,,
0.6595220565795898,3,679,,,,,,,,,,
0.9596472382545471,3,689,,,,,,,,,,
,3,691,0.8308979272842407,0.35857143998146057,0.4388427734375,0.47070106863975525,0.4288190007209778,,,,,
0.27199092507362366,4,699,,,,,,,,,,
0.40382543206214905,4,709,,,,,,,,,,
0.3450610041618347,4,719,,,,,,,,,,
0.9592686891555786,4,729,,,,,,,,,,
0.977107584476471,4,739,,,,,,,,,,
0.29171785712242126,4,749,,,,,,,,,,
0.3707748055458069,4,759,,,,,,,,,,
0.6022725701332092,4,769,,,,,,,,,,
0.48517870903015137,4,779,,,,,,,,,,
0.6969150304794312,4,789,,,,,,,,,,
0.7279446125030518,4,799,,,,,,,,,,
0.18869280815124512,4,809,,,,,,,,,,
0.46700552105903625,4,819,,,,,,,,,,
0.3010717034339905,4,829,,,,,,,,,,
0.3317735195159912,4,839,,,,,,,,,,
0.4851754307746887,4,849,,,,,,,,,,
0.47248733043670654,4,859,,,,,,,,,,
,4,864,0.8308979272842407,0.35857143998146057,0.4388427734375,0.47071120142936707,0.4288190007209778,,,,,
,5,865,,,,,,0.47071120142936707,0.4288190007209778,0.8308979272842407,0.35857143998146057,0.4388427734375
