step,train_loss,epoch,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,test_loss
9,0.6566532850265503,0,,,,,,
19,0.2494925856590271,0,,,,,,
29,0.34896427392959595,0,,,,,,
39,0.22238080203533173,0,,,,,,
49,0.25909024477005005,0,,,,,,
59,0.4432821571826935,0,,,,,,
69,0.2742864191532135,0,,,,,,
79,0.22726145386695862,0,,,,,,
89,0.2332639992237091,0,,,,,,
99,0.2728472352027893,0,,,,,,
109,0.18681666254997253,0,,,,,,
119,0.2501629590988159,0,,,,,,
129,0.23996828496456146,0,,,,,,
139,0.31305786967277527,0,,,,,,
149,0.22046738862991333,0,,,,,,
159,0.18088878691196442,0,,,,,,
169,0.10811544954776764,0,,,,,,
179,0.17192254960536957,0,,,,,,
189,0.20430497825145721,0,,,,,,
199,0.10780498385429382,0,,,,,,
209,0.3040913939476013,0,,,,,,
219,0.21163934469223022,0,,,,,,
229,0.12303302437067032,0,,,,,,
239,0.21546390652656555,0,,,,,,
249,0.257181316614151,0,,,,,,
259,0.21973344683647156,0,,,,,,
269,0.20650319755077362,0,,,,,,
279,0.0927567258477211,0,,,,,,
289,0.24736112356185913,0,,,,,,
299,0.2768344283103943,0,,,,,,
309,0.1805768609046936,0,,,,,,
319,0.18088360130786896,0,,,,,,
329,0.08711717277765274,0,,,,,,
339,0.2021307796239853,0,,,,,,
349,0.13686668872833252,0,,,,,,
359,0.13459062576293945,0,,,,,,
369,0.14379410445690155,0,,,,,,
379,0.1794579178094864,0,,,,,,
389,0.17833641171455383,0,,,,,,
399,0.13725782930850983,0,,,,,,
409,0.26045191287994385,0,,,,,,
419,0.21714413166046143,0,,,,,,
429,0.08602689951658249,0,,,,,,
439,0.22509460151195526,0,,,,,,
449,0.16211828589439392,0,,,,,,
459,0.284318745136261,0,,,,,,
469,0.17960770428180695,0,,,,,,
479,0.09473568201065063,0,,,,,,
489,0.13474708795547485,0,,,,,,
499,0.16779682040214539,0,,,,,,
509,0.1798388957977295,0,,,,,,
519,0.1904933601617813,0,,,,,,
529,0.09257572144269943,0,,,,,,
539,0.1900835931301117,0,,,,,,
549,0.1958228349685669,0,,,,,,
559,0.1396854668855667,0,,,,,,
569,0.16286219656467438,0,,,,,,
579,0.08633921295404434,0,,,,,,
589,0.18896345794200897,0,,,,,,
599,0.1019316241145134,0,,,,,,
609,0.14643166959285736,0,,,,,,
619,0.09825877845287323,0,,,,,,
629,0.15783768892288208,0,,,,,,
639,0.11605830490589142,0,,,,,,
649,0.09346892684698105,0,,,,,,
659,0.11917305737733841,0,,,,,,
669,0.20177091658115387,0,,,,,,
679,0.20262350142002106,0,,,,,,
689,0.16112957894802094,0,,,,,,
699,0.1156950294971466,0,,,,,,
709,0.10599469393491745,0,,,,,,
719,0.08763694018125534,0,,,,,,
729,0.1036866158246994,0,,,,,,
739,0.13364869356155396,0,,,,,,
749,0.27392375469207764,0,,,,,,
759,0.09165110439062119,0,,,,,,
769,0.14534732699394226,0,,,,,,
779,0.1266009360551834,0,,,,,,
789,0.16966867446899414,0,,,,,,
799,0.06706467270851135,0,,,,,,
809,0.22271500527858734,0,,,,,,
819,0.07629907876253128,0,,,,,,
829,0.08879926800727844,0,,,,,,
839,0.14652791619300842,0,,,,,,
849,0.18675684928894043,0,,,,,,
859,0.19127652049064636,0,,,,,,
869,0.1919739842414856,0,,,,,,
879,0.12520910799503326,0,,,,,,
889,0.08827583491802216,0,,,,,,
899,0.08786694705486298,0,,,,,,
909,0.06882481276988983,0,,,,,,
919,0.09889164566993713,0,,,,,,
929,0.059535812586545944,0,,,,,,
939,0.19180849194526672,0,,,,,,
949,0.13340164721012115,0,,,,,,
959,0.09174986928701401,0,,,,,,
969,0.11063124984502792,0,,,,,,
979,0.0895756259560585,0,,,,,,
989,0.13940271735191345,0,,,,,,
