epoch,step,train_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,val_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_loss,test_avg_qa_sas,test_avg_qa_em
0,9,0.47088661789894104,,,,,,,,,,
0,19,0.24716489017009735,,,,,,,,,,
0,29,0.24060538411140442,,,,,,,,,,
0,39,0.14797139167785645,,,,,,,,,,
0,49,0.15789489448070526,,,,,,,,,,
0,59,0.11431584507226944,,,,,,,,,,
0,69,0.09610556066036224,,,,,,,,,,
0,79,0.09276965260505676,,,,,,,,,,
0,89,0.37939363718032837,,,,,,,,,,
0,99,0.12392523139715195,,,,,,,,,,
0,109,0.11070722341537476,,,,,,,,,,
0,119,0.19471275806427002,,,,,,,,,,
0,124,,0.9123849868774414,0.6111278533935547,0.6490792632102966,0.5700245499610901,0.08524071425199509,,,,,
1,129,0.10396859794855118,,,,,,,,,,
1,139,0.38711366057395935,,,,,,,,,,
1,149,0.11702323704957962,,,,,,,,,,
1,159,0.05231909081339836,,,,,,,,,,
1,169,0.09018579125404358,,,,,,,,,,
1,179,0.07890439033508301,,,,,,,,,,
1,189,0.10365629941225052,,,,,,,,,,
1,199,0.08347472548484802,,,,,,,,,,
1,209,0.32379236817359924,,,,,,,,,,
1,219,0.030468009412288666,,,,,,,,,,
1,229,0.3109656870365143,,,,,,,,,,
1,239,0.03925154358148575,,,,,,,,,,
1,249,0.30451926589012146,,,,,,,,,,
1,249,,0.9253790378570557,0.6691892743110657,0.6986472606658936,0.6314496397972107,0.06527634710073471,,,,,
2,259,0.29061800241470337,,,,,,,,,,
2,269,0.12176821380853653,,,,,,,,,,
2,279,0.18357469141483307,,,,,,,,,,
2,289,0.046485815197229385,,,,,,,,,,
2,299,0.03574049100279808,,,,,,,,,,
2,309,0.042556457221508026,,,,,,,,,,
2,319,0.05298476666212082,,,,,,,,,,
2,329,0.05134822800755501,,,,,,,,,,
2,339,0.09751369804143906,,,,,,,,,,
2,349,0.06263817101716995,,,,,,,,,,
2,359,0.2927817404270172,,,,,,,,,,
2,369,0.15613247454166412,,,,,,,,,,
2,374,,0.9253861308097839,0.6685689687728882,0.6988707780838013,0.6314496397972107,0.06057019904255867,,,,,
3,379,0.04381429776549339,,,,,,,,,,
3,389,0.046293955296278,,,,,,,,,,
3,399,0.0572245791554451,,,,,,,,,,
3,409,0.07920612394809723,,,,,,,,,,
3,419,0.051476240158081055,,,,,,,,,,
3,429,0.2822892963886261,,,,,,,,,,
3,439,0.02927776798605919,,,,,,,,,,
3,449,0.06957272440195084,,,,,,,,,,
3,459,0.07216635346412659,,,,,,,,,,
3,469,0.04129500687122345,,,,,,,,,,
3,479,0.2880170941352844,,,,,,,,,,
3,489,0.04238579049706459,,,,,,,,,,
3,499,0.1334286332130432,,,,,,,,,,
3,499,,0.9275144338607788,0.6763550043106079,0.7049988508224487,0.6388206481933594,0.053327903151512146,,,,,
4,509,0.2934933006763458,,,,,,,,,,
4,519,0.027140378952026367,,,,,,,,,,
4,529,0.023618556559085846,,,,,,,,,,
4,539,0.05372906103730202,,,,,,,,,,
4,549,0.05996621400117874,,,,,,,,,,
4,559,0.20813529193401337,,,,,,,,,,
4,569,0.08808957040309906,,,,,,,,,,
4,579,0.041191037744283676,,,,,,,,,,
4,589,0.041461918503046036,,,,,,,,,,
4,599,0.058297403156757355,,,,,,,,,,
4,609,0.05468998849391937,,,,,,,,,,
4,619,0.0419105626642704,,,,,,,,,,
4,624,,0.9283140897750854,0.6801819205284119,0.7075124382972717,0.6437346339225769,0.05340161547064781,,,,,
5,625,,,,,,,0.6801819205284119,0.9283140897750854,0.05340161547064781,0.7075124382972717,0.6437346339225769
