train_loss,epoch,step,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_qa_em,val_loss,test_avg_qa_answer_f1,test_loss,test_avg_qa_sas,test_avg_qa_bert_score,test_avg_qa_em
2.0751328468322754,0,9,,,,,,,,,,
3.0789716243743896,0,19,,,,,,,,,,
1.4567687511444092,0,29,,,,,,,,,,
1.6255576610565186,0,39,,,,,,,,,,
2.7490031719207764,0,49,,,,,,,,,,
1.6963293552398682,0,59,,,,,,,,,,
1.5876307487487793,0,69,,,,,,,,,,
1.0734550952911377,0,79,,,,,,,,,,
1.2545818090438843,0,89,,,,,,,,,,
1.811457872390747,0,99,,,,,,,,,,
,0,101,0.41407090425491333,0.7959452271461487,0.3380892276763916,0.18398268520832062,1.105322241783142,,,,,
1.4359030723571777,1,109,,,,,,,,,,
1.2182981967926025,1,119,,,,,,,,,,
1.1503320932388306,1,129,,,,,,,,,,
1.4409774541854858,1,139,,,,,,,,,,
1.93284010887146,1,149,,,,,,,,,,
2.2392377853393555,1,159,,,,,,,,,,
1.32924222946167,1,169,,,,,,,,,,
1.9802825450897217,1,179,,,,,,,,,,
0.575618326663971,1,189,,,,,,,,,,
1.8848624229431152,1,199,,,,,,,,,,
,1,203,0.5324033498764038,0.8470675349235535,0.4775694012641907,0.2770562767982483,0.9694828391075134,,,,,
1.402603030204773,2,209,,,,,,,,,,
1.7644175291061401,2,219,,,,,,,,,,
1.030821681022644,2,229,,,,,,,,,,
1.3031582832336426,2,239,,,,,,,,,,
1.7400057315826416,2,249,,,,,,,,,,
1.8040649890899658,2,259,,,,,,,,,,
1.1385924816131592,2,269,,,,,,,,,,
1.4210937023162842,2,279,,,,,,,,,,
1.5455061197280884,2,289,,,,,,,,,,
1.204723834991455,2,299,,,,,,,,,,
,2,305,0.5403421521186829,0.8519803285598755,0.4865199029445648,0.3008657991886139,0.9315813183784485,,,,,
0.9068049192428589,3,309,,,,,,,,,,
1.5217304229736328,3,319,,,,,,,,,,
0.7361592054367065,3,329,,,,,,,,,,
0.3688662052154541,3,339,,,,,,,,,,
1.241113543510437,3,349,,,,,,,,,,
0.6094193458557129,3,359,,,,,,,,,,
1.2751502990722656,3,369,,,,,,,,,,
1.5276453495025635,3,379,,,,,,,,,,
0.6346029043197632,3,389,,,,,,,,,,
1.404149055480957,3,399,,,,,,,,,,
,3,407,0.5555293560028076,0.8576892614364624,0.5040950775146484,0.29870128631591797,0.8601433634757996,,,,,
1.5924569368362427,4,409,,,,,,,,,,
1.0004584789276123,4,419,,,,,,,,,,
1.4400570392608643,4,429,,,,,,,,,,
0.8840869665145874,4,439,,,,,,,,,,
0.7419809103012085,4,449,,,,,,,,,,
1.2731213569641113,4,459,,,,,,,,,,
1.3374584913253784,4,469,,,,,,,,,,
0.98118656873703,4,479,,,,,,,,,,
1.388110637664795,4,489,,,,,,,,,,
1.2665170431137085,4,499,,,,,,,,,,
1.1186041831970215,4,509,,,,,,,,,,
,4,509,0.561885416507721,0.8604543805122375,0.513180136680603,0.32251080870628357,0.8443092107772827,,,,,
,5,510,,,,,,0.513180136680603,0.8443092107772827,0.561885416507721,0.8604543805122375,0.32251080870628357
