step,epoch,train_loss,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,val_qa_em,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas,test_avg_qa_answer_f1,test_loss
9,0,0.9219871163368225,,,,,,,,,,
19,0,1.22637140750885,,,,,,,,,,
29,0,1.4955651760101318,,,,,,,,,,
39,0,1.0313129425048828,,,,,,,,,,
49,0,1.2852976322174072,,,,,,,,,,
51,0,,1.2325401306152344,0.5286167860031128,0.4052490293979645,0.8338605165481567,0.1534883677959442,,,,,
59,1,1.0558459758758545,,,,,,,,,,
69,1,1.091424822807312,,,,,,,,,,
79,1,1.2310703992843628,,,,,,,,,,
89,1,1.3202897310256958,,,,,,,,,,
99,1,2.556722402572632,,,,,,,,,,
103,1,,1.1661478281021118,0.5390276312828064,0.4109537899494171,0.8343148231506348,0.16744185984134674,,,,,
109,2,1.5967915058135986,,,,,,,,,,
119,2,1.4005173444747925,,,,,,,,,,
129,2,1.0151152610778809,,,,,,,,,,
139,2,1.3332279920578003,,,,,,,,,,
149,2,1.2023754119873047,,,,,,,,,,
155,2,,1.1503545045852661,0.5592738389968872,0.4203779995441437,0.8373197317123413,0.19069766998291016,,,,,
159,3,1.252915620803833,,,,,,,,,,
169,3,1.089120626449585,,,,,,,,,,
179,3,0.8234180212020874,,,,,,,,,,
189,3,1.0320088863372803,,,,,,,,,,
199,3,1.0965725183486938,,,,,,,,,,
207,3,,1.119922399520874,0.5861991047859192,0.4525618553161621,0.8476541638374329,0.20000000298023224,,,,,
209,4,1.1328121423721313,,,,,,,,,,
219,4,1.3114415407180786,,,,,,,,,,
229,4,1.0520563125610352,,,,,,,,,,
239,4,0.3713967502117157,,,,,,,,,,
249,4,1.0700170993804932,,,,,,,,,,
259,4,0.2675299346446991,,,,,,,,,,
259,4,,1.1224088668823242,0.5759451985359192,0.45242661237716675,0.8467763662338257,0.20930232107639313,,,,,
260,5,,,,,,,0.8467763662338257,0.20930232107639313,0.5759451985359192,0.45242661237716675,1.1224088668823242
