step,epoch,train_loss,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
9,0,2.352139472961426,,,,,,
19,0,0.7601526975631714,,,,,,
29,0,1.1446423530578613,,,,,,
39,0,0.8793395161628723,,,,,,
49,0,0.7305493950843811,,,,,,
59,0,0.549982488155365,,,,,,
69,0,0.664919376373291,,,,,,
79,0,1.3386306762695312,,,,,,
89,0,0.6151615381240845,,,,,,
99,0,1.8637508153915405,,,,,,
109,0,1.361415982246399,,,,,,
119,0,0.7720538377761841,,,,,,
129,0,1.6388460397720337,,,,,,
139,0,1.1620103120803833,,,,,,
149,0,0.34994012117385864,,,,,,
159,0,0.8754156231880188,,,,,,
169,0,1.1639704704284668,,,,,,
179,0,1.2351405620574951,,,,,,
189,0,1.206302523612976,,,,,,
199,0,1.7362357378005981,,,,,,
201,0,,0.552562415599823,0.8373913764953613,0.2361702173948288,0.48307427763938904,0.36359113454818726,
209,1,0.6116353273391724,,,,,,
219,1,0.3916015923023224,,,,,,
229,1,0.8137336373329163,,,,,,
239,1,0.32063668966293335,,,,,,
249,1,1.1523150205612183,,,,,,
259,1,0.625220537185669,,,,,,
269,1,1.2933349609375,,,,,,
279,1,0.6960227489471436,,,,,,
289,1,0.2789970934391022,,,,,,
299,1,0.785688042640686,,,,,,
309,1,0.5754075050354004,,,,,,
319,1,0.5801417231559753,,,,,,
329,1,0.4912967085838318,,,,,,
339,1,0.29414552450180054,,,,,,
349,1,0.2512780427932739,,,,,,
359,1,0.5790223479270935,,,,,,
369,1,1.79314386844635,,,,,,
379,1,0.3097549378871918,,,,,,
389,1,0.7308955788612366,,,,,,
399,1,0.8360267877578735,,,,,,
403,1,,0.6524759531021118,0.877551794052124,0.3361702263355255,0.5979794859886169,0.3606308698654175,
409,2,0.8930814862251282,,,,,,
419,2,0.6000460982322693,,,,,,
429,2,0.5658724904060364,,,,,,
439,2,0.21561510860919952,,,,,,
449,2,0.9490019083023071,,,,,,
459,2,0.47505703568458557,,,,,,
469,2,2.050027847290039,,,,,,
479,2,2.8450984954833984,,,,,,
489,2,0.7749291062355042,,,,,,
499,2,0.8875394463539124,,,,,,
509,2,1.9522144794464111,,,,,,
519,2,0.43551918864250183,,,,,,
529,2,0.3808479309082031,,,,,,
539,2,0.636764407157898,,,,,,
549,2,0.1948932260274887,,,,,,
559,2,0.48532822728157043,,,,,,
569,2,0.8594265580177307,,,,,,
579,2,0.9326757192611694,,,,,,
589,2,0.8493592143058777,,,,,,
599,2,0.38149943947792053,,,,,,
605,2,,0.680803120136261,0.8909410238265991,0.38085106015205383,0.6361599564552307,0.36563563346862793,
609,3,1.5669958591461182,,,,,,
619,3,0.42221799492836,,,,,,
629,3,2.300154685974121,,,,,,
639,3,1.016640067100525,,,,,,
649,3,0.29581156373023987,,,,,,
659,3,0.2280077338218689,,,,,,
669,3,0.7440891265869141,,,,,,
679,3,0.9897560477256775,,,,,,
689,3,0.4670412838459015,,,,,,
699,3,0.384463906288147,,,,,,
709,3,0.58005690574646,,,,,,
719,3,1.832288384437561,,,,,,
729,3,0.11139518767595291,,,,,,
739,3,0.24182598292827606,,,,,,
749,3,0.7454835772514343,,,,,,
759,3,0.35913386940956116,,,,,,
769,3,0.6215814352035522,,,,,,
779,3,0.26894593238830566,,,,,,
789,3,0.6032518744468689,,,,,,
799,3,0.19801373779773712,,,,,,
807,3,,0.6891197562217712,0.8933830261230469,0.38723403215408325,0.6403313875198364,0.38678494095802307,
809,4,0.7174451351165771,,,,,,
819,4,0.4746086597442627,,,,,,
829,4,0.42256960272789,,,,,,
839,4,0.7886838912963867,,,,,,
849,4,0.0576636977493763,,,,,,
859,4,0.08096674829721451,,,,,,
869,4,0.4560447037220001,,,,,,
879,4,0.3671516180038452,,,,,,
889,4,0.6780651807785034,,,,,,
899,4,0.256425142288208,,,,,,
909,4,0.3650268018245697,,,,,,
919,4,0.4728764295578003,,,,,,
929,4,0.7752853035926819,,,,,,
939,4,0.30673837661743164,,,,,,
949,4,0.24162453413009644,,,,,,
959,4,0.6024487614631653,,,,,,
969,4,0.2732081711292267,,,,,,
979,4,0.054899271577596664,,,,,,
989,4,0.2928429841995239,,,,,,
999,4,0.07576458901166916,,,,,,
1009,4,0.027566570788621902,,,,,,
1009,4,,0.6841773390769958,0.8898966312408447,0.38723403215408325,0.6304301619529724,0.41842782497406006,
1010,5,,,,,,,0.41842782497406006
