train_loss,step,epoch,val_qa_bert_score,val_qa_sas,val_qa_em,val_loss,val_qa_answer_f1,test_avg_qa_sas,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_em
1.4510524272918701,9,0,,,,,,,,,,
1.0796462297439575,19,0,,,,,,,,,,
3.626885414123535,29,0,,,,,,,,,,
1.2866265773773193,39,0,,,,,,,,,,
0.8834986686706543,49,0,,,,,,,,,,
1.9548324346542358,59,0,,,,,,,,,,
1.339308500289917,69,0,,,,,,,,,,
0.8984531164169312,79,0,,,,,,,,,,
0.42078471183776855,89,0,,,,,,,,,,
1.4305139780044556,99,0,,,,,,,,,,
,102,0,0.8343775868415833,0.5440673828125,0.20861677825450897,1.2341563701629639,0.43828243017196655,,,,,
1.04440176486969,109,1,,,,,,,,,,
0.866715669631958,119,1,,,,,,,,,,
0.6672341823577881,129,1,,,,,,,,,,
1.3166106939315796,139,1,,,,,,,,,,
1.1935153007507324,149,1,,,,,,,,,,
1.6536028385162354,159,1,,,,,,,,,,
2.4434444904327393,169,1,,,,,,,,,,
0.43924495577812195,179,1,,,,,,,,,,
1.4892499446868896,189,1,,,,,,,,,,
0.6496096849441528,199,1,,,,,,,,,,
,205,1,0.8432750701904297,0.556884765625,0.2539682686328888,1.163687825202942,0.461590439081192,,,,,
1.2175544500350952,209,2,,,,,,,,,,
1.113147497177124,219,2,,,,,,,,,,
1.5165016651153564,229,2,,,,,,,,,,
1.0201681852340698,239,2,,,,,,,,,,
1.1952919960021973,249,2,,,,,,,,,,
0.26557523012161255,259,2,,,,,,,,,,
0.9269910454750061,269,2,,,,,,,,,,
1.57845139503479,279,2,,,,,,,,,,
1.4633636474609375,289,2,,,,,,,,,,
1.3447891473770142,299,2,,,,,,,,,,
,308,2,0.8449665904045105,0.5485316514968872,0.25623583793640137,1.132515788078308,0.4539204239845276,,,,,
0.9467006325721741,309,3,,,,,,,,,,
1.0794947147369385,319,3,,,,,,,,,,
2.3802263736724854,329,3,,,,,,,,,,
1.597761631011963,339,3,,,,,,,,,,
1.0160472393035889,349,3,,,,,,,,,,
0.3612111806869507,359,3,,,,,,,,,,
0.9702862501144409,369,3,,,,,,,,,,
2.2961833477020264,379,3,,,,,,,,,,
0.7520089745521545,389,3,,,,,,,,,,
0.4034999907016754,399,3,,,,,,,,,,
0.8792175650596619,409,3,,,,,,,,,,
,411,3,0.8486652374267578,0.5602678656578064,0.26757368445396423,1.1071299314498901,0.4694400429725647,,,,,
1.1483006477355957,419,4,,,,,,,,,,
1.2242326736450195,429,4,,,,,,,,,,
0.26616740226745605,439,4,,,,,,,,,,
1.1912925243377686,449,4,,,,,,,,,,
1.0425280332565308,459,4,,,,,,,,,,
1.1415427923202515,469,4,,,,,,,,,,
1.4665653705596924,479,4,,,,,,,,,,
0.41960716247558594,489,4,,,,,,,,,,
0.5255032777786255,499,4,,,,,,,,,,
0.6441140174865723,509,4,,,,,,,,,,
,514,4,0.8520849347114563,0.5700858235359192,0.28117913007736206,1.1112418174743652,0.47693002223968506,,,,,
,515,5,,,,,,0.5700858235359192,0.8520849347114563,1.1112418174743652,0.47693002223968506,0.28117913007736206
