epoch,step,train_loss,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,test_loss
0,9,1.3228418827056885,,,,,,
0,19,0.40747952461242676,,,,,,
0,29,0.4154483377933502,,,,,,
0,39,0.307155042886734,,,,,,
0,49,0.5590176582336426,,,,,,
0,59,0.16015642881393433,,,,,,
0,69,0.40169426798820496,,,,,,
0,79,0.33672669529914856,,,,,,
0,89,0.26268988847732544,,,,,,
0,99,0.22369584441184998,,,,,,
0,109,0.2023235410451889,,,,,,
0,119,0.27128419280052185,,,,,,
0,123,,0.3059278130531311,0.30660882592201233,0.07998104393482208,0.812024712562561,0.23728813230991364,
1,129,0.23578473925590515,,,,,,
1,139,0.24870295822620392,,,,,,
1,149,0.15187980234622955,,,,,,
1,159,0.3083657920360565,,,,,,
1,169,0.2480960488319397,,,,,,
1,179,0.1714862734079361,,,,,,
1,189,0.24257589876651764,,,,,,
1,199,0.20518824458122253,,,,,,
1,209,0.20743976533412933,,,,,,
1,219,0.14323312044143677,,,,,,
1,229,0.277132123708725,,,,,,
1,239,0.1524875909090042,,,,,,
1,247,,0.3595290184020996,0.37114042043685913,0.06253130733966827,0.8277963399887085,0.31779661774635315,
2,249,0.1064288392663002,,,,,,
2,259,0.09427069872617722,,,,,,
2,269,0.181644007563591,,,,,,
2,279,0.246531143784523,,,,,,
2,289,0.14475391805171967,,,,,,
2,299,0.07323842495679855,,,,,,
2,309,0.10412504523992538,,,,,,
2,319,0.11346868425607681,,,,,,
2,329,0.1168891191482544,,,,,,
2,339,0.08643142879009247,,,,,,
2,349,0.04196774587035179,,,,,,
2,359,0.14618410170078278,,,,,,
2,369,0.09020057320594788,,,,,,
2,371,,0.38104236125946045,0.3976847529411316,0.06114423647522926,0.8338047862052917,0.33898305892944336,
3,379,0.10496851056814194,,,,,,
3,389,0.10682757198810577,,,,,,
3,399,0.09272398799657822,,,,,,
3,409,0.06707821041345596,,,,,,
3,419,0.09493707865476608,,,,,,
3,429,0.12957750260829926,,,,,,
3,439,0.08825477212667465,,,,,,
3,449,0.07045695930719376,,,,,,
3,459,0.05666114762425423,,,,,,
3,469,0.14222531020641327,,,,,,
3,479,0.05676450580358505,,,,,,
3,489,0.05292818322777748,,,,,,
3,495,,0.4022541344165802,0.42207837104797363,0.06377395242452621,0.8417249917984009,0.36016950011253357,
4,499,0.06233448162674904,,,,,,
4,509,0.03593910485506058,,,,,,
4,519,0.0394006073474884,,,,,,
4,529,0.09543947875499725,,,,,,
4,539,0.08285152912139893,,,,,,
4,549,0.055927302688360214,,,,,,
4,559,0.05314217135310173,,,,,,
4,569,0.04671000316739082,,,,,,
4,579,0.045315906405448914,,,,,,
4,589,0.022495761513710022,,,,,,
4,599,0.02023180015385151,,,,,,
4,609,0.07480361312627792,,,,,,
4,619,0.002671953523531556,,,,,,
4,619,,0.42004233598709106,0.4402633607387543,0.07090286165475845,0.846207320690155,0.37711864709854126,
5,620,,,,,,,0.07090286165475845
