train_loss,step,epoch,val_loss,val_qa_em,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,test_loss
0.5376132726669312,9,0,,,,,,
0.25268012285232544,19,0,,,,,,
0.25523436069488525,29,0,,,,,,
0.34854117035865784,39,0,,,,,,
0.2942538261413574,49,0,,,,,,
0.22081537544727325,59,0,,,,,,
0.27030810713768005,69,0,,,,,,
0.17334961891174316,79,0,,,,,,
0.1256607174873352,89,0,,,,,,
0.2772424519062042,99,0,,,,,,
0.17255407571792603,109,0,,,,,,
0.0687340572476387,119,0,,,,,,
0.18785621225833893,129,0,,,,,,
0.09662386775016785,139,0,,,,,,
0.23165597021579742,149,0,,,,,,
0.1823657602071762,159,0,,,,,,
0.09584923088550568,169,0,,,,,,
0.2273092120885849,179,0,,,,,,
0.17171454429626465,189,0,,,,,,
0.10088574886322021,199,0,,,,,,
0.3094409108161926,209,0,,,,,,
0.12629961967468262,219,0,,,,,,
0.14944656193256378,229,0,,,,,,
0.12051808834075928,239,0,,,,,,
0.1642489731311798,249,0,,,,,,
0.09721748530864716,259,0,,,,,,
0.1734323352575302,269,0,,,,,,
0.13321830332279205,279,0,,,,,,
0.10243622213602066,289,0,,,,,,
0.127693310379982,299,0,,,,,,
0.1734401434659958,309,0,,,,,,
0.1278485655784607,319,0,,,,,,
0.13923393189907074,329,0,,,,,,
0.10759519040584564,339,0,,,,,,
0.08577799797058105,349,0,,,,,,
0.1602461338043213,359,0,,,,,,
0.14126427471637726,369,0,,,,,,
0.1994985044002533,379,0,,,,,,
0.08972571045160294,389,0,,,,,,
0.26334765553474426,399,0,,,,,,
0.14669638872146606,409,0,,,,,,
0.16302604973316193,419,0,,,,,,
0.17752133309841156,429,0,,,,,,
0.09364765137434006,439,0,,,,,,
0.1961093544960022,449,0,,,,,,
0.12592272460460663,459,0,,,,,,
0.14552544057369232,469,0,,,,,,
0.14175313711166382,479,0,,,,,,
0.18270017206668854,489,0,,,,,,
0.13244782388210297,499,0,,,,,,
0.08557149767875671,509,0,,,,,,
0.07573944330215454,519,0,,,,,,
0.0728236585855484,529,0,,,,,,
0.0718299150466919,539,0,,,,,,
0.10004187375307083,549,0,,,,,,
0.05277438089251518,559,0,,,,,,
0.11486540734767914,569,0,,,,,,
0.07639942318201065,579,0,,,,,,
0.21490506827831268,589,0,,,,,,
0.15792109072208405,599,0,,,,,,
0.10521247982978821,609,0,,,,,,
0.12543800473213196,619,0,,,,,,
0.21467095613479614,629,0,,,,,,
0.045855987817049026,639,0,,,,,,
0.12828965485095978,649,0,,,,,,
0.182064026594162,659,0,,,,,,
0.17758065462112427,669,0,,,,,,
0.16500414907932281,679,0,,,,,,
0.1055367961525917,689,0,,,,,,
0.08906310051679611,699,0,,,,,,
0.10851159691810608,709,0,,,,,,
0.10006062686443329,719,0,,,,,,
0.18818622827529907,729,0,,,,,,
0.1917143315076828,739,0,,,,,,
0.059714894741773605,749,0,,,,,,
0.05900520831346512,759,0,,,,,,
0.09588439017534256,769,0,,,,,,
0.11361631751060486,779,0,,,,,,
0.10061527043581009,789,0,,,,,,
0.18975090980529785,799,0,,,,,,
0.11674006283283234,809,0,,,,,,
0.12921686470508575,819,0,,,,,,
0.12958917021751404,829,0,,,,,,
0.18611495196819305,839,0,,,,,,
0.10451722145080566,849,0,,,,,,
0.10576548427343369,859,0,,,,,,
0.10500585287809372,869,0,,,,,,
0.09784436970949173,879,0,,,,,,
0.12630106508731842,889,0,,,,,,
0.05647800862789154,899,0,,,,,,
0.11541064828634262,909,0,,,,,,
0.11988599598407745,919,0,,,,,,
0.12281756848096848,929,0,,,,,,
0.06562688201665878,939,0,,,,,,
0.10542701184749603,949,0,,,,,,
0.14841414988040924,959,0,,,,,,
0.07881081104278564,969,0,,,,,,
0.1426437646150589,979,0,,,,,,
0.1274823695421219,989,0,,,,,,
0.17900075018405914,999,0,,,,,,
0.1333741992712021,1009,0,,,,,,
0.11197652667760849,1019,0,,,,,,
0.107132188975811,1029,0,,,,,,
0.07861573994159698,1039,0,,,,,,
0.07704371958971024,1049,0,,,,,,
0.09743247181177139,1059,0,,,,,,
0.0646599680185318,1069,0,,,,,,
0.07759835571050644,1079,0,,,,,,
0.1498868763446808,1089,0,,,,,,
0.05802455171942711,1099,0,,,,,,
0.08439328521490097,1109,0,,,,,,
0.07651261985301971,1119,0,,,,,,
0.10865255445241928,1129,0,,,,,,
0.09701789170503616,1139,0,,,,,,
0.0738079696893692,1149,0,,,,,,
0.07208540290594101,1159,0,,,,,,
0.10946966707706451,1169,0,,,,,,
0.11516748368740082,1179,0,,,,,,
0.17187020182609558,1189,0,,,,,,
0.1334785670042038,1199,0,,,,,,
0.10097349435091019,1209,0,,,,,,
0.08665028214454651,1219,0,,,,,,
0.10948316752910614,1229,0,,,,,,
0.06758113950490952,1239,0,,,,,,
0.049671072512865067,1249,0,,,,,,
0.10932447016239166,1259,0,,,,,,
0.07200473546981812,1269,0,,,,,,
0.041879162192344666,1279,0,,,,,,
0.07924292981624603,1289,0,,,,,,
0.057684168219566345,1299,0,,,,,,
0.09197807312011719,1309,0,,,,,,
0.10052338242530823,1319,0,,,,,,
0.12857502698898315,1329,0,,,,,,
0.13617922365665436,1339,0,,,,,,
0.1263020783662796,1349,0,,,,,,
0.06550150364637375,1359,0,,,,,,
0.09579499065876007,1369,0,,,,,,
0.11691860109567642,1379,0,,,,,,
0.07663439214229584,1389,0,,,,,,
0.09996740520000458,1399,0,,,,,,
0.09481271356344223,1409,0,,,,,,
0.0724494680762291,1419,0,,,,,,
0.12015897780656815,1429,0,,,,,,
0.09186193346977234,1439,0,,,,,,
0.03850925713777542,1449,0,,,,,,
0.1448371708393097,1459,0,,,,,,
0.04709283635020256,1469,0,,,,,,
0.06736674904823303,1479,0,,,,,,
0.145890474319458,1489,0,,,,,,
0.09775428473949432,1499,0,,,,,,
0.06339768320322037,1509,0,,,,,,
0.1057700365781784,1519,0,,,,,,
0.09697236865758896,1529,0,,,,,,
0.03825831413269043,1539,0,,,,,,
0.052119746804237366,1549,0,,,,,,
0.06574582308530807,1559,0,,,,,,
0.10329966992139816,1569,0,,,,,,
0.08754125237464905,1579,0,,,,,,
0.05265716463327408,1589,0,,,,,,
0.0722377672791481,1599,0,,,,,,
0.11348669975996017,1609,0,,,,,,
0.09856754541397095,1619,0,,,,,,
0.12405088543891907,1629,0,,,,,,
0.08390223234891891,1639,0,,,,,,
0.09823217988014221,1649,0,,,,,,
,1652,0,0.1351589411497116,0.2293333262205124,0.8205897808074951,0.3516533076763153,0.29887655377388,
0.05132655054330826,1659,1,,,,,,
0.11713466048240662,1669,1,,,,,,
0.04970253258943558,1679,1,,,,,,
0.07050056755542755,1689,1,,,,,,
0.08422581851482391,1699,1,,,,,,
0.10265336185693741,1709,1,,,,,,
0.0610371008515358,1719,1,,,,,,
0.09408926218748093,1729,1,,,,,,
0.079587422311306,1739,1,,,,,,
0.07732399553060532,1749,1,,,,,,
0.060914766043424606,1759,1,,,,,,
0.060074593871831894,1769,1,,,,,,
0.06475324928760529,1779,1,,,,,,
0.060865387320518494,1789,1,,,,,,
0.10237080603837967,1799,1,,,,,,
0.09935680031776428,1809,1,,,,,,
0.11323452740907669,1819,1,,,,,,
0.06694919615983963,1829,1,,,,,,
0.1411937028169632,1839,1,,,,,,
0.0450763963162899,1849,1,,,,,,
0.13093312084674835,1859,1,,,,,,
0.05725891515612602,1869,1,,,,,,
0.03969695791602135,1879,1,,,,,,
0.07851491123437881,1889,1,,,,,,
0.06846933811903,1899,1,,,,,,
0.06645417213439941,1909,1,,,,,,
0.023385867476463318,1919,1,,,,,,
0.05707891285419464,1929,1,,,,,,
0.07631358504295349,1939,1,,,,,,
0.03845979645848274,1949,1,,,,,,
0.06069162115454674,1959,1,,,,,,
0.03327558562159538,1969,1,,,,,,
0.08677877485752106,1979,1,,,,,,
0.042215485125780106,1989,1,,,,,,
0.11631538718938828,1999,1,,,,,,
0.07704265415668488,2009,1,,,,,,
0.05142033100128174,2019,1,,,,,,
0.10900040715932846,2029,1,,,,,,
0.06745436787605286,2039,1,,,,,,
0.06151251867413521,2049,1,,,,,,
0.05372893065214157,2059,1,,,,,,
0.07986876368522644,2069,1,,,,,,
0.06546942889690399,2079,1,,,,,,
0.06639870256185532,2089,1,,,,,,
0.03157394379377365,2099,1,,,,,,
0.0678023099899292,2109,1,,,,,,
0.04304550960659981,2119,1,,,,,,
0.0493491105735302,2129,1,,,,,,
0.07993238419294357,2139,1,,,,,,
0.0358293317258358,2149,1,,,,,,
0.04890187457203865,2159,1,,,,,,
0.06876221299171448,2169,1,,,,,,
0.06164180859923363,2179,1,,,,,,
0.08272963762283325,2189,1,,,,,,
0.06675276160240173,2199,1,,,,,,
0.05712445452809334,2209,1,,,,,,
0.05353424325585365,2219,1,,,,,,
0.05146884545683861,2229,1,,,,,,
0.06089859828352928,2239,1,,,,,,
0.06489671021699905,2249,1,,,,,,
0.0822158008813858,2259,1,,,,,,
0.048348624259233475,2269,1,,,,,,
0.05949781462550163,2279,1,,,,,,
