step,train_loss,epoch,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,test_loss
9,4.457591533660889,0,,,,,,
19,3.5438287258148193,0,,,,,,
29,2.812443494796753,0,,,,,,
39,2.1348073482513428,0,,,,,,
49,1.6231775283813477,0,,,,,,
59,1.0586857795715332,0,,,,,,
69,0.6995726823806763,0,,,,,,
79,0.5122494697570801,0,,,,,,
89,0.3709723651409149,0,,,,,,
99,0.24502408504486084,0,,,,,,
101,,0,0.4149295389652252,0.8012434840202332,0.24347825348377228,0.46462681889533997,0.3202879726886749,
109,0.21737177670001984,1,,,,,,
119,0.2044072151184082,1,,,,,,
129,0.18716245889663696,1,,,,,,
139,0.1773103028535843,1,,,,,,
149,0.1662747859954834,1,,,,,,
159,0.1632346659898758,1,,,,,,
169,0.1371661126613617,1,,,,,,
179,0.12383018434047699,1,,,,,,
189,0.1569557934999466,1,,,,,,
199,0.13332441449165344,1,,,,,,
203,,1,0.42037883400917053,0.8024052381515503,0.25217390060424805,0.46638500690460205,0.15484967827796936,
209,0.06792781502008438,2,,,,,,
219,0.08337200433015823,2,,,,,,
229,0.06460576504468918,2,,,,,,
239,0.10443627834320068,2,,,,,,
249,0.04598929360508919,2,,,,,,
259,0.0932696983218193,2,,,,,,
269,0.05713525786995888,2,,,,,,
279,0.0873849093914032,2,,,,,,
289,0.029806125909090042,2,,,,,,
299,0.10167823731899261,2,,,,,,
305,,2,0.42429184913635254,0.8044441938400269,0.25652173161506653,0.4713749885559082,0.09237156808376312,
309,0.05218401551246643,3,,,,,,
319,0.05161841958761215,3,,,,,,
329,0.014717229641973972,3,,,,,,
339,0.01874563843011856,3,,,,,,
349,0.04942679777741432,3,,,,,,
359,0.011562658473849297,3,,,,,,
369,0.04699396342039108,3,,,,,,
379,0.00868209358304739,3,,,,,,
389,0.015684669837355614,3,,,,,,
399,0.024069763720035553,3,,,,,,
407,,3,0.42429184913635254,0.8049339056015015,0.25652173161506653,0.47138160467147827,0.13614292442798615,
409,0.007018735632300377,4,,,,,,
419,0.00868420209735632,4,,,,,,
429,0.030168766155838966,4,,,,,,
439,0.004467412363737822,4,,,,,,
449,0.020497776567935944,4,,,,,,
459,0.018724791705608368,4,,,,,,
469,0.003398289903998375,4,,,,,,
479,0.008343280293047428,4,,,,,,
489,0.010206817649304867,4,,,,,,
499,0.00451228953897953,4,,,,,,
509,0.0034135279711335897,4,,,,,,
509,,4,0.42429184913635254,0.8049339056015015,0.25652173161506653,0.47138160467147827,0.1767309606075287,
510,,5,,,,,,0.1767309606075287
