train_loss,epoch,step,val_qa_bert_score,val_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_sas,test_loss
0.923551619052887,0,9,,,,,,,,,,
1.5859626531600952,0,19,,,,,,,,,,
0.8838770985603333,0,29,,,,,,,,,,
0.9955347180366516,0,39,,,,,,,,,,
0.7005481123924255,0,49,,,,,,,,,,
2.464299201965332,0,59,,,,,,,,,,
0.6778520345687866,0,69,,,,,,,,,,
1.2537200450897217,0,79,,,,,,,,,,
1.8254992961883545,0,89,,,,,,,,,,
2.497915744781494,0,99,,,,,,,,,,
,0,108,0.8379388451576233,1.1202363967895508,0.18731988966464996,0.45051807165145874,0.5303955078125,,,,,
1.6734610795974731,1,109,,,,,,,,,,
0.4800993502140045,1,119,,,,,,,,,,
0.5434814095497131,1,129,,,,,,,,,,
1.1103863716125488,1,139,,,,,,,,,,
1.3953853845596313,1,149,,,,,,,,,,
0.910106897354126,1,159,,,,,,,,,,
1.1181132793426514,1,169,,,,,,,,,,
0.811895489692688,1,179,,,,,,,,,,
0.7862157821655273,1,189,,,,,,,,,,
0.6760940551757812,1,199,,,,,,,,,,
1.6060526371002197,1,209,,,,,,,,,,
,1,217,0.8500397205352783,1.039621353149414,0.24783861637115479,0.49018821120262146,0.5626664757728577,,,,,
1.1377456188201904,2,219,,,,,,,,,,
1.0146808624267578,2,229,,,,,,,,,,
0.9274559020996094,2,239,,,,,,,,,,
1.1823712587356567,2,249,,,,,,,,,,
0.8701005578041077,2,259,,,,,,,,,,
1.166216492652893,2,269,,,,,,,,,,
1.3419138193130493,2,279,,,,,,,,,,
1.3600925207138062,2,289,,,,,,,,,,
0.4293995797634125,2,299,,,,,,,,,,
0.7440098524093628,2,309,,,,,,,,,,
1.0778748989105225,2,319,,,,,,,,,,
,2,326,0.853483259677887,1.0148018598556519,0.26224783062934875,0.4947813153266907,0.5645862817764282,,,,,
1.0661181211471558,3,329,,,,,,,,,,
1.5726815462112427,3,339,,,,,,,,,,
1.0859791040420532,3,349,,,,,,,,,,
1.0440701246261597,3,359,,,,,,,,,,
0.8448760509490967,3,369,,,,,,,,,,
0.5841910243034363,3,379,,,,,,,,,,
1.1081392765045166,3,389,,,,,,,,,,
1.0359066724777222,3,399,,,,,,,,,,
0.8059846758842468,3,409,,,,,,,,,,
0.43341344594955444,3,419,,,,,,,,,,
1.0424264669418335,3,429,,,,,,,,,,
,3,435,0.8562328219413757,0.9908783435821533,0.2651296854019165,0.49276483058929443,0.5695467591285706,,,,,
1.0831257104873657,4,439,,,,,,,,,,
0.6177766919136047,4,449,,,,,,,,,,
1.5978659391403198,4,459,,,,,,,,,,
1.940177321434021,4,469,,,,,,,,,,
0.5542194247245789,4,479,,,,,,,,,,
0.5443292856216431,4,489,,,,,,,,,,
1.1079181432724,4,499,,,,,,,,,,
1.6510275602340698,4,509,,,,,,,,,,
1.2565114498138428,4,519,,,,,,,,,,
0.45059388875961304,4,529,,,,,,,,,,
0.3673286437988281,4,539,,,,,,,,,,
,4,544,0.8604154586791992,0.9879885911941528,0.2708933651447296,0.5082659125328064,0.5827969908714294,,,,,
,5,545,,,,,,0.2708933651447296,0.5082659125328064,0.8604154586791992,0.5827969908714294,0.9879885911941528
