train_loss,epoch,step,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,test_loss
0.6655582189559937,0,9,,,,,,
0.4780125021934509,0,19,,,,,,
0.40254053473472595,0,29,,,,,,
0.34825265407562256,0,39,,,,,,
0.37726107239723206,0,49,,,,,,
0.25435346364974976,0,59,,,,,,
0.2524241507053375,0,69,,,,,,
0.2037924826145172,0,79,,,,,,
0.38443857431411743,0,89,,,,,,
0.25243425369262695,0,99,,,,,,
0.32718169689178467,0,109,,,,,,
0.20110394060611725,0,119,,,,,,
0.35782763361930847,0,129,,,,,,
0.27242666482925415,0,139,,,,,,
0.2125651091337204,0,149,,,,,,
0.15946811437606812,0,159,,,,,,
0.19986170530319214,0,169,,,,,,
0.21697235107421875,0,179,,,,,,
0.20965680480003357,0,189,,,,,,
0.2826850116252899,0,199,,,,,,
0.0987589880824089,0,209,,,,,,
0.10162008553743362,0,219,,,,,,
0.16467073559761047,0,229,,,,,,
0.14052174985408783,0,239,,,,,,
0.18424147367477417,0,249,,,,,,
0.1114831268787384,0,259,,,,,,
0.17957395315170288,0,269,,,,,,
0.17803145945072174,0,279,,,,,,
0.08974841237068176,0,289,,,,,,
0.14933454990386963,0,299,,,,,,
0.17540675401687622,0,309,,,,,,
0.23240900039672852,0,319,,,,,,
0.14943043887615204,0,329,,,,,,
0.18877249956130981,0,339,,,,,,
0.2464926689863205,0,349,,,,,,
0.10470516979694366,0,359,,,,,,
0.16010549664497375,0,369,,,,,,
0.14387015998363495,0,379,,,,,,
0.11942087113857269,0,389,,,,,,
0.05335533246397972,0,399,,,,,,
0.12549209594726562,0,409,,,,,,
0.09972159564495087,0,419,,,,,,
0.1654282957315445,0,429,,,,,,
0.05500413104891777,0,439,,,,,,
0.08118142932653427,0,449,,,,,,
0.1080016940832138,0,459,,,,,,
0.07878746092319489,0,469,,,,,,
0.11863336712121964,0,479,,,,,,
0.20983822643756866,0,489,,,,,,
0.0952025055885315,0,499,,,,,,
0.05869784206151962,0,509,,,,,,
0.08784332126379013,0,519,,,,,,
0.08271294087171555,0,529,,,,,,
0.13117465376853943,0,539,,,,,,
0.11071649193763733,0,549,,,,,,
0.06461803615093231,0,559,,,,,,
0.08626271784305573,0,569,,,,,,
0.0468786247074604,0,579,,,,,,
0.07001856714487076,0,589,,,,,,
0.17447277903556824,0,599,,,,,,
0.11313354223966599,0,609,,,,,,
0.1461319923400879,0,619,,,,,,
,0,627,0.5195209383964539,0.5268881916999817,0.14326585829257965,0.8583544492721558,0.46666666865348816,
0.03630686551332474,1,629,,,,,,
0.07528176158666611,1,639,,,,,,
0.06681180000305176,1,649,,,,,,
0.050092101097106934,1,659,,,,,,
0.10173161327838898,1,669,,,,,,
0.06828112155199051,1,679,,,,,,
0.11561812460422516,1,689,,,,,,
0.09532147645950317,1,699,,,,,,
0.09629856050014496,1,709,,,,,,
0.04902903363108635,1,719,,,,,,
0.051712799817323685,1,729,,,,,,
0.08813297748565674,1,739,,,,,,
0.17507703602313995,1,749,,,,,,
0.1865694522857666,1,759,,,,,,
0.09759941697120667,1,769,,,,,,
0.04348486289381981,1,779,,,,,,
0.04577089473605156,1,789,,,,,,
0.10785330086946487,1,799,,,,,,
0.030692271888256073,1,809,,,,,,
0.12514053285121918,1,819,,,,,,
0.0269781481474638,1,829,,,,,,
0.10498211532831192,1,839,,,,,,
0.01764439418911934,1,849,,,,,,
0.06868236511945724,1,859,,,,,,
0.036174383014440536,1,869,,,,,,
0.07219011336565018,1,879,,,,,,
0.13944284617900848,1,889,,,,,,
0.10416774451732635,1,899,,,,,,
0.049945034086704254,1,909,,,,,,
0.03933350369334221,1,919,,,,,,
0.04154770076274872,1,929,,,,,,
0.043042052537202835,1,939,,,,,,
0.01759054884314537,1,949,,,,,,
0.01996462792158127,1,959,,,,,,
0.043861571699380875,1,969,,,,,,
0.06601468473672867,1,979,,,,,,
0.036099329590797424,1,989,,,,,,
0.11273350566625595,1,999,,,,,,
0.09411394596099854,1,1009,,,,,,
0.03231518715620041,1,1019,,,,,,
0.18259331583976746,1,1029,,,,,,
0.05481043457984924,1,1039,,,,,,
0.03408834710717201,1,1049,,,,,,
0.08673486113548279,1,1059,,,,,,
0.0316464938223362,1,1069,,,,,,
0.023467684164643288,1,1079,,,,,,
0.08321686834096909,1,1089,,,,,,
0.02581203542649746,1,1099,,,,,,
0.028177354484796524,1,1109,,,,,,
0.033746249973773956,1,1119,,,,,,
0.026316221803426743,1,1129,,,,,,
0.066693514585495,1,1139,,,,,,
0.046837933361530304,1,1149,,,,,,
0.0447671115398407,1,1159,,,,,,
0.09773365408182144,1,1169,,,,,,
0.04367348551750183,1,1179,,,,,,
0.07886746525764465,1,1189,,,,,,
0.06453180313110352,1,1199,,,,,,
0.06434554606676102,1,1209,,,,,,
0.0471801720559597,1,1219,,,,,,
0.3449588716030121,1,1229,,,,,,
0.05939000844955444,1,1239,,,,,,
0.024834049865603447,1,1249,,,,,,
,1,1255,0.6069760322570801,0.6102629899978638,0.13911613821983337,0.8810696005821228,0.5666666626930237,
0.043746765702962875,2,1259,,,,,,
0.028405582532286644,2,1269,,,,,,
0.06902101635932922,2,1279,,,,,,
0.010445816442370415,2,1289,,,,,,
0.00643938360735774,2,1299,,,,,,
0.0060686394572257996,2,1309,,,,,,
0.014813424088060856,2,1319,,,,,,
0.018319658935070038,2,1329,,,,,,
0.010162311606109142,2,1339,,,,,,
0.009831874631345272,2,1349,,,,,,
0.029917292296886444,2,1359,,,,,,
0.021169118583202362,2,1369,,,,,,
0.0074722240678966045,2,1379,,,,,,
0.0451398566365242,2,1389,,,,,,
0.027234049513936043,2,1399,,,,,,
0.017691534012556076,2,1409,,,,,,
0.005480701569467783,2,1419,,,,,,
0.022558623924851418,2,1429,,,,,,
0.010501238517463207,2,1439,,,,,,
0.015035410411655903,2,1449,,,,,,
0.004190713167190552,2,1459,,,,,,
0.029628794640302658,2,1469,,,,,,
0.029195645824074745,2,1479,,,,,,
0.004605159629136324,2,1489,,,,,,
0.025550177320837975,2,1499,,,,,,
0.05106213316321373,2,1509,,,,,,
0.016834566369652748,2,1519,,,,,,
0.04330296441912651,2,1529,,,,,,
0.06200343370437622,2,1539,,,,,,
0.011731689795851707,2,1549,,,,,,
0.011621798388659954,2,1559,,,,,,
0.016064241528511047,2,1569,,,,,,
0.01943867839872837,2,1579,,,,,,
0.015819670632481575,2,1589,,,,,,
0.04131994768977165,2,1599,,,,,,
0.007269378751516342,2,1609,,,,,,
0.0178918968886137,2,1619,,,,,,
0.004220512229949236,2,1629,,,,,,
0.00570870703086257,2,1639,,,,,,
0.018114332109689713,2,1649,,,,,,
0.019527168944478035,2,1659,,,,,,
0.006292455364018679,2,1669,,,,,,
0.028624100610613823,2,1679,,,,,,
0.010026953183114529,2,1689,,,,,,
0.02642475999891758,2,1699,,,,,,
0.04273471608757973,2,1709,,,,,,
0.0020201802253723145,2,1719,,,,,,
0.005463689099997282,2,1729,,,,,,
0.014808873645961285,2,1739,,,,,,
0.006172223016619682,2,1749,,,,,,
0.018095245584845543,2,1759,,,,,,
0.004553652834147215,2,1769,,,,,,
0.008774155750870705,2,1779,,,,,,
0.0037157696206122637,2,1789,,,,,,
0.009234573692083359,2,1799,,,,,,
0.0279679112136364,2,1809,,,,,,
0.004181125666946173,2,1819,,,,,,
0.004585862159729004,2,1829,,,,,,
0.03220637887716293,2,1839,,,,,,
0.005057134665548801,2,1849,,,,,,
0.0062097785994410515,2,1859,,,,,,
0.003423854475840926,2,1869,,,,,,
0.007488941308110952,2,1879,,,,,,
,2,1883,0.6057462096214294,0.6341915726661682,0.18915478885173798,0.8857616186141968,0.5888888835906982,
0.012851123698055744,3,1889,,,,,,
0.008072192780673504,3,1899,,,,,,
0.0030793100595474243,3,1909,,,,,,
0.001699815853498876,3,1919,,,,,,
0.009427795186638832,3,1929,,,,,,
0.009554246440529823,3,1939,,,,,,
0.02876606211066246,3,1949,,,,,,
0.02780245803296566,3,1959,,,,,,
0.002702151658013463,3,1969,,,,,,
0.0062821549363434315,3,1979,,,,,,
0.014442008920013905,3,1989,,,,,,
0.0308615043759346,3,1999,,,,,,
0.023715367540717125,3,2009,,,,,,
0.002847414230927825,3,2019,,,,,,
0.015334327705204487,3,2029,,,,,,
0.0014216030249372125,3,2039,,,,,,
0.001699254964478314,3,2049,,,,,,
0.0022464462090283632,3,2059,,,,,,
0.0005865927087143064,3,2069,,,,,,
0.003682050621137023,3,2079,,,,,,
0.009628855623304844,3,2089,,,,,,
0.06473547220230103,3,2099,,,,,,
0.0007066592806950212,3,2109,,,,,,
0.0025260832626372576,3,2119,,,,,,
0.0017147170146927238,3,2129,,,,,,
0.0012889921199530363,3,2139,,,,,,
0.011140496470034122,3,2149,,,,,,
0.0012922418536618352,3,2159,,,,,,
0.005675513297319412,3,2169,,,,,,
0.0040447344072163105,3,2179,,,,,,
0.0035288119688630104,3,2189,,,,,,
0.0023818358313292265,3,2199,,,,,,
0.0060122255235910416,3,2209,,,,,,
0.0008569210767745972,3,2219,,,,,,
0.06481959670782089,3,2229,,,,,,
0.0024068597704172134,3,2239,,,,,,
0.006628553383052349,3,2249,,,,,,
0.015073631890118122,3,2259,,,,,,
0.0018087993375957012,3,2269,,,,,,
0.0021211470011621714,3,2279,,,,,,
0.0016168083529919386,3,2289,,,,,,
0.0020882426761090755,3,2299,,,,,,
0.0028304453007876873,3,2309,,,,,,
0.0020246764179319143,3,2319,,,,,,
0.002241945592686534,3,2329,,,,,,
0.0023150676861405373,3,2339,,,,,,
0.0029428438283503056,3,2349,,,,,,
0.010841293260455132,3,2359,,,,,,
0.0011584116145968437,3,2369,,,,,,
0.00978854764252901,3,2379,,,,,,
0.0024570575915277004,3,2389,,,,,,
0.0037923508789390326,3,2399,,,,,,
0.0024984804913401604,3,2409,,,,,,
0.01170340832322836,3,2419,,,,,,
0.006539967376738787,3,2429,,,,,,
0.0005554070812650025,3,2439,,,,,,
0.00652788020670414,3,2449,,,,,,
0.0029269764199852943,3,2459,,,,,,
0.05238960683345795,3,2469,,,,,,
0.005620186682790518,3,2479,,,,,,
0.000984581420198083,3,2489,,,,,,
0.00813745241612196,3,2499,,,,,,
0.014726825058460236,3,2509,,,,,,
,3,2511,0.5882511734962463,0.6164966821670532,0.2313048541545868,0.8791667819023132,0.5611110925674438,
0.0066558499820530415,4,2519,,,,,,
0.003963374998420477,4,2529,,,,,,
0.0071117207407951355,4,2539,,,,,,
0.0024472116492688656,4,2549,,,,,,
0.0009852699004113674,4,2559,,,,,,
0.02313070558011532,4,2569,,,,,,
0.0013643676647916436,4,2579,,,,,,
0.0009332632762379944,4,2589,,,,,,
0.004261214751750231,4,2599,,,,,,
0.002172945998609066,4,2609,,,,,,
0.00736740930005908,4,2619,,,,,,
0.012440433725714684,4,2629,,,,,,
0.0033062638249248266,4,2639,,,,,,
0.007772908080369234,4,2649,,,,,,
0.0011063354322686791,4,2659,,,,,,
0.029325617477297783,4,2669,,,,,,
0.0014852917520329356,4,2679,,,,,,
0.0017115132650360465,4,2689,,,,,,
