step,train_loss,epoch,val_qa_em,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,test_loss
9,0.32510390877723694,0,,,,,,
19,0.07090312987565994,0,,,,,,
29,0.5719560384750366,0,,,,,,
39,0.061513323336839676,0,,,,,,
49,0.07402008026838303,0,,,,,,
59,0.27654290199279785,0,,,,,,
69,0.03910161927342415,0,,,,,,
79,0.34481337666511536,0,,,,,,
89,0.21090711653232574,0,,,,,,
99,0.2251695841550827,0,,,,,,
109,0.05831817165017128,0,,,,,,
119,0.18890805542469025,0,,,,,,
129,0.03552881255745888,0,,,,,,
139,0.22232089936733246,0,,,,,,
149,0.0423443578183651,0,,,,,,
159,0.05230719968676567,0,,,,,,
169,0.05796011537313461,0,,,,,,
179,0.2687898874282837,0,,,,,,
189,0.041188567876815796,0,,,,,,
199,0.27715614438056946,0,,,,,,
209,0.03312044218182564,0,,,,,,
219,0.25882384181022644,0,,,,,,
229,0.0325617790222168,0,,,,,,
239,0.044563788920640945,0,,,,,,
249,0.020593084394931793,0,,,,,,
259,0.04949142411351204,0,,,,,,
269,0.19204162061214447,0,,,,,,
279,0.0472516193985939,0,,,,,,
289,0.03173041343688965,0,,,,,,
299,0.02824239246547222,0,,,,,,
309,0.14731065928936005,0,,,,,,
319,0.20072422921657562,0,,,,,,
329,0.027141083031892776,0,,,,,,
339,0.27972960472106934,0,,,,,,
349,0.4966435134410858,0,,,,,,
359,0.030002566054463387,0,,,,,,
369,0.5657792091369629,0,,,,,,
379,0.45835191011428833,0,,,,,,
389,0.1537865400314331,0,,,,,,
399,0.059986844658851624,0,,,,,,
409,0.29124709963798523,0,,,,,,
419,0.11000628769397736,0,,,,,,
429,0.0420256182551384,0,,,,,,
439,0.03912224993109703,0,,,,,,
449,0.021336862817406654,0,,,,,,
459,0.05835409462451935,0,,,,,,
469,0.141412615776062,0,,,,,,
472,,0,0.3343653380870819,0.3876400291919708,0.11416357010602951,0.4708460867404938,0.8644612431526184,
479,0.025166012346744537,1,,,,,,
489,0.04263673722743988,1,,,,,,
499,0.2452012151479721,1,,,,,,
509,0.03235287591814995,1,,,,,,
519,0.130946546792984,1,,,,,,
529,0.17647098004817963,1,,,,,,
539,0.10178976505994797,1,,,,,,
549,0.033931951969861984,1,,,,,,
559,0.03584739938378334,1,,,,,,
569,0.05715985968708992,1,,,,,,
579,0.16299928724765778,1,,,,,,
589,0.28553280234336853,1,,,,,,
599,0.02146909572184086,1,,,,,,
609,0.46428316831588745,1,,,,,,
619,0.029701298102736473,1,,,,,,
629,0.014231330715119839,1,,,,,,
639,0.15463018417358398,1,,,,,,
649,0.2195439636707306,1,,,,,,
659,0.019932139664888382,1,,,,,,
669,0.027390820905566216,1,,,,,,
679,0.21477006375789642,1,,,,,,
689,0.1293216198682785,1,,,,,,
699,0.015154347755014896,1,,,,,,
709,0.10112607479095459,1,,,,,,
719,0.031859710812568665,1,,,,,,
729,0.049922872334718704,1,,,,,,
739,0.13024112582206726,1,,,,,,
749,0.2360290288925171,1,,,,,,
759,0.37325724959373474,1,,,,,,
769,0.16695816814899445,1,,,,,,
779,0.14278192818164825,1,,,,,,
789,0.1938641518354416,1,,,,,,
799,0.2378843128681183,1,,,,,,
809,0.10685316473245621,1,,,,,,
819,0.02143136039376259,1,,,,,,
829,0.02042166143655777,1,,,,,,
839,0.178630068898201,1,,,,,,
849,0.1497090607881546,1,,,,,,
859,0.017229055985808372,1,,,,,,
869,0.015860402956604958,1,,,,,,
879,0.014830287545919418,1,,,,,,
889,0.015255051665008068,1,,,,,,
899,0.11861079186201096,1,,,,,,
909,0.12124080210924149,1,,,,,,
919,0.11094552278518677,1,,,,,,
929,0.028389330953359604,1,,,,,,
939,0.1848830282688141,1,,,,,,
945,,1,0.6532507538795471,0.6758240461349487,0.05031361058354378,0.7018584609031677,0.9254516363143921,
949,0.16141705214977264,2,,,,,,
959,0.02322562225162983,2,,,,,,
969,0.10304231941699982,2,,,,,,
979,0.011948860250413418,2,,,,,,
989,0.056203655898571014,2,,,,,,
999,0.010174543596804142,2,,,,,,
1009,0.259814590215683,2,,,,,,
1019,0.025733929127454758,2,,,,,,
1029,0.020177312195301056,2,,,,,,
1039,0.01405447255820036,2,,,,,,
1049,0.014305246993899345,2,,,,,,
1059,0.009514674544334412,2,,,,,,
1069,0.29877081513404846,2,,,,,,
1079,0.03583745285868645,2,,,,,,
1089,0.015274537727236748,2,,,,,,
1099,0.02042577974498272,2,,,,,,
1109,0.10586600750684738,2,,,,,,
1119,0.03699116036295891,2,,,,,,
1129,0.08079587668180466,2,,,,,,
1139,0.021370800212025642,2,,,,,,
1149,0.013493589125573635,2,,,,,,
1159,0.00769519479945302,2,,,,,,
1169,0.21057581901550293,2,,,,,,
1179,0.09107144922018051,2,,,,,,
1189,0.021677974611520767,2,,,,,,
1199,0.08524531871080399,2,,,,,,
1209,0.1985635608434677,2,,,,,,
1219,0.06896675378084183,2,,,,,,
1229,0.15412981808185577,2,,,,,,
1239,0.1491602063179016,2,,,,,,
1249,0.022146139293909073,2,,,,,,
1259,0.04645148664712906,2,,,,,,
1269,0.014908517710864544,2,,,,,,
1279,0.005920786410570145,2,,,,,,
1289,0.020342862233519554,2,,,,,,
1299,0.16666387021541595,2,,,,,,
1309,0.00704196048900485,2,,,,,,
1319,0.12394080311059952,2,,,,,,
1329,0.09778180718421936,2,,,,,,
1339,0.008272988721728325,2,,,,,,
1349,0.06713982671499252,2,,,,,,
1359,0.03442904353141785,2,,,,,,
1369,0.013546545058488846,2,,,,,,
1379,0.09225825220346451,2,,,,,,
1389,0.01859591156244278,2,,,,,,
1399,0.009013581089675426,2,,,,,,
1409,0.007914166897535324,2,,,,,,
1418,,2,0.6625387072563171,0.6853948831558228,0.059150580316782,0.7067704796791077,0.9268548488616943,
1419,0.007816562429070473,3,,,,,,
1429,0.18007570505142212,3,,,,,,
1439,0.003272768808528781,3,,,,,,
1449,0.07274407893419266,3,,,,,,
1459,0.058010756969451904,3,,,,,,
1469,0.006718238815665245,3,,,,,,
1479,0.03957946598529816,3,,,,,,
1489,0.04535158723592758,3,,,,,,
1499,0.09818298369646072,3,,,,,,
1509,0.030836032703518867,3,,,,,,
1519,0.04753920063376427,3,,,,,,
1529,0.06539886444807053,3,,,,,,
1539,0.011183754540979862,3,,,,,,
1549,0.1196092739701271,3,,,,,,
1559,0.06773018091917038,3,,,,,,
1569,0.0013203322887420654,3,,,,,,
1579,0.005749277770519257,3,,,,,,
1589,0.005933798849582672,3,,,,,,
1599,0.008208017796278,3,,,,,,
1609,0.06430318206548691,3,,,,,,
1619,0.015267407521605492,3,,,,,,
1629,0.05543125793337822,3,,,,,,
1639,0.03249574825167656,3,,,,,,
1649,0.009581925347447395,3,,,,,,
1659,0.06467745453119278,3,,,,,,
1669,0.049960073083639145,3,,,,,,
1679,0.0066556972451508045,3,,,,,,
1689,0.02149292640388012,3,,,,,,
1699,0.0017232024110853672,3,,,,,,
1709,0.017972804605960846,3,,,,,,
1719,0.0040178182534873486,3,,,,,,
1729,0.009301512502133846,3,,,,,,
1739,0.06607584655284882,3,,,,,,
1749,0.013802774250507355,3,,,,,,
1759,0.011720174923539162,3,,,,,,
1769,0.01821853220462799,3,,,,,,
1779,0.0061979214660823345,3,,,,,,
1789,0.056441690772771835,3,,,,,,
1799,0.04344522953033447,3,,,,,,
1809,0.025094905868172646,3,,,,,,
1819,0.09220993518829346,3,,,,,,
