step,epoch,train_loss,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
9,0,1.1753579378128052,,,,,,
19,0,1.5773756504058838,,,,,,
29,0,1.2244919538497925,,,,,,
39,0,0.6010688543319702,,,,,,
49,0,0.8391781449317932,,,,,,
59,0,0.746198296546936,,,,,,
69,0,0.8568987250328064,,,,,,
79,0,1.517583966255188,,,,,,
89,0,1.4736720323562622,,,,,,
99,0,1.414970874786377,,,,,,
109,0,2.0956530570983887,,,,,,
119,0,1.3055843114852905,,,,,,
129,0,0.23131726682186127,,,,,,
139,0,0.9791181683540344,,,,,,
149,0,1.0125210285186768,,,,,,
159,0,0.5246070027351379,,,,,,
169,0,0.4738290011882782,,,,,,
179,0,1.4577590227127075,,,,,,
189,0,0.9306573867797852,,,,,,
199,0,0.5582680106163025,,,,,,
209,0,1.7197699546813965,,,,,,
214,0,,0.5529534220695496,0.8356615900993347,0.279778391122818,0.4673662781715393,0.3919987380504608,
219,1,1.1919711828231812,,,,,,
229,1,0.34566932916641235,,,,,,
239,1,1.570268988609314,,,,,,
249,1,0.5514732003211975,,,,,,
259,1,0.7487863898277283,,,,,,
269,1,0.6968355178833008,,,,,,
279,1,1.4268592596054077,,,,,,
289,1,0.4653371274471283,,,,,,
299,1,0.4857628345489502,,,,,,
309,1,0.2360735386610031,,,,,,
319,1,0.18929143249988556,,,,,,
329,1,0.478604793548584,,,,,,
339,1,0.9987291097640991,,,,,,
349,1,0.8498754501342773,,,,,,
359,1,0.335099458694458,,,,,,
369,1,0.28357672691345215,,,,,,
379,1,1.5320801734924316,,,,,,
389,1,0.28808677196502686,,,,,,
399,1,1.3647911548614502,,,,,,
409,1,1.9787672758102417,,,,,,
419,1,1.087508201599121,,,,,,
429,1,0.9432988166809082,,,,,,
429,1,,0.6085813045501709,0.8593690395355225,0.3518005609512329,0.5423799753189087,0.36858630180358887,
439,2,0.5055083632469177,,,,,,
449,2,0.41814595460891724,,,,,,
459,2,0.855144739151001,,,,,,
469,2,0.5792128443717957,,,,,,
479,2,0.6273020505905151,,,,,,
489,2,0.8318262696266174,,,,,,
499,2,0.6875370144844055,,,,,,
509,2,0.46831151843070984,,,,,,
519,2,0.5027284026145935,,,,,,
529,2,0.5441940426826477,,,,,,
539,2,0.7747234106063843,,,,,,
549,2,0.9628041386604309,,,,,,
559,2,0.90262770652771,,,,,,
569,2,0.3995427191257477,,,,,,
579,2,0.4140997529029846,,,,,,
589,2,0.5070227980613708,,,,,,
599,2,0.8915907740592957,,,,,,
609,2,1.1784032583236694,,,,,,
619,2,0.2591109275817871,,,,,,
629,2,0.8079423904418945,,,,,,
639,2,1.6835572719573975,,,,,,
644,2,,0.632773756980896,0.8694083094596863,0.39612188935279846,0.5689963102340698,0.3564479351043701,
649,3,0.9678027033805847,,,,,,
659,3,0.19678977131843567,,,,,,
669,3,1.43921959400177,,,,,,
679,3,0.4800774157047272,,,,,,
689,3,0.5525871515274048,,,,,,
699,3,0.5298177003860474,,,,,,
709,3,1.075809121131897,,,,,,
719,3,0.2920535206794739,,,,,,
729,3,0.3393799960613251,,,,,,
739,3,0.14613080024719238,,,,,,
749,3,0.12102153152227402,,,,,,
759,3,0.23221880197525024,,,,,,
769,3,0.6937747597694397,,,,,,
779,3,0.6665658950805664,,,,,,
789,3,0.3038744330406189,,,,,,
799,3,0.11395086348056793,,,,,,
809,3,1.2444138526916504,,,,,,
819,3,0.2325751781463623,,,,,,
829,3,0.9986487030982971,,,,,,
839,3,1.6824085712432861,,,,,,
849,3,0.8899058103561401,,,,,,
859,3,0.6992142796516418,,,,,,
859,3,,0.641895592212677,0.8756623268127441,0.39889195561408997,0.580921471118927,0.3627437949180603,
869,4,0.39221784472465515,,,,,,
879,4,0.20877006649971008,,,,,,
889,4,0.5449820160865784,,,,,,
899,4,0.3667590320110321,,,,,,
909,4,0.3868364095687866,,,,,,
919,4,0.619918942451477,,,,,,
929,4,0.45896732807159424,,,,,,
939,4,0.22863192856311798,,,,,,
949,4,0.25056010484695435,,,,,,
959,4,0.30229565501213074,,,,,,
969,4,0.5322316884994507,,,,,,
979,4,0.7354051470756531,,,,,,
989,4,0.5672825574874878,,,,,,
999,4,0.1657220423221588,,,,,,
1009,4,0.22672666609287262,,,,,,
1019,4,0.3661494553089142,,,,,,
1029,4,0.5358928442001343,,,,,,
1039,4,0.7627784609794617,,,,,,
1049,4,0.12886106967926025,,,,,,
1059,4,0.48617270588874817,,,,,,
1069,4,1.2202868461608887,,,,,,
1074,4,,0.648659348487854,0.8796512484550476,0.40720221400260925,0.5883784890174866,0.3793862462043762,
1075,5,,,,,,,0.3793862462043762
