epoch,train_loss,step,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_qa_sas,val_loss,test_loss
0,0.48625731468200684,9,,,,,,
0,0.4954594671726227,19,,,,,,
0,0.3535466492176056,29,,,,,,
0,0.49065324664115906,39,,,,,,
0,0.30981796979904175,49,,,,,,
0,0.4737304449081421,59,,,,,,
0,0.2925177216529846,69,,,,,,
0,0.21555209159851074,79,,,,,,
0,0.3016738295555115,89,,,,,,
0,0.3415198028087616,99,,,,,,
0,,107,0.5654028654098511,0.3837837874889374,0.8627265095710754,0.6037032008171082,0.16675107181072235,
1,0.5453647375106812,109,,,,,,
1,0.6119078993797302,119,,,,,,
1,0.19814561307430267,129,,,,,,
1,0.13661472499370575,139,,,,,,
1,0.3716582953929901,149,,,,,,
1,0.667731761932373,159,,,,,,
1,0.3550926148891449,169,,,,,,
1,0.25976866483688354,179,,,,,,
1,0.417070209980011,189,,,,,,
1,0.587537407875061,199,,,,,,
1,0.48284822702407837,209,,,,,,
1,,215,0.6055401563644409,0.454054057598114,0.8801777362823486,0.6365350484848022,0.17522120475769043,
2,0.15603521466255188,219,,,,,,
2,0.23105257749557495,229,,,,,,
2,0.19340646266937256,239,,,,,,
2,0.6691613793373108,249,,,,,,
2,0.13300712406635284,259,,,,,,
2,0.16564156115055084,269,,,,,,
2,0.30294549465179443,279,,,,,,
2,0.3922984004020691,289,,,,,,
2,0.1947462409734726,299,,,,,,
2,0.29477056860923767,309,,,,,,
2,0.31019848585128784,319,,,,,,
2,,323,0.623593807220459,0.47567567229270935,0.8845476508140564,0.6489897966384888,0.1773706078529358,
3,0.22495654225349426,329,,,,,,
3,0.06427184492349625,339,,,,,,
3,0.34155043959617615,349,,,,,,
3,0.0635928064584732,359,,,,,,
3,0.23849697411060333,369,,,,,,
3,0.10485938936471939,379,,,,,,
3,0.15190434455871582,389,,,,,,
3,0.12405817955732346,399,,,,,,
3,0.382942795753479,409,,,,,,
3,0.06902868300676346,419,,,,,,
3,0.10243963450193405,429,,,,,,
3,,431,0.6344088912010193,0.4864864945411682,0.8902167081832886,0.6538679003715515,0.18307150900363922,
4,0.2379176765680313,439,,,,,,
4,0.17582058906555176,449,,,,,,
4,0.5165920257568359,459,,,,,,
4,0.03973110020160675,469,,,,,,
4,0.15104088187217712,479,,,,,,
4,0.14265519380569458,489,,,,,,
4,1.5078213214874268,499,,,,,,
4,0.17571590840816498,509,,,,,,
4,0.11961571127176285,519,,,,,,
4,0.2595718502998352,529,,,,,,
4,0.20661216974258423,539,,,,,,
4,,539,0.6296340823173523,0.4810810685157776,0.8885601758956909,0.6586088538169861,0.17172294855117798,
5,,540,,,,,,0.17172294855117798
