step,train_loss,epoch,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,val_qa_em,test_loss
9,0.368185818195343,0,,,,,,
19,0.2505079507827759,0,,,,,,
29,0.37049901485443115,0,,,,,,
39,0.5775973200798035,0,,,,,,
49,0.2759428024291992,0,,,,,,
59,0.17593468725681305,0,,,,,,
69,0.2824384868144989,0,,,,,,
79,0.19472241401672363,0,,,,,,
89,0.2986651062965393,0,,,,,,
99,0.1285589188337326,0,,,,,,
109,0.14496229588985443,0,,,,,,
119,0.19569925963878632,0,,,,,,
129,0.20033732056617737,0,,,,,,
139,0.18487809598445892,0,,,,,,
149,0.14214470982551575,0,,,,,,
159,0.09186653047800064,0,,,,,,
169,0.08602261543273926,0,,,,,,
179,0.12041939795017242,0,,,,,,
189,0.1407545804977417,0,,,,,,
199,0.09401477873325348,0,,,,,,
209,0.04499286040663719,0,,,,,,
219,0.09395192563533783,0,,,,,,
229,0.19373787939548492,0,,,,,,
239,0.18265755474567413,0,,,,,,
249,0.1667535901069641,0,,,,,,
259,0.1697213351726532,0,,,,,,
269,0.19466860592365265,0,,,,,,
279,0.10375341027975082,0,,,,,,
289,0.14613227546215057,0,,,,,,
299,0.14025697112083435,0,,,,,,
309,0.1041339710354805,0,,,,,,
319,0.11754193156957626,0,,,,,,
329,0.11475979536771774,0,,,,,,
339,0.12573526799678802,0,,,,,,
349,0.13033564388751984,0,,,,,,
359,0.4148254692554474,0,,,,,,
359,,0,0.20033006370067596,0.1112649217247963,0.7756409645080566,0.2596628963947296,0.13829787075519562,
369,0.09758679568767548,1,,,,,,
379,0.08180620521306992,1,,,,,,
389,0.13928477466106415,1,,,,,,
399,0.12611737847328186,1,,,,,,
409,0.13569776713848114,1,,,,,,
419,0.08237436413764954,1,,,,,,
429,0.09799548238515854,1,,,,,,
439,0.09003797173500061,1,,,,,,
449,0.19127881526947021,1,,,,,,
459,0.12370162457227707,1,,,,,,
469,0.18886224925518036,1,,,,,,
479,0.1626296192407608,1,,,,,,
489,0.08984555304050446,1,,,,,,
499,0.14785093069076538,1,,,,,,
509,0.10898053646087646,1,,,,,,
519,0.138936847448349,1,,,,,,
529,0.07554005831480026,1,,,,,,
539,0.16078679263591766,1,,,,,,
549,0.10858683288097382,1,,,,,,
559,0.2710679769515991,1,,,,,,
569,0.09480085223913193,1,,,,,,
579,0.15716715157032013,1,,,,,,
589,0.08665268868207932,1,,,,,,
599,0.04766957834362984,1,,,,,,
609,0.10733972489833832,1,,,,,,
619,0.07841365039348602,1,,,,,,
629,0.08695144206285477,1,,,,,,
639,0.08718682080507278,1,,,,,,
649,0.117185078561306,1,,,,,,
659,0.15269236266613007,1,,,,,,
669,0.04380015656352043,1,,,,,,
679,0.09696485847234726,1,,,,,,
689,0.1408245861530304,1,,,,,,
699,0.08053015172481537,1,,,,,,
709,0.12302432954311371,1,,,,,,
719,0.07795217633247375,1,,,,,,
719,,1,0.2077932357788086,0.09151604771614075,0.7773287892341614,0.2753308415412903,0.14095744490623474,
729,0.07630482316017151,2,,,,,,
