epoch,step,train_loss,val_qa_bert_score,val_qa_sas,val_qa_em,val_qa_answer_f1,val_loss,test_loss
0,9,1.0587879419326782,,,,,,
0,19,0.6631119251251221,,,,,,
0,29,0.8118751645088196,,,,,,
0,39,0.39477697014808655,,,,,,
0,49,0.5572935342788696,,,,,,
0,59,0.7938074469566345,,,,,,
0,69,1.6030179262161255,,,,,,
0,79,0.4370165765285492,,,,,,
0,89,0.41828373074531555,,,,,,
0,99,0.6868724822998047,,,,,,
0,109,0.6917605400085449,,,,,,
0,119,0.5167009234428406,,,,,,
0,129,0.5040352940559387,,,,,,
0,139,1.3717617988586426,,,,,,
0,149,0.7934426069259644,,,,,,
0,159,0.2185034304857254,,,,,,
0,169,0.4958583116531372,,,,,,
0,179,0.2505017817020416,,,,,,
0,189,1.4616563320159912,,,,,,
0,199,0.4993962049484253,,,,,,
0,209,0.31675297021865845,,,,,,
0,219,0.27484971284866333,,,,,,
0,229,0.46001166105270386,,,,,,
0,239,0.42810457944869995,,,,,,
0,249,0.2452652007341385,,,,,,
0,259,0.4300970435142517,,,,,,
0,269,0.4536706507205963,,,,,,
0,279,0.4183480441570282,,,,,,
0,289,0.33014053106307983,,,,,,
0,299,0.7386388182640076,,,,,,
0,309,0.7914279103279114,,,,,,
0,319,0.06841520220041275,,,,,,
0,329,0.4306800663471222,,,,,,
0,339,0.545543909072876,,,,,,
0,349,0.5109503269195557,,,,,,
0,359,0.45122939348220825,,,,,,
0,362,,0.8628039360046387,0.5871307849884033,0.389380544424057,0.5549327731132507,0.14514246582984924,
1,369,0.3771432340145111,,,,,,
1,379,0.2728492319583893,,,,,,
1,389,1.069164514541626,,,,,,
1,399,0.2636772692203522,,,,,,
1,409,0.47192949056625366,,,,,,
1,419,0.8783581852912903,,,,,,
1,429,0.512306272983551,,,,,,
1,439,0.3939346969127655,,,,,,
1,449,0.5726064443588257,,,,,,
1,459,0.16141627728939056,,,,,,
1,469,0.1688850373029709,,,,,,
1,479,0.19640156626701355,,,,,,
1,489,0.28167322278022766,,,,,,
1,499,0.11772662401199341,,,,,,
1,509,0.5179770588874817,,,,,,
1,519,0.633994996547699,,,,,,
1,529,2.1503522396087646,,,,,,
1,539,0.41051003336906433,,,,,,
1,549,0.19911393523216248,,,,,,
1,559,0.5424311757087708,,,,,,
1,569,0.3736947178840637,,,,,,
1,579,0.4256630837917328,,,,,,
1,589,0.15808390080928802,,,,,,
1,599,0.2209622710943222,,,,,,
1,609,0.5087842345237732,,,,,,
1,619,0.4191705882549286,,,,,,
1,629,0.31608930230140686,,,,,,
1,639,0.28739893436431885,,,,,,
1,649,0.10504408925771713,,,,,,
1,659,0.9781233668327332,,,,,,
1,669,0.08848345279693604,,,,,,
1,679,0.39037007093429565,,,,,,
1,689,0.39805659651756287,,,,,,
