train_loss,epoch,step,val_qa_sas,val_qa_bert_score,val_loss,val_qa_answer_f1,val_qa_em,test_loss
0.6235141754150391,0,9,,,,,,
0.3808794617652893,0,19,,,,,,
0.7204711437225342,0,29,,,,,,
0.21607796847820282,0,39,,,,,,
0.28340446949005127,0,49,,,,,,
0.29633501172065735,0,59,,,,,,
0.14210523664951324,0,69,,,,,,
0.15625473856925964,0,79,,,,,,
0.17288869619369507,0,89,,,,,,
0.176794171333313,0,99,,,,,,
0.1917286217212677,0,109,,,,,,
0.14073090255260468,0,119,,,,,,
0.3296928405761719,0,129,,,,,,
0.2598218321800232,0,139,,,,,,
0.11434327811002731,0,149,,,,,,
0.15867289900779724,0,159,,,,,,
0.1450207680463791,0,169,,,,,,
0.2333570271730423,0,179,,,,,,
0.1316879391670227,0,189,,,,,,
0.21238140761852264,0,199,,,,,,
0.3141231834888458,0,209,,,,,,
0.15368163585662842,0,219,,,,,,
0.15300360321998596,0,229,,,,,,
0.22371342778205872,0,239,,,,,,
0.1744619756937027,0,249,,,,,,
0.13032381236553192,0,259,,,,,,
0.18528340756893158,0,269,,,,,,
0.1605444699525833,0,279,,,,,,
0.18426388502120972,0,289,,,,,,
0.1655711680650711,0,299,,,,,,
0.12251920998096466,0,309,,,,,,
0.11568629741668701,0,319,,,,,,
0.19673171639442444,0,329,,,,,,
,0,338,0.19157640635967255,0.7482903599739075,0.10829219967126846,0.1521601527929306,0.09198423475027084,
0.1451265513896942,1,339,,,,,,
0.14612895250320435,1,349,,,,,,
0.08667361736297607,1,359,,,,,,
0.11376851797103882,1,369,,,,,,
0.1615809053182602,1,379,,,,,,
0.33365398645401,1,389,,,,,,
0.10027635842561722,1,399,,,,,,
0.14582297205924988,1,409,,,,,,
0.08610579371452332,1,419,,,,,,
0.06666809320449829,1,429,,,,,,
0.15019799768924713,1,439,,,,,,
0.1599811613559723,1,449,,,,,,
0.09477828443050385,1,459,,,,,,
0.19953757524490356,1,469,,,,,,
0.1436145007610321,1,479,,,,,,
0.18105682730674744,1,489,,,,,,
0.12375478446483612,1,499,,,,,,
0.12493313103914261,1,509,,,,,,
0.12232296168804169,1,519,,,,,,
0.1557595580816269,1,529,,,,,,
0.17980407178401947,1,539,,,,,,
0.10705693066120148,1,549,,,,,,
0.09471368044614792,1,559,,,,,,
0.09069386124610901,1,569,,,,,,
0.24425731599330902,1,579,,,,,,
0.2181134968996048,1,589,,,,,,
0.08539880812168121,1,599,,,,,,
0.09762262552976608,1,609,,,,,,
0.21570156514644623,1,619,,,,,,
0.13095510005950928,1,629,,,,,,
0.08968072384595871,1,639,,,,,,
0.10366256535053253,1,649,,,,,,
0.17182113230228424,1,659,,,,,,
0.10130409151315689,1,669,,,,,,
,1,677,0.22383812069892883,0.760253369808197,0.09886107593774796,0.1735095977783203,0.11826544255018234,
0.11233183741569519,2,679,,,,,,
0.07125013321638107,2,689,,,,,,
0.08521579951047897,2,699,,,,,,
0.10882139950990677,2,709,,,,,,
0.12936368584632874,2,719,,,,,,
0.11905381828546524,2,729,,,,,,
0.09967317432165146,2,739,,,,,,
0.06897038221359253,2,749,,,,,,
0.09348194301128387,2,759,,,,,,
