epoch,train_loss,step,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,test_loss
0,0.5021697878837585,9,,,,,,
0,0.8057749271392822,19,,,,,,
0,0.31902194023132324,29,,,,,,
0,0.40074002742767334,39,,,,,,
0,0.28513169288635254,49,,,,,,
0,0.3499923050403595,59,,,,,,
0,0.29376378655433655,69,,,,,,
0,0.2909392714500427,79,,,,,,
0,0.34003615379333496,89,,,,,,
0,0.41607439517974854,99,,,,,,
0,0.1812591403722763,109,,,,,,
0,0.30124229192733765,119,,,,,,
0,0.13125064969062805,129,,,,,,
0,0.2663840651512146,139,,,,,,
0,0.10805974900722504,149,,,,,,
0,0.32230910658836365,159,,,,,,
0,0.2531416416168213,169,,,,,,
0,0.23630759119987488,179,,,,,,
0,0.18148820102214813,189,,,,,,
0,0.2122410088777542,199,,,,,,
0,0.14463099837303162,209,,,,,,
0,0.19962459802627563,219,,,,,,
0,0.23180370032787323,229,,,,,,
0,0.06409691274166107,239,,,,,,
0,0.17825445532798767,249,,,,,,
0,0.1975482553243637,259,,,,,,
0,0.22875894606113434,269,,,,,,
0,0.1752973347902298,279,,,,,,
0,0.26083511114120483,289,,,,,,
0,0.2152925282716751,299,,,,,,
0,0.1489141285419464,309,,,,,,
0,0.10351430624723434,319,,,,,,
0,0.10049521178007126,329,,,,,,
0,0.14586803317070007,339,,,,,,
0,0.13815076649188995,349,,,,,,
0,0.07101324200630188,359,,,,,,
0,0.15176232159137726,369,,,,,,
0,0.08351660519838333,379,,,,,,
0,0.13911040127277374,389,,,,,,
0,0.1148793026804924,399,,,,,,
0,0.07989771664142609,409,,,,,,
0,0.10993220657110214,419,,,,,,
0,0.0947294756770134,429,,,,,,
0,0.1071305200457573,439,,,,,,
0,0.1526424139738083,449,,,,,,
0,0.11422616988420486,459,,,,,,
0,0.08647391200065613,469,,,,,,
0,0.07523736357688904,479,,,,,,
0,0.18782871961593628,489,,,,,,
0,0.08934977650642395,499,,,,,,
0,0.061918165534734726,509,,,,,,
0,0.15524433553218842,519,,,,,,
0,0.11240299046039581,529,,,,,,
0,0.09990935027599335,539,,,,,,
0,0.10107102245092392,549,,,,,,
0,0.04972244054079056,559,,,,,,
0,0.16182848811149597,569,,,,,,
0,0.2732730209827423,579,,,,,,
0,0.072533018887043,589,,,,,,
0,0.14638639986515045,599,,,,,,
0,0.0921224057674408,609,,,,,,
0,0.11366233229637146,619,,,,,,
0,0.07074768841266632,629,,,,,,
0,0.17655673623085022,639,,,,,,
0,0.044835351407527924,649,,,,,,
0,0.07813828438520432,659,,,,,,
0,0.10917927324771881,669,,,,,,
0,0.10206698626279831,679,,,,,,
0,,686,0.8569977283477783,0.4545454680919647,0.10097648203372955,0.5073952078819275,0.5162528157234192,
1,0.08814021199941635,689,,,,,,
1,0.10702231526374817,699,,,,,,
1,0.07514434307813644,709,,,,,,
1,0.051426030695438385,719,,,,,,
1,0.054759301245212555,729,,,,,,
1,0.07532768696546555,739,,,,,,
1,0.06253483891487122,749,,,,,,
1,0.028689906001091003,759,,,,,,
1,0.07756286859512329,769,,,,,,
1,0.09141816198825836,779,,,,,,
1,0.0335233137011528,789,,,,,,
1,0.09506379067897797,799,,,,,,
1,0.06960112601518631,809,,,,,,
1,0.03233864903450012,819,,,,,,
1,0.06796378642320633,829,,,,,,
1,0.051622893661260605,839,,,,,,
1,0.12773776054382324,849,,,,,,
1,0.036278318613767624,859,,,,,,
1,0.0937797874212265,869,,,,,,
1,0.06860051304101944,879,,,,,,
1,0.025632068514823914,889,,,,,,
1,0.057598162442445755,899,,,,,,
1,0.0420750267803669,909,,,,,,
1,0.03942139074206352,919,,,,,,
1,0.11253650486469269,929,,,,,,
1,0.020785987377166748,939,,,,,,
1,0.058889590203762054,949,,,,,,
1,0.026386994868516922,959,,,,,,
1,0.09563851356506348,969,,,,,,
1,0.09693759679794312,979,,,,,,
1,0.022899549454450607,989,,,,,,
1,0.05094677582383156,999,,,,,,
1,0.052349574863910675,1009,,,,,,
1,0.08336270600557327,1019,,,,,,
1,0.037420257925987244,1029,,,,,,
1,0.10104142874479294,1039,,,,,,
1,0.03499549627304077,1049,,,,,,
1,0.08248284459114075,1059,,,,,,
1,0.02474021725356579,1069,,,,,,
1,0.01521001011133194,1079,,,,,,
1,0.05462496355175972,1089,,,,,,
1,0.05237530171871185,1099,,,,,,
1,0.07703500241041183,1109,,,,,,
1,0.05580470710992813,1119,,,,,,
1,0.056947074830532074,1129,,,,,,
1,0.017700672149658203,1139,,,,,,
1,0.07614395022392273,1149,,,,,,
1,0.029488034546375275,1159,,,,,,
1,0.03666429594159126,1169,,,,,,
1,0.025171106681227684,1179,,,,,,
1,0.18432025611400604,1189,,,,,,
1,0.06502335518598557,1199,,,,,,
1,0.03996656462550163,1209,,,,,,
1,0.0323600172996521,1219,,,,,,
1,0.06373585760593414,1229,,,,,,
1,0.014315677806735039,1239,,,,,,
1,0.012596454471349716,1249,,,,,,
1,0.045464400202035904,1259,,,,,,
1,0.08993466943502426,1269,,,,,,
1,0.03147544711828232,1279,,,,,,
1,0.035537492483854294,1289,,,,,,
1,0.01567157916724682,1299,,,,,,
1,0.016300803050398827,1309,,,,,,
1,0.06839756667613983,1319,,,,,,
1,0.023761766031384468,1329,,,,,,
1,0.048942215740680695,1339,,,,,,
1,0.0395062193274498,1349,,,,,,
1,0.034941960126161575,1359,,,,,,
1,0.013236153870821,1369,,,,,,
1,,1373,0.8774346709251404,0.5779221057891846,0.1150859072804451,0.594863772392273,0.6162116527557373,
2,0.028000615537166595,1379,,,,,,
2,0.011201429180800915,1389,,,,,,
2,0.021911630406975746,1399,,,,,,
2,0.013102319091558456,1409,,,,,,
2,0.006782376207411289,1419,,,,,,
2,0.03962378576397896,1429,,,,,,
2,0.008406303822994232,1439,,,,,,
