train_loss,step,epoch,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_em,val_qa_bert_score,test_loss
0.2882852554321289,9,0,,,,,,
0.7527344822883606,19,0,,,,,,
0.33921149373054504,29,0,,,,,,
0.10578685998916626,39,0,,,,,,
0.15216529369354248,49,0,,,,,,
0.32931962609291077,59,0,,,,,,
0.0768648013472557,69,0,,,,,,
0.1697043925523758,79,0,,,,,,
0.10592228174209595,89,0,,,,,,
0.3119313418865204,99,0,,,,,,
0.10754436999559402,109,0,,,,,,
0.18697500228881836,119,0,,,,,,
0.09583564102649689,129,0,,,,,,
0.12098100781440735,139,0,,,,,,
0.19795459508895874,149,0,,,,,,
0.10108364373445511,159,0,,,,,,
0.18469922244548798,169,0,,,,,,
0.14581336081027985,179,0,,,,,,
0.1157848909497261,189,0,,,,,,
0.14045029878616333,199,0,,,,,,
0.05949745327234268,209,0,,,,,,
0.10805504024028778,219,0,,,,,,
0.06536322087049484,229,0,,,,,,
0.1529299020767212,239,0,,,,,,
0.12635432183742523,249,0,,,,,,
0.11116782575845718,259,0,,,,,,
0.07023077458143234,269,0,,,,,,
0.07731547951698303,279,0,,,,,,
0.08821242302656174,289,0,,,,,,
0.22628402709960938,299,0,,,,,,
0.133390411734581,309,0,,,,,,
0.0794835239648819,319,0,,,,,,
0.15379031002521515,329,0,,,,,,
0.1379878968000412,339,0,,,,,,
0.11338173598051071,349,0,,,,,,
0.10220875591039658,359,0,,,,,,
,362,0,0.10611507296562195,0.29530346393585205,0.24074815213680267,0.16575342416763306,0.7956773638725281,
0.1320287585258484,369,1,,,,,,
0.0672750174999237,379,1,,,,,,
0.14382436871528625,389,1,,,,,,
0.1878381222486496,399,1,,,,,,
0.07078099995851517,409,1,,,,,,
0.1709309220314026,419,1,,,,,,
0.06177122890949249,429,1,,,,,,
0.13327695429325104,439,1,,,,,,
0.12447240203619003,449,1,,,,,,
0.08417123556137085,459,1,,,,,,
0.13543908298015594,469,1,,,,,,
0.0561121441423893,479,1,,,,,,
0.06223969906568527,489,1,,,,,,
0.08359204977750778,499,1,,,,,,
0.08126306533813477,509,1,,,,,,
0.08255012333393097,519,1,,,,,,
0.065305694937706,529,1,,,,,,
0.1332647055387497,539,1,,,,,,
0.061289481818675995,549,1,,,,,,
0.12383148819208145,559,1,,,,,,
0.19003736972808838,569,1,,,,,,
0.05307683348655701,579,1,,,,,,
0.1264813095331192,589,1,,,,,,
0.09433326125144958,599,1,,,,,,
0.11722514033317566,609,1,,,,,,
0.0898788571357727,619,1,,,,,,
0.15464907884597778,629,1,,,,,,
0.11110842972993851,639,1,,,,,,
0.07942400872707367,649,1,,,,,,
0.09706775844097137,659,1,,,,,,
0.07103758305311203,669,1,,,,,,
0.13274897634983063,679,1,,,,,,
0.055018309503793716,689,1,,,,,,
0.18379053473472595,699,1,,,,,,
0.07299284636974335,709,1,,,,,,
0.07007544487714767,719,1,,,,,,
,725,1,0.10992596298456192,0.3201698064804077,0.26397714018821716,0.18904109299182892,0.8061056137084961,
0.06622564047574997,729,2,,,,,,
