step,epoch,train_loss,val_qa_em,val_qa_sas,val_qa_bert_score,val_loss,val_qa_answer_f1,test_loss
9,0,0.5407326221466064,,,,,,
19,0,0.33810311555862427,,,,,,
29,0,nan,,,,,,
39,0,0.9545896649360657,,,,,,
49,0,0.47253644466400146,,,,,,
59,0,0.2517321705818176,,,,,,
69,0,0.5564104914665222,,,,,,
79,0,0.3040207028388977,,,,,,
89,0,0.6661801338195801,,,,,,
99,0,0.3939049243927002,,,,,,
109,0,0.3227119743824005,,,,,,
119,0,0.5229411721229553,,,,,,
129,0,0.4122283458709717,,,,,,
139,0,0.27823248505592346,,,,,,
149,0,0.255618691444397,,,,,,
159,0,0.33577701449394226,,,,,,
169,0,0.22560882568359375,,,,,,
179,0,0.1567341387271881,,,,,,
189,0,0.36219361424446106,,,,,,
199,0,0.5910941362380981,,,,,,
209,0,0.2906779646873474,,,,,,
219,0,0.8220879435539246,,,,,,
229,0,0.5455183982849121,,,,,,
239,0,0.6330451965332031,,,,,,
249,0,0.22522765398025513,,,,,,
259,0,0.5146657824516296,,,,,,
269,0,1.5121370553970337,,,,,,
279,0,0.28135305643081665,,,,,,
289,0,0.1544906347990036,,,,,,
299,0,0.16898250579833984,,,,,,
309,0,0.13277970254421234,,,,,,
319,0,0.15321238338947296,,,,,,
329,0,0.19295887649059296,,,,,,
339,0,0.231371209025383,,,,,,
339,0,,0.4117647111415863,0.5758988261222839,0.8681346774101257,0.09358133375644684,0.5322738289833069,
349,1,0.09208732843399048,,,,,,
359,1,0.49895042181015015,,,,,,
369,1,0.38698282837867737,,,,,,
379,1,0.2785601019859314,,,,,,
389,1,0.6200822591781616,,,,,,
399,1,0.15163078904151917,,,,,,
409,1,0.2200227826833725,,,,,,
419,1,0.5425959825515747,,,,,,
429,1,0.347548246383667,,,,,,
439,1,0.2629901170730591,,,,,,
449,1,0.2031659185886383,,,,,,
459,1,0.29400157928466797,,,,,,
469,1,0.2144003063440323,,,,,,
479,1,0.2624872624874115,,,,,,
489,1,0.14686009287834167,,,,,,
499,1,0.21209298074245453,,,,,,
509,1,0.12581025063991547,,,,,,
519,1,0.12329534441232681,,,,,,
529,1,0.2843640446662903,,,,,,
539,1,0.1927109807729721,,,,,,
549,1,0.5852195620536804,,,,,,
559,1,0.47474777698516846,,,,,,
569,1,0.09890574216842651,,,,,,
579,1,0.036015644669532776,,,,,,
589,1,0.3645044267177582,,,,,,
599,1,0.3716653287410736,,,,,,
609,1,0.354819655418396,,,,,,
619,1,0.3303864300251007,,,,,,
629,1,0.3280031681060791,,,,,,
639,1,0.18292182683944702,,,,,,
649,1,0.043803974986076355,,,,,,
