step,epoch,train_loss,val_loss,val_qa_em,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,test_loss
9,0,0.5184587240219116,,,,,,
19,0,0.4369683861732483,,,,,,
29,0,0.14090169966220856,,,,,,
39,0,0.551913857460022,,,,,,
49,0,0.10942745208740234,,,,,,
59,0,0.13912726938724518,,,,,,
69,0,0.06011774018406868,,,,,,
79,0,0.23139870166778564,,,,,,
89,0,0.18160876631736755,,,,,,
99,0,0.1871330440044403,,,,,,
109,0,0.11386299878358841,,,,,,
119,0,0.12672841548919678,,,,,,
129,0,0.1811489313840866,,,,,,
139,0,0.16985231637954712,,,,,,
149,0,0.27719348669052124,,,,,,
159,0,0.2159448117017746,,,,,,
169,0,0.1412527710199356,,,,,,
179,0,0.1180219054222107,,,,,,
189,0,0.16969893872737885,,,,,,
199,0,0.26449257135391235,,,,,,
209,0,0.11346962302923203,,,,,,
219,0,0.14781753718852997,,,,,,
229,0,0.10240862518548965,,,,,,
239,0,0.05804658308625221,,,,,,
249,0,0.09755659103393555,,,,,,
259,0,0.09137550741434097,,,,,,
269,0,0.09767824411392212,,,,,,
279,0,0.11600001901388168,,,,,,
289,0,0.15377116203308105,,,,,,
299,0,0.14175570011138916,,,,,,
309,0,0.22324557602405548,,,,,,
319,0,0.14524176716804504,,,,,,
329,0,0.1076604425907135,,,,,,
339,0,0.13089895248413086,,,,,,
349,0,0.1742403358221054,,,,,,
359,0,0.10164458304643631,,,,,,
369,0,0.08180813491344452,,,,,,
374,0,,0.09718704968690872,0.14330708980560303,0.7733778357505798,0.2601298689842224,0.21403147280216217,
379,1,0.19957087934017181,,,,,,
389,1,0.11286868155002594,,,,,,
399,1,0.09319162368774414,,,,,,
409,1,0.06616540998220444,,,,,,
419,1,0.23261769115924835,,,,,,
429,1,0.10363000631332397,,,,,,
439,1,0.06824154406785965,,,,,,
449,1,0.12756508588790894,,,,,,
459,1,0.1371782422065735,,,,,,
469,1,0.08887059986591339,,,,,,
479,1,0.14036668837070465,,,,,,
489,1,0.07772396504878998,,,,,,
499,1,0.17485150694847107,,,,,,
509,1,0.14776407182216644,,,,,,
519,1,0.06602995842695236,,,,,,
529,1,0.08172014355659485,,,,,,
539,1,0.19407598674297333,,,,,,
549,1,0.0745340958237648,,,,,,
559,1,0.16293200850486755,,,,,,
569,1,0.09546466171741486,,,,,,
579,1,0.09659046679735184,,,,,,
589,1,0.12419866770505905,,,,,,
599,1,0.11459414660930634,,,,,,
609,1,0.14788144826889038,,,,,,
619,1,0.08224689215421677,,,,,,
629,1,0.17256632447242737,,,,,,
639,1,0.1331665962934494,,,,,,
649,1,0.14697600901126862,,,,,,
659,1,0.1266002506017685,,,,,,
669,1,0.11122679710388184,,,,,,
679,1,0.07255204021930695,,,,,,
689,1,0.09638266265392303,,,,,,
699,1,0.14262200891971588,,,,,,
709,1,0.08597957342863083,,,,,,
719,1,0.1260092854499817,,,,,,
729,1,0.12469778954982758,,,,,,
739,1,0.042860034853219986,,,,,,
749,1,0.4142320454120636,,,,,,
749,1,,0.10704637318849564,0.18267716467380524,0.7942726612091064,0.3045993447303772,0.2587985396385193,
759,2,0.048448313027620316,,,,,,
769,2,0.11127935349941254,,,,,,
779,2,0.06010492146015167,,,,,,
789,2,0.15635615587234497,,,,,,
799,2,0.07765314728021622,,,,,,
809,2,0.08500944077968597,,,,,,
819,2,0.11674816161394119,,,,,,
829,2,0.06138018146157265,,,,,,
839,2,0.09144347161054611,,,,,,
849,2,0.08346419781446457,,,,,,
859,2,0.08735618740320206,,,,,,
869,2,0.06480936706066132,,,,,,
879,2,0.06442529708147049,,,,,,
889,2,0.06303134560585022,,,,,,
899,2,0.08865968883037567,,,,,,
909,2,0.11861802637577057,,,,,,
919,2,0.08441128581762314,,,,,,
929,2,0.06792142987251282,,,,,,
939,2,0.09236010909080505,,,,,,
949,2,0.0778113380074501,,,,,,
959,2,0.12242945283651352,,,,,,
969,2,0.06694284081459045,,,,,,
979,2,0.0969022661447525,,,,,,
989,2,0.10406992584466934,,,,,,
999,2,0.0669562891125679,,,,,,
1009,2,0.09192278981208801,,,,,,
1019,2,0.11368971318006516,,,,,,
1029,2,0.08578862249851227,,,,,,
1039,2,0.057995978742837906,,,,,,
1049,2,0.06444074958562851,,,,,,
1059,2,0.06877302378416061,,,,,,
1069,2,0.061601120978593826,,,,,,
1079,2,0.04592021927237511,,,,,,
1089,2,0.08844456076622009,,,,,,
1099,2,0.0934327095746994,,,,,,
1109,2,0.06791681051254272,,,,,,
1119,2,0.04926915094256401,,,,,,
1124,2,,0.10845205932855606,0.21889764070510864,0.8108012080192566,0.3476185202598572,0.29854804277420044,
1129,3,0.09127280116081238,,,,,,
1139,3,0.061726875603199005,,,,,,
1149,3,0.05867445468902588,,,,,,
1159,3,0.037341829389333725,,,,,,
1169,3,0.10532163828611374,,,,,,
1179,3,0.06468172371387482,,,,,,
1189,3,0.05094228684902191,,,,,,
1199,3,0.077530138194561,,,,,,
1209,3,0.06442674249410629,,,,,,
1219,3,0.053166959434747696,,,,,,
1229,3,0.07854590564966202,,,,,,
1239,3,0.05409187078475952,,,,,,
1249,3,0.06124992296099663,,,,,,
1259,3,0.09626763314008713,,,,,,
1269,3,0.03369450569152832,,,,,,
1279,3,0.049761153757572174,,,,,,
1289,3,0.0927487164735794,,,,,,
1299,3,0.04661783576011658,,,,,,
1309,3,0.05741002783179283,,,,,,
1319,3,0.060498785227537155,,,,,,
1329,3,0.05420708283782005,,,,,,
1339,3,0.07084506750106812,,,,,,
1349,3,0.05754933878779411,,,,,,
1359,3,0.040607742965221405,,,,,,
1369,3,0.045684657990932465,,,,,,
1379,3,0.07205332070589066,,,,,,
1389,3,0.06884254515171051,,,,,,
1399,3,0.06528361886739731,,,,,,
1409,3,0.05396674945950508,,,,,,
1419,3,0.05158195272088051,,,,,,
1429,3,0.055840883404016495,,,,,,
1439,3,0.05300455540418625,,,,,,
1449,3,0.04199831187725067,,,,,,
1459,3,0.05072231963276863,,,,,,
1469,3,0.0646517276763916,,,,,,
1479,3,0.07013142108917236,,,,,,
1489,3,0.03208508342504501,,,,,,
1499,3,0.007496367674320936,,,,,,
1499,3,,0.11642706394195557,0.26141732931137085,0.8271077275276184,0.38717949390411377,0.3386172354221344,
1509,4,0.036099873483181,,,,,,
1519,4,0.0648544579744339,,,,,,
1529,4,0.04757798835635185,,,,,,
1539,4,0.06423629075288773,,,,,,
1549,4,0.04670646786689758,,,,,,
1559,4,0.05227868631482124,,,,,,
1569,4,0.061110422015190125,,,,,,
1579,4,0.023268891498446465,,,,,,
1589,4,0.05905621871352196,,,,,,
1599,4,0.05205865949392319,,,,,,
1609,4,0.058848440647125244,,,,,,
1619,4,0.04013365879654884,,,,,,
1629,4,0.05633419379591942,,,,,,
1639,4,0.040915537625551224,,,,,,
1649,4,0.06247541680932045,,,,,,
1659,4,0.06761258095502853,,,,,,
1669,4,0.048526063561439514,,,,,,
1679,4,0.04214524105191231,,,,,,
1689,4,0.05026988312602043,,,,,,
1699,4,0.04698098823428154,,,,,,
1709,4,0.06995038688182831,,,,,,
1719,4,0.047824107110500336,,,,,,
1729,4,0.054172102361917496,,,,,,
1739,4,0.06515346467494965,,,,,,
1749,4,0.03450837358832359,,,,,,
1759,4,0.03797045350074768,,,,,,
1769,4,0.04662816599011421,,,,,,
1779,4,0.05032401904463768,,,,,,
1789,4,0.022601133212447166,,,,,,
1799,4,0.03572705760598183,,,,,,
1809,4,0.03652656078338623,,,,,,
1819,4,0.05009050294756889,,,,,,
1829,4,0.02573924884200096,,,,,,
1839,4,0.0324590839445591,,,,,,
1849,4,0.04651987925171852,,,,,,
1859,4,0.01948365569114685,,,,,,
1869,4,0.029065776616334915,,,,,,
1874,4,,0.14434953033924103,0.28031495213508606,0.8312254548072815,0.4012555480003357,0.3539961278438568,
1875,5,,,,,,,0.14434953033924103
