train_loss,epoch,step,val_qa_em,val_qa_bert_score,val_loss,val_qa_answer_f1,val_qa_sas,test_loss
0.5066767334938049,0,9,,,,,,
0.46259361505508423,0,19,,,,,,
0.6375735402107239,0,29,,,,,,
0.23041582107543945,0,39,,,,,,
0.21090096235275269,0,49,,,,,,
0.402084082365036,0,59,,,,,,
0.3416934013366699,0,69,,,,,,
0.24032986164093018,0,79,,,,,,
0.1612444370985031,0,89,,,,,,
0.1924966424703598,0,99,,,,,,
0.27630189061164856,0,109,,,,,,
0.15249428153038025,0,119,,,,,,
0.24308086931705475,0,129,,,,,,
0.15325644612312317,0,139,,,,,,
0.11482357233762741,0,149,,,,,,
0.20271413028240204,0,159,,,,,,
0.2491052895784378,0,169,,,,,,
0.14858891069889069,0,179,,,,,,
0.19050869345664978,0,189,,,,,,
0.1228640154004097,0,199,,,,,,
0.2106284648180008,0,209,,,,,,
0.2723349332809448,0,219,,,,,,
0.20092760026454926,0,229,,,,,,
0.22032935917377472,0,239,,,,,,
0.20527175068855286,0,249,,,,,,
0.1707705408334732,0,259,,,,,,
0.1390780806541443,0,269,,,,,,
0.09885026514530182,0,279,,,,,,
0.11311440169811249,0,289,,,,,,
0.12918777763843536,0,299,,,,,,
0.18964757025241852,0,309,,,,,,
0.10334369540214539,0,319,,,,,,
0.16712811589241028,0,329,,,,,,
0.13949766755104065,0,339,,,,,,
0.19169136881828308,0,349,,,,,,
0.2878240644931793,0,359,,,,,,
0.1221296638250351,0,369,,,,,,
0.16098807752132416,0,379,,,,,,
0.19795900583267212,0,389,,,,,,
0.15975435078144073,0,399,,,,,,
0.2103516310453415,0,409,,,,,,
0.07553484290838242,0,419,,,,,,
0.24119006097316742,0,429,,,,,,
0.18090316653251648,0,439,,,,,,
0.12828627228736877,0,449,,,,,,
0.14337027072906494,0,459,,,,,,
0.09964718669652939,0,469,,,,,,
0.2359655797481537,0,479,,,,,,
0.1848679631948471,0,489,,,,,,
0.1566639542579651,0,499,,,,,,
0.1442527025938034,0,509,,,,,,
0.12155086547136307,0,519,,,,,,
0.286400705575943,0,529,,,,,,
0.17039839923381805,0,539,,,,,,
0.2512947618961334,0,549,,,,,,
0.12577688694000244,0,559,,,,,,
0.19081737101078033,0,569,,,,,,
0.22975435853004456,0,579,,,,,,
0.09556835144758224,0,589,,,,,,
0.1245744451880455,0,599,,,,,,
0.1468462198972702,0,609,,,,,,
0.18187092244625092,0,619,,,,,,
0.1271885484457016,0,629,,,,,,
0.1464172601699829,0,639,,,,,,
0.13293777406215668,0,649,,,,,,
0.13585355877876282,0,659,,,,,,
0.13442681729793549,0,669,,,,,,
0.10131707042455673,0,679,,,,,,
0.14949822425842285,0,689,,,,,,
0.10143622756004333,0,699,,,,,,
0.10388246178627014,0,709,,,,,,
0.2106451839208603,0,719,,,,,,
0.0978529304265976,0,729,,,,,,
0.11521388590335846,0,739,,,,,,
0.10177503526210785,0,749,,,,,,
0.08899808675050735,0,759,,,,,,
0.10785189270973206,0,769,,,,,,
0.1004466861486435,0,779,,,,,,
