train_loss,step,epoch,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_qa_em,test_avg_qa_sas,test_avg_qa_bert_score,test_loss,test_avg_qa_em,test_avg_qa_answer_f1
0.43852925300598145,9,0,,,,,,,,,,
0.32146143913269043,19,0,,,,,,,,,,
0.2416892945766449,29,0,,,,,,,,,,
0.17768408358097076,39,0,,,,,,,,,,
0.1136091947555542,49,0,,,,,,,,,,
0.2950659394264221,59,0,,,,,,,,,,
0.2880939543247223,69,0,,,,,,,,,,
0.34245893359184265,79,0,,,,,,,,,,
0.12673865258693695,89,0,,,,,,,,,,
0.2267284393310547,99,0,,,,,,,,,,
0.1939438432455063,109,0,,,,,,,,,,
0.11996714025735855,119,0,,,,,,,,,,
,120,0,0.1068352684378624,0.4413812756538391,0.4985978305339813,0.8728257417678833,0.3906581699848175,,,,,
0.1400052309036255,129,1,,,,,,,,,,
0.14890585839748383,139,1,,,,,,,,,,
0.11600194871425629,149,1,,,,,,,,,,
0.10916498303413391,159,1,,,,,,,,,,
0.1297021508216858,169,1,,,,,,,,,,
0.1390228569507599,179,1,,,,,,,,,,
0.14825224876403809,189,1,,,,,,,,,,
0.15167830884456635,199,1,,,,,,,,,,
0.3310626745223999,209,1,,,,,,,,,,
0.12202569842338562,219,1,,,,,,,,,,
0.09769248217344284,229,1,,,,,,,,,,
0.12364522367715836,239,1,,,,,,,,,,
,241,1,0.08993170410394669,0.5161558389663696,0.558899998664856,0.8902507424354553,0.4585987329483032,,,,,
0.3039121627807617,249,2,,,,,,,,,,
0.12587405741214752,259,2,,,,,,,,,,
0.10220034420490265,269,2,,,,,,,,,,
0.05754120275378227,279,2,,,,,,,,,,
0.09678806364536285,289,2,,,,,,,,,,
0.06529781222343445,299,2,,,,,,,,,,
0.11125019937753677,309,2,,,,,,,,,,
0.3834739327430725,319,2,,,,,,,,,,
0.22476500272750854,329,2,,,,,,,,,,
0.05432712286710739,339,2,,,,,,,,,,
0.3759062886238098,349,2,,,,,,,,,,
0.09806688874959946,359,2,,,,,,,,,,
,362,2,0.0862700417637825,0.5539851188659668,0.5927144885063171,0.8988571166992188,0.5010615587234497,,,,,
0.16875845193862915,369,3,,,,,,,,,,
0.1329493224620819,379,3,,,,,,,,,,
0.0897577702999115,389,3,,,,,,,,,,
0.1454390287399292,399,3,,,,,,,,,,
0.10019832849502563,409,3,,,,,,,,,,
0.112795390188694,419,3,,,,,,,,,,
0.09408082067966461,429,3,,,,,,,,,,
0.0808228850364685,439,3,,,,,,,,,,
0.20869721472263336,449,3,,,,,,,,,,
0.12681129574775696,459,3,,,,,,,,,,
0.15239018201828003,469,3,,,,,,,,,,
0.1416441798210144,479,3,,,,,,,,,,
,483,3,0.08071721345186234,0.5640705823898315,0.6014547348022461,0.902050793170929,0.5116772651672363,,,,,
0.16959695518016815,489,4,,,,,,,,,,
0.08198876678943634,499,4,,,,,,,,,,
0.0663531944155693,509,4,,,,,,,,,,
0.10185409337282181,519,4,,,,,,,,,,
0.11143006384372711,529,4,,,,,,,,,,
0.0957617238163948,539,4,,,,,,,,,,
0.2204078882932663,549,4,,,,,,,,,,
0.0932934507727623,559,4,,,,,,,,,,
0.12089928984642029,569,4,,,,,,,,,,
0.1592247188091278,579,4,,,,,,,,,,
0.11933976411819458,589,4,,,,,,,,,,
0.2571653425693512,599,4,,,,,,,,,,
,604,4,0.07904694974422455,0.5787575244903564,0.6115428805351257,0.9040586948394775,0.5307855606079102,,,,,
,605,5,,,,,,0.6115428805351257,0.9040586948394775,0.07904694974422455,0.5307855606079102,0.5787575244903564
