step,train_loss,epoch,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,val_qa_em,test_loss
9,0.5657913684844971,0,,,,,,
19,0.501826286315918,0,,,,,,
29,0.11279074847698212,0,,,,,,
39,0.5221531987190247,0,,,,,,
49,0.11304480582475662,0,,,,,,
59,0.12550969421863556,0,,,,,,
69,0.05558881536126137,0,,,,,,
79,0.2263868898153305,0,,,,,,
89,0.1799914389848709,0,,,,,,
99,0.12078297883272171,0,,,,,,
109,0.12720176577568054,0,,,,,,
119,0.11063077300786972,0,,,,,,
129,0.12842944264411926,0,,,,,,
139,0.19067972898483276,0,,,,,,
149,0.2545420229434967,0,,,,,,
159,0.220583975315094,0,,,,,,
169,0.1519252359867096,0,,,,,,
179,0.13204814493656158,0,,,,,,
189,0.12620721757411957,0,,,,,,
199,0.3072737157344818,0,,,,,,
209,0.14205467700958252,0,,,,,,
219,0.12076672166585922,0,,,,,,
229,0.09118087589740753,0,,,,,,
239,0.07164957374334335,0,,,,,,
249,0.10909180343151093,0,,,,,,
259,0.06906341016292572,0,,,,,,
269,0.09591535478830338,0,,,,,,
279,0.14443491399288177,0,,,,,,
289,0.15558314323425293,0,,,,,,
299,0.1658032089471817,0,,,,,,
309,0.11495339125394821,0,,,,,,
319,0.14975908398628235,0,,,,,,
329,0.12281979620456696,0,,,,,,
339,0.19757509231567383,0,,,,,,
349,0.122072733938694,0,,,,,,
359,0.1066131442785263,0,,,,,,
369,0.1347941756248474,0,,,,,,
374,,0,0.21716509759426117,0.104632668197155,0.7778215408325195,0.26437267661094666,0.13700787723064423,
379,0.22926801443099976,1,,,,,,
389,0.12624625861644745,1,,,,,,
399,0.09611931443214417,1,,,,,,
409,0.07835003733634949,1,,,,,,
419,0.2039441466331482,1,,,,,,
429,0.1269093155860901,1,,,,,,
439,0.07479415833950043,1,,,,,,
449,0.1250254064798355,1,,,,,,
459,0.1399831771850586,1,,,,,,
469,0.09260883182287216,1,,,,,,
479,0.1779164969921112,1,,,,,,
489,0.0747300237417221,1,,,,,,
499,0.14545691013336182,1,,,,,,
509,0.14644171297550201,1,,,,,,
519,0.0657622367143631,1,,,,,,
529,0.13033448159694672,1,,,,,,
539,0.15858326852321625,1,,,,,,
549,0.07358633726835251,1,,,,,,
559,0.14846165478229523,1,,,,,,
569,0.08032353967428207,1,,,,,,
579,0.12229230999946594,1,,,,,,
589,0.10920415073633194,1,,,,,,
599,0.1152048408985138,1,,,,,,
609,0.11872367560863495,1,,,,,,
619,0.06622990220785141,1,,,,,,
629,0.21270683407783508,1,,,,,,
639,0.11818978190422058,1,,,,,,
649,0.12226885557174683,1,,,,,,
659,0.13231481611728668,1,,,,,,
669,0.11101791262626648,1,,,,,,
679,0.09358765929937363,1,,,,,,
689,0.12783223390579224,1,,,,,,
699,0.14097483456134796,1,,,,,,
709,0.10005620867013931,1,,,,,,
719,0.13978758454322815,1,,,,,,
729,0.1274564415216446,1,,,,,,
739,0.04370471462607384,1,,,,,,
749,0.4477100968360901,1,,,,,,
749,,1,0.2641587257385254,0.10899228602647781,0.7969658374786377,0.31252509355545044,0.18110236525535583,
759,0.0688336044549942,2,,,,,,
769,0.0992196574807167,2,,,,,,
779,0.05672115832567215,2,,,,,,
789,0.14455826580524445,2,,,,,,
799,0.11785975098609924,2,,,,,,
809,0.10335060954093933,2,,,,,,
819,0.12118755280971527,2,,,,,,
829,0.07292507588863373,2,,,,,,
839,0.09606648981571198,2,,,,,,
849,0.10142763704061508,2,,,,,,
859,0.08723095804452896,2,,,,,,
869,0.07102777808904648,2,,,,,,
879,0.06487035751342773,2,,,,,,
889,0.06761051714420319,2,,,,,,
899,0.06792787462472916,2,,,,,,
909,0.09133913367986679,2,,,,,,
919,0.0932205319404602,2,,,,,,
929,0.06776845455169678,2,,,,,,
939,0.09372608363628387,2,,,,,,
949,0.11689676344394684,2,,,,,,
959,0.12500937283039093,2,,,,,,
969,0.049534332007169724,2,,,,,,
979,0.08039810508489609,2,,,,,,
989,0.12601299583911896,2,,,,,,
999,0.07316537201404572,2,,,,,,
1009,0.08134564012289047,2,,,,,,
1019,0.09875382483005524,2,,,,,,
1029,0.08673732727766037,2,,,,,,
1039,0.08063484728336334,2,,,,,,
1049,0.06193136051297188,2,,,,,,
1059,0.07635486871004105,2,,,,,,
1069,0.062244392931461334,2,,,,,,
1079,0.04737372323870659,2,,,,,,
1089,0.07572869211435318,2,,,,,,
1099,0.0635981485247612,2,,,,,,
1109,0.07821428030729294,2,,,,,,
1119,0.04265701770782471,2,,,,,,
1124,,2,0.29669812321662903,0.11163174360990524,0.812537431716919,0.35490497946739197,0.21889764070510864,
1129,0.09989021718502045,3,,,,,,
1139,0.05685680732131004,3,,,,,,
1149,0.07722406089305878,3,,,,,,
1159,0.04275764524936676,3,,,,,,
1169,0.05315494164824486,3,,,,,,
1179,0.09587172418832779,3,,,,,,
1189,0.054258670657873154,3,,,,,,
1199,0.08476780354976654,3,,,,,,
1209,0.08412986993789673,3,,,,,,
1219,0.06068260595202446,3,,,,,,
1229,0.10530521720647812,3,,,,,,
1239,0.059986814856529236,3,,,,,,
1249,0.07047711312770844,3,,,,,,
1259,0.060261182487010956,3,,,,,,
1269,0.03449498116970062,3,,,,,,
1279,0.0490628257393837,3,,,,,,
1289,0.07787802815437317,3,,,,,,
1299,0.04603976011276245,3,,,,,,
1309,0.057921770960092545,3,,,,,,
1319,0.06991084665060043,3,,,,,,
1329,0.050739023834466934,3,,,,,,
1339,0.06738443672657013,3,,,,,,
1349,0.05363460257649422,3,,,,,,
1359,0.06276880204677582,3,,,,,,
1369,0.049087464809417725,3,,,,,,
1379,0.06464831531047821,3,,,,,,
1389,0.07454527169466019,3,,,,,,
1399,0.043302133679389954,3,,,,,,
1409,0.0633072555065155,3,,,,,,
1419,0.05391855165362358,3,,,,,,
1429,0.05296800285577774,3,,,,,,
1439,0.05187881737947464,3,,,,,,
1449,0.07092562317848206,3,,,,,,
1459,0.06275316327810287,3,,,,,,
1469,0.06365945935249329,3,,,,,,
1479,0.07013365626335144,3,,,,,,
1489,0.03309793770313263,3,,,,,,
1499,0.006889280863106251,3,,,,,,
1499,,3,0.30991724133491516,0.12199586629867554,0.8199203014373779,0.3674076199531555,0.22992126643657684,
1509,0.040921252220869064,4,,,,,,
1519,0.054946012794971466,4,,,,,,
1529,0.04115477204322815,4,,,,,,
1539,0.05205455422401428,4,,,,,,
1549,0.04734336584806442,4,,,,,,
1559,0.04984919726848602,4,,,,,,
1569,0.05116504430770874,4,,,,,,
1579,0.025495700538158417,4,,,,,,
1589,0.07048321515321732,4,,,,,,
1599,0.05717402696609497,4,,,,,,
1609,0.05909454822540283,4,,,,,,
1619,0.03229277953505516,4,,,,,,
1629,0.049368374049663544,4,,,,,,
1639,0.05046236142516136,4,,,,,,
1649,0.052038196474313736,4,,,,,,
1659,0.06009109318256378,4,,,,,,
1669,0.05544309690594673,4,,,,,,
1679,0.046954359859228134,4,,,,,,
1689,0.03436729311943054,4,,,,,,
1699,0.05848556011915207,4,,,,,,
1709,0.07011087983846664,4,,,,,,
1719,0.037127699702978134,4,,,,,,
1729,0.028473032638430595,4,,,,,,
1739,0.059004392474889755,4,,,,,,
1749,0.042253054678440094,4,,,,,,
1759,0.02741197869181633,4,,,,,,
1769,0.043900586664676666,4,,,,,,
1779,0.05521552264690399,4,,,,,,
1789,0.04778458550572395,4,,,,,,
1799,0.03716553747653961,4,,,,,,
1809,0.04594001919031143,4,,,,,,
1819,0.04269728437066078,4,,,,,,
1829,0.03267496079206467,4,,,,,,
1839,0.02853436768054962,4,,,,,,
1849,0.04564541578292847,4,,,,,,
1859,0.03329843282699585,4,,,,,,
1869,0.026831066235899925,4,,,,,,
1874,,4,0.3432323634624481,0.14688415825366974,0.8307533860206604,0.39507970213890076,0.27086615562438965,
1875,,5,,,,,,0.14688415825366974
