step,train_loss,epoch,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_em,test_loss
9,0.15531152486801147,0,,,,,,
19,0.10220299661159515,0,,,,,,
29,0.08347363024950027,0,,,,,,
39,0.0815056711435318,0,,,,,,
49,0.06054562330245972,0,,,,,,
59,0.048884984105825424,0,,,,,,
69,0.04688655957579613,0,,,,,,
79,0.044503580778837204,0,,,,,,
89,0.060896072536706924,0,,,,,,
99,0.064909927546978,0,,,,,,
109,0.05840805917978287,0,,,,,,
119,0.05057624354958534,0,,,,,,
129,0.06277492642402649,0,,,,,,
139,0.0825534537434578,0,,,,,,
149,0.05162752792239189,0,,,,,,
159,0.0447935052216053,0,,,,,,
169,0.06057078391313553,0,,,,,,
179,0.04851878806948662,0,,,,,,
186,,0,0.8192415833473206,0.3163406550884247,0.21087546646595,0.11069899052381516,0.13612565398216248,
189,0.043589431792497635,1,,,,,,
199,0.05582289397716522,1,,,,,,
209,0.06697359681129456,1,,,,,,
219,0.05513238161802292,1,,,,,,
229,0.03315921127796173,1,,,,,,
239,0.039694443345069885,1,,,,,,
249,0.07223352789878845,1,,,,,,
259,0.058300502598285675,1,,,,,,
269,0.047312334179878235,1,,,,,,
279,0.06416444480419159,1,,,,,,
289,0.042550962418317795,1,,,,,,
299,0.059280361980199814,1,,,,,,
309,0.04356340318918228,1,,,,,,
319,0.0682315081357956,1,,,,,,
329,0.049526397138834,1,,,,,,
339,0.05465589463710785,1,,,,,,
349,0.06276942789554596,1,,,,,,
359,0.06223859637975693,1,,,,,,
369,0.058272093534469604,1,,,,,,
373,,1,0.82717365026474,0.3360624611377716,0.2382565587759018,0.10636290907859802,0.16492146253585815,
379,0.042933180928230286,2,,,,,,
389,0.07481027394533157,2,,,,,,
399,0.04402467608451843,2,,,,,,
409,0.034946538507938385,2,,,,,,
419,0.03204261139035225,2,,,,,,
429,0.04107266291975975,2,,,,,,
439,0.04071624204516411,2,,,,,,
449,0.053984157741069794,2,,,,,,
459,0.06249549239873886,2,,,,,,
469,0.05627818778157234,2,,,,,,
479,0.05374591425061226,2,,,,,,
489,0.05781015753746033,2,,,,,,
499,0.06930260360240936,2,,,,,,
509,0.05162753909826279,2,,,,,,
519,0.0472014956176281,2,,,,,,
529,0.037826016545295715,2,,,,,,
539,0.04236171767115593,2,,,,,,
549,0.0530005507171154,2,,,,,,
559,0.036004506051540375,2,,,,,,
560,,2,0.8343325257301331,0.3610287010669708,0.2719413936138153,0.1188967153429985,0.20157067477703094,
569,0.04112481698393822,3,,,,,,
579,0.0315280482172966,3,,,,,,
589,0.04379156604409218,3,,,,,,
599,0.05864430591464043,3,,,,,,
609,0.03232244402170181,3,,,,,,
619,0.03694890812039375,3,,,,,,
629,0.054626576602458954,3,,,,,,
639,0.048053111881017685,3,,,,,,
649,0.04621272161602974,3,,,,,,
659,0.028150776401162148,3,,,,,,
669,0.05098101496696472,3,,,,,,
679,0.06373651325702667,3,,,,,,
689,0.0573529452085495,3,,,,,,
699,0.059100475162267685,3,,,,,,
709,0.03408285975456238,3,,,,,,
719,0.06335705518722534,3,,,,,,
729,0.02730877697467804,3,,,,,,
739,0.028071751818060875,3,,,,,,
747,,3,0.8440858125686646,0.38961440324783325,0.310153603553772,0.1532384157180786,0.23821990191936493,
749,0.035688094794750214,4,,,,,,
759,0.056928299367427826,4,,,,,,
769,0.04631470516324043,4,,,,,,
779,0.054859865456819534,4,,,,,,
789,0.0705617368221283,4,,,,,,
799,0.036020804196596146,4,,,,,,
809,0.06239182502031326,4,,,,,,
819,0.04523181915283203,4,,,,,,
829,0.05574633181095123,4,,,,,,
839,0.05129936337471008,4,,,,,,
849,0.04998102784156799,4,,,,,,
859,0.0537128783762455,4,,,,,,
869,0.053381580859422684,4,,,,,,
879,0.048395030200481415,4,,,,,,
889,0.0507994219660759,4,,,,,,
899,0.0456138513982296,4,,,,,,
909,0.04327896982431412,4,,,,,,
919,0.04634961858391762,4,,,,,,
929,0.038168467581272125,4,,,,,,
934,,4,0.8436168432235718,0.39414387941360474,0.31424835324287415,0.11735924333333969,0.2408376932144165,
935,,5,,,,,,0.11735924333333969
