train_loss,step,epoch,val_qa_em,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_bert_score,test_loss
0.635332465171814,9,0,,,,,,
0.5735501050949097,19,0,,,,,,
0.5688308477401733,29,0,,,,,,
0.3235926628112793,39,0,,,,,,
0.322079062461853,49,0,,,,,,
0.369729608297348,59,0,,,,,,
0.28088364005088806,69,0,,,,,,
0.26739200949668884,79,0,,,,,,
0.4542342722415924,89,0,,,,,,
0.2736697793006897,99,0,,,,,,
0.3072162866592407,109,0,,,,,,
0.1438615322113037,119,0,,,,,,
0.4846447706222534,129,0,,,,,,
0.44118615984916687,139,0,,,,,,
0.1467764973640442,149,0,,,,,,
0.29236316680908203,159,0,,,,,,
0.27904683351516724,169,0,,,,,,
0.13421906530857086,179,0,,,,,,
0.20895235240459442,189,0,,,,,,
0.5481990575790405,199,0,,,,,,
0.2742290794849396,209,0,,,,,,
0.17427653074264526,219,0,,,,,,
0.3553704023361206,229,0,,,,,,
0.2839146852493286,239,0,,,,,,
0.4076405465602875,249,0,,,,,,
0.29051879048347473,259,0,,,,,,
0.30864810943603516,269,0,,,,,,
1.223766803741455,279,0,,,,,,
0.38175147771835327,289,0,,,,,,
0.19224420189857483,299,0,,,,,,
0.5978514552116394,309,0,,,,,,
0.22544007003307343,319,0,,,,,,
0.196092888712883,329,0,,,,,,
0.8886565566062927,339,0,,,,,,
0.5171918272972107,349,0,,,,,,
0.21359960734844208,359,0,,,,,,
0.6311593651771545,369,0,,,,,,
0.27338773012161255,379,0,,,,,,
,388,0,0.553459107875824,0.6591338515281677,0.11020597815513611,0.6324021816253662,0.8847345113754272,
0.09198787808418274,389,1,,,,,,
0.2784252166748047,399,1,,,,,,
0.15706747770309448,409,1,,,,,,
0.10429038107395172,419,1,,,,,,
0.23547248542308807,429,1,,,,,,
0.045747291296720505,439,1,,,,,,
0.2688247263431549,449,1,,,,,,
1.7004225254058838,459,1,,,,,,
0.21167926490306854,469,1,,,,,,
0.11644858866930008,479,1,,,,,,
0.22633107006549835,489,1,,,,,,
0.13503018021583557,499,1,,,,,,
0.10444001853466034,509,1,,,,,,
0.06619813293218613,519,1,,,,,,
0.3989390432834625,529,1,,,,,,
2.679436683654785,539,1,,,,,,
0.6041193604469299,549,1,,,,,,
0.18064182996749878,559,1,,,,,,
0.09378411620855331,569,1,,,,,,
0.33085551857948303,579,1,,,,,,
0.19021934270858765,589,1,,,,,,
0.08577128499746323,599,1,,,,,,
0.19864648580551147,609,1,,,,,,
0.058011800050735474,619,1,,,,,,
0.1841021031141281,629,1,,,,,,
0.3096294701099396,639,1,,,,,,
0.40643739700317383,649,1,,,,,,
0.19287407398223877,659,1,,,,,,
0.06686820834875107,669,1,,,,,,
0.435182124376297,679,1,,,,,,
0.18668636679649353,689,1,,,,,,
0.7436198592185974,699,1,,,,,,
0.047528721392154694,709,1,,,,,,
0.1149568110704422,719,1,,,,,,
0.2490776628255844,729,1,,,,,,
0.12910529971122742,739,1,,,,,,
0.08054164797067642,749,1,,,,,,
0.1831347644329071,759,1,,,,,,
0.04387335106730461,769,1,,,,,,
,777,1,0.5597484111785889,0.6676419973373413,0.12001729756593704,0.6425849199295044,0.8883676528930664,
0.02555188164114952,779,2,,,,,,
0.04137938469648361,789,2,,,,,,
0.13849760591983795,799,2,,,,,,
0.38717490434646606,809,2,,,,,,
0.17081595957279205,819,2,,,,,,
0.03052937611937523,829,2,,,,,,
0.07033469527959824,839,2,,,,,,
0.03251371905207634,849,2,,,,,,
0.2995070517063141,859,2,,,,,,
0.3268570005893707,869,2,,,,,,
0.19115203619003296,879,2,,,,,,
0.08475405722856522,889,2,,,,,,
0.08668935298919678,899,2,,,,,,
0.05774766951799393,909,2,,,,,,
0.024065755307674408,919,2,,,,,,
0.012040343135595322,929,2,,,,,,
0.021174253895878792,939,2,,,,,,
0.06826334446668625,949,2,,,,,,
0.09270084649324417,959,2,,,,,,
0.06669300049543381,969,2,,,,,,
0.11865910142660141,979,2,,,,,,
0.09249147772789001,989,2,,,,,,
0.040789343416690826,999,2,,,,,,
0.044039297848939896,1009,2,,,,,,
0.05050269141793251,1019,2,,,,,,
0.03228135034441948,1029,2,,,,,,
0.07918497920036316,1039,2,,,,,,
0.014067953452467918,1049,2,,,,,,
0.03369766101241112,1059,2,,,,,,
0.06116688251495361,1069,2,,,,,,
0.06293004751205444,1079,2,,,,,,
0.27456048130989075,1089,2,,,,,,
0.05105874687433243,1099,2,,,,,,
0.15170371532440186,1109,2,,,,,,
0.14413774013519287,1119,2,,,,,,
0.06695498526096344,1129,2,,,,,,
0.050513122230768204,1139,2,,,,,,
0.007850784808397293,1149,2,,,,,,
0.03286878019571304,1159,2,,,,,,
,1166,2,0.553459107875824,0.6548874378204346,0.13070103526115417,0.6324058175086975,0.8833852410316467,
