train_loss,step,epoch,val_loss,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,test_loss
0.9021164774894714,9,0,,,,,,
0.2934744656085968,19,0,,,,,,
0.4314531981945038,29,0,,,,,,
0.2119383066892624,39,0,,,,,,
0.3415451645851135,49,0,,,,,,
0.27586692571640015,59,0,,,,,,
0.2961760461330414,69,0,,,,,,
0.4148693382740021,79,0,,,,,,
0.2747200131416321,89,0,,,,,,
0.5012631416320801,99,0,,,,,,
0.3661606013774872,109,0,,,,,,
0.3208158314228058,119,0,,,,,,
0.2507067024707794,129,0,,,,,,
0.28225475549697876,139,0,,,,,,
0.2803723216056824,149,0,,,,,,
0.14078813791275024,159,0,,,,,,
0.25286489725112915,169,0,,,,,,
0.15450207889080048,179,0,,,,,,
0.2105570286512375,189,0,,,,,,
0.2897889316082001,199,0,,,,,,
0.25623735785484314,209,0,,,,,,
0.2780466377735138,219,0,,,,,,
0.14970657229423523,229,0,,,,,,
0.13783368468284607,239,0,,,,,,
0.22011612355709076,249,0,,,,,,
0.24408768117427826,259,0,,,,,,
0.1456114649772644,269,0,,,,,,
0.24733366072177887,279,0,,,,,,
0.2075103372335434,289,0,,,,,,
0.14154362678527832,299,0,,,,,,
0.18049627542495728,309,0,,,,,,
0.2190527766942978,319,0,,,,,,
0.21549436450004578,329,0,,,,,,
0.20136398077011108,339,0,,,,,,
0.19727914035320282,349,0,,,,,,
0.07242399454116821,359,0,,,,,,
0.1355142891407013,369,0,,,,,,
0.2662701904773712,379,0,,,,,,
0.17665520310401917,389,0,,,,,,
0.1303495615720749,399,0,,,,,,
0.08066601306200027,409,0,,,,,,
0.16242612898349762,419,0,,,,,,
0.12250522524118423,429,0,,,,,,
0.24213533103466034,439,0,,,,,,
0.14341995120048523,449,0,,,,,,
0.1641174703836441,459,0,,,,,,
0.0899207815527916,469,0,,,,,,
0.05260257050395012,479,0,,,,,,
0.07753414660692215,489,0,,,,,,
0.13736304640769958,499,0,,,,,,
0.2938374876976013,509,0,,,,,,
0.2283707708120346,519,0,,,,,,
0.12244796752929688,529,0,,,,,,
0.15283815562725067,539,0,,,,,,
0.19542880356311798,549,0,,,,,,
0.15322165191173553,559,0,,,,,,
