train_loss,step,epoch,val_loss,val_qa_answer_f1,val_qa_em,val_qa_sas,val_qa_bert_score,test_loss
0.13595177233219147,9,0,,,,,,
0.0752541720867157,19,0,,,,,,
0.08328366279602051,29,0,,,,,,
0.10393872112035751,39,0,,,,,,
0.05040844529867172,49,0,,,,,,
0.07506568729877472,59,0,,,,,,
0.045697614550590515,69,0,,,,,,
0.05425901338458061,79,0,,,,,,
0.07029672712087631,89,0,,,,,,
0.06286109238862991,99,0,,,,,,
0.06489627808332443,109,0,,,,,,
0.06257399171590805,119,0,,,,,,
0.06455142050981522,129,0,,,,,,
0.05858984962105751,139,0,,,,,,
0.07280685007572174,149,0,,,,,,
0.05146685987710953,159,0,,,,,,
0.035082802176475525,169,0,,,,,,
0.06422136723995209,179,0,,,,,,
,180,0,0.11588659882545471,0.268240362405777,0.18648017942905426,0.34624484181404114,0.8294193148612976,
0.06154985725879669,189,1,,,,,,
0.06529981642961502,199,1,,,,,,
0.05376974493265152,209,1,,,,,,
0.04918793961405754,219,1,,,,,,
0.05127730220556259,229,1,,,,,,
0.04238860309123993,239,1,,,,,,
0.05230891704559326,249,1,,,,,,
0.06047407537698746,259,1,,,,,,
0.07225756347179413,269,1,,,,,,
0.07299134880304337,279,1,,,,,,
0.04182220995426178,289,1,,,,,,
0.05454212799668312,299,1,,,,,,
0.06253048032522202,309,1,,,,,,
0.04789605736732483,319,1,,,,,,
0.04787919297814369,329,1,,,,,,
0.054838910698890686,339,1,,,,,,
0.054386552423238754,349,1,,,,,,
0.058370448648929596,359,1,,,,,,
,361,1,0.1103907972574234,0.2712922990322113,0.18648017942905426,0.3472393751144409,0.8309601545333862,
0.05116675794124603,369,2,,,,,,
0.05534541606903076,379,2,,,,,,
0.05086074769496918,389,2,,,,,,
0.038587260991334915,399,2,,,,,,
0.06843692809343338,409,2,,,,,,
0.03837767615914345,419,2,,,,,,
0.05212922394275665,429,2,,,,,,
0.055567558854818344,439,2,,,,,,
0.048916030675172806,449,2,,,,,,
0.08378500491380692,459,2,,,,,,
0.07073487341403961,469,2,,,,,,
0.07756055146455765,479,2,,,,,,
0.05352011322975159,489,2,,,,,,
0.05977832153439522,499,2,,,,,,
0.0729125514626503,509,2,,,,,,
0.06351328641176224,519,2,,,,,,
0.060397930443286896,529,2,,,,,,
0.05040423944592476,539,2,,,,,,
,542,2,0.10962724685668945,0.27922117710113525,0.1958041936159134,0.35303574800491333,0.832904577255249,
0.05029664561152458,549,3,,,,,,
0.04389362037181854,559,3,,,,,,
0.04959436506032944,569,3,,,,,,
0.0649135485291481,579,3,,,,,,
0.047423962503671646,589,3,,,,,,
0.07434315234422684,599,3,,,,,,
0.05384950712323189,609,3,,,,,,
0.03780939429998398,619,3,,,,,,
0.04691096022725105,629,3,,,,,,
0.05386697128415108,639,3,,,,,,
0.0491645373404026,649,3,,,,,,
0.06329305469989777,659,3,,,,,,
0.05765093117952347,669,3,,,,,,
0.04263889417052269,679,3,,,,,,
0.05136607214808464,689,3,,,,,,
0.05479293316602707,699,3,,,,,,
0.062254346907138824,709,3,,,,,,
0.053163763135671616,719,3,,,,,,
,723,3,0.11067429929971695,0.29689547419548035,0.21678321063518524,0.36565476655960083,0.8365862965583801,
0.0334937684237957,729,4,,,,,,
0.04147005081176758,739,4,,,,,,
0.055426888167858124,749,4,,,,,,
0.03690802678465843,759,4,,,,,,
0.045108597725629807,769,4,,,,,,
0.04461977630853653,779,4,,,,,,
0.04971715807914734,789,4,,,,,,
0.04769457131624222,799,4,,,,,,
0.0493924506008625,809,4,,,,,,
0.031201327219605446,819,4,,,,,,
0.03290963172912598,829,4,,,,,,
0.0456758551299572,839,4,,,,,,
0.03010222688317299,849,4,,,,,,
0.049965038895606995,859,4,,,,,,
0.036541275680065155,869,4,,,,,,
0.04115265980362892,879,4,,,,,,
0.04728191718459129,889,4,,,,,,
0.024573907256126404,899,4,,,,,,
,904,4,0.1161368191242218,0.3018393814563751,0.22843822836875916,0.36618635058403015,0.836229681968689,
,905,5,,,,,,0.1161368191242218
