epoch,train_loss,step,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_qa_em,val_loss,test_loss
0,0.5450317859649658,9,,,,,,
0,0.6963441967964172,19,,,,,,
0,0.5746886134147644,29,,,,,,
0,0.419912725687027,39,,,,,,
0,0.29624587297439575,49,,,,,,
0,0.27000609040260315,59,,,,,,
0,0.34223517775535583,69,,,,,,
0,0.26935824751853943,79,,,,,,
0,0.363463819026947,89,,,,,,
0,0.38074207305908203,99,,,,,,
0,0.13186797499656677,109,,,,,,
0,0.3429807424545288,119,,,,,,
0,0.2198582887649536,129,,,,,,
0,0.2018417865037918,139,,,,,,
0,0.1308237463235855,149,,,,,,
0,0.2481294721364975,159,,,,,,
0,0.20604415237903595,169,,,,,,
0,0.1941063404083252,179,,,,,,
0,0.18199512362480164,189,,,,,,
0,0.2315729856491089,199,,,,,,
0,0.13504700362682343,209,,,,,,
0,0.2861505150794983,219,,,,,,
0,0.15313272178173065,229,,,,,,
0,0.10974301397800446,239,,,,,,
0,0.19139236211776733,249,,,,,,
0,0.3035908639431,259,,,,,,
0,0.2377055436372757,269,,,,,,
0,0.1629200279712677,279,,,,,,
0,0.2814880311489105,289,,,,,,
0,0.22560834884643555,299,,,,,,
0,0.2516056001186371,309,,,,,,
0,0.11618825048208237,319,,,,,,
0,0.12338776886463165,329,,,,,,
0,0.26957839727401733,339,,,,,,
0,0.11728962510824203,349,,,,,,
0,0.059677399694919586,359,,,,,,
0,0.12894505262374878,369,,,,,,
0,0.13069558143615723,379,,,,,,
0,0.21387054026126862,389,,,,,,
0,0.18354983627796173,399,,,,,,
0,0.08663806319236755,409,,,,,,
0,0.09766996651887894,419,,,,,,
0,0.09573384374380112,429,,,,,,
0,0.14101968705654144,439,,,,,,
0,0.17593276500701904,449,,,,,,
0,0.2013537883758545,459,,,,,,
0,0.16398778557777405,469,,,,,,
0,0.15221351385116577,479,,,,,,
0,0.27959492802619934,489,,,,,,
0,0.16748377680778503,499,,,,,,
0,0.2549932599067688,509,,,,,,
0,0.12365468591451645,519,,,,,,
0,0.13997848331928253,529,,,,,,
0,0.10222446173429489,539,,,,,,
0,0.13401831686496735,549,,,,,,
0,0.06662075966596603,559,,,,,,
0,0.0625607892870903,569,,,,,,
0,0.24047857522964478,579,,,,,,
0,0.07943951338529587,589,,,,,,
0,0.28434962034225464,599,,,,,,
0,0.15606723725795746,609,,,,,,
0,0.08551883697509766,619,,,,,,
0,0.047256357967853546,629,,,,,,
0,0.14994078874588013,639,,,,,,
0,0.0871245414018631,649,,,,,,
0,0.09295620769262314,659,,,,,,
0,0.11779066920280457,669,,,,,,
0,0.14948680996894836,679,,,,,,
0,,686,0.40724775195121765,0.8225443959236145,0.4306422173976898,0.37662336230278015,0.12221206724643707,
1,0.09508921205997467,689,,,,,,
1,0.16448958218097687,699,,,,,,
1,0.06852066516876221,709,,,,,,
1,0.10183089226484299,719,,,,,,
1,0.06740719825029373,729,,,,,,
1,0.08460517972707748,739,,,,,,
1,0.15919116139411926,749,,,,,,
1,0.07189539074897766,759,,,,,,
1,0.07308438420295715,769,,,,,,
1,0.08748039603233337,779,,,,,,
