train_loss,step,epoch,val_qa_bert_score,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_em,test_loss
0.6428310871124268,9,0,,,,,,
0.48935744166374207,19,0,,,,,,
0.2846267521381378,29,0,,,,,,
0.38061919808387756,39,0,,,,,,
0.3788352608680725,49,0,,,,,,
0.2576793134212494,59,0,,,,,,
0.26920759677886963,69,0,,,,,,
0.2681896686553955,79,0,,,,,,
0.19987279176712036,89,0,,,,,,
0.15794400870800018,99,0,,,,,,
0.2596605122089386,109,0,,,,,,
0.19560033082962036,119,0,,,,,,
0.22926197946071625,129,0,,,,,,
0.232445627450943,139,0,,,,,,
0.2683919668197632,149,0,,,,,,
0.211236834526062,159,0,,,,,,
0.19588789343833923,169,0,,,,,,
0.14814428985118866,179,0,,,,,,
0.26317423582077026,189,0,,,,,,
0.3388957381248474,199,0,,,,,,
0.1631620228290558,209,0,,,,,,
0.1578996181488037,219,0,,,,,,
0.20383745431900024,229,0,,,,,,
0.11562220007181168,239,0,,,,,,
0.16520263254642487,249,0,,,,,,
0.17364661395549774,259,0,,,,,,
0.11497640609741211,269,0,,,,,,
0.22531825304031372,279,0,,,,,,
0.24268439412117004,289,0,,,,,,
0.2633228302001953,299,0,,,,,,
0.20598311722278595,309,0,,,,,,
0.23692932724952698,319,0,,,,,,
0.29114970564842224,329,0,,,,,,
0.19594745337963104,339,0,,,,,,
0.18360881507396698,349,0,,,,,,
0.17240102589130402,359,0,,,,,,
0.21824225783348083,369,0,,,,,,
0.1779985874891281,379,0,,,,,,
0.20842115581035614,389,0,,,,,,
0.20536547899246216,399,0,,,,,,
0.24316556751728058,409,0,,,,,,
0.24067960679531097,419,0,,,,,,
0.22689738869667053,429,0,,,,,,
0.15352673828601837,439,0,,,,,,
0.16062265634536743,449,0,,,,,,
0.18000528216362,459,0,,,,,,
0.20700736343860626,469,0,,,,,,
0.181142196059227,479,0,,,,,,
0.10369075834751129,489,0,,,,,,
0.21132707595825195,499,0,,,,,,
0.10663371533155441,509,0,,,,,,
0.1649445742368698,519,0,,,,,,
0.17484810948371887,529,0,,,,,,
0.12425409257411957,539,0,,,,,,
0.1785689890384674,549,0,,,,,,
0.11540784686803818,559,0,,,,,,
0.15666724741458893,569,0,,,,,,
0.14836277067661285,579,0,,,,,,
0.11931607872247696,589,0,,,,,,
0.17893721163272858,599,0,,,,,,
0.17538152635097504,609,0,,,,,,
0.18356576561927795,619,0,,,,,,
0.2013729065656662,629,0,,,,,,
0.10179469734430313,639,0,,,,,,
0.11675974726676941,649,0,,,,,,
0.2351738065481186,659,0,,,,,,
0.16007444262504578,669,0,,,,,,
0.11505364626646042,679,0,,,,,,
0.1269148737192154,689,0,,,,,,
0.1822206974029541,699,0,,,,,,
0.21545153856277466,709,0,,,,,,
0.19850346446037292,719,0,,,,,,
0.16945229470729828,729,0,,,,,,
0.11801677197217941,739,0,,,,,,
0.13327060639858246,749,0,,,,,,
0.19654324650764465,759,0,,,,,,
0.3062869906425476,769,0,,,,,,
0.2552398145198822,779,0,,,,,,
0.15435399115085602,789,0,,,,,,
0.23811142146587372,799,0,,,,,,
0.08909328281879425,809,0,,,,,,
