step,epoch,train_loss,val_qa_em,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,test_avg_qa_em,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas
9,0,1.4452738761901855,,,,,,,,,,
19,0,1.083024263381958,,,,,,,,,,
29,0,3.6236672401428223,,,,,,,,,,
39,0,1.2451739311218262,,,,,,,,,,
49,0,0.8877130746841431,,,,,,,,,,
59,0,1.867441177368164,,,,,,,,,,
69,0,1.3749401569366455,,,,,,,,,,
79,0,1.0175114870071411,,,,,,,,,,
89,0,0.3941643238067627,,,,,,,,,,
99,0,1.4249030351638794,,,,,,,,,,
102,0,,0.21768707036972046,1.2394474744796753,0.8379895091056824,0.4483391344547272,0.54864501953125,,,,,
109,1,1.0171622037887573,,,,,,,,,,
119,1,0.8362151980400085,,,,,,,,,,
129,1,0.6417632102966309,,,,,,,,,,
139,1,1.3322384357452393,,,,,,,,,,
149,1,1.1901743412017822,,,,,,,,,,
159,1,1.6620275974273682,,,,,,,,,,
169,1,2.465409517288208,,,,,,,,,,
179,1,0.4096810221672058,,,,,,,,,,
189,1,1.5182775259017944,,,,,,,,,,
199,1,0.6406380534172058,,,,,,,,,,
205,1,,0.2539682686328888,1.1751124858856201,0.8411658406257629,0.45165979862213135,0.5458199381828308,,,,,
209,2,1.1840436458587646,,,,,,,,,,
219,2,1.1102367639541626,,,,,,,,,,
229,2,1.4941694736480713,,,,,,,,,,
239,2,1.016222596168518,,,,,,,,,,
249,2,1.1490200757980347,,,,,,,,,,
259,2,0.2869893014431,,,,,,,,,,
269,2,0.9445980787277222,,,,,,,,,,
279,2,1.5820015668869019,,,,,,,,,,
289,2,1.4888578653335571,,,,,,,,,,
299,2,1.3148550987243652,,,,,,,,,,
308,2,,0.27210885286331177,1.1390399932861328,0.845944881439209,0.4635351002216339,0.556396484375,,,,,
309,3,0.9321569800376892,,,,,,,,,,
319,3,1.067906141281128,,,,,,,,,,
329,3,2.3312885761260986,,,,,,,,,,
339,3,1.561215877532959,,,,,,,,,,
349,3,0.9809093475341797,,,,,,,,,,
359,3,0.36334943771362305,,,,,,,,,,
369,3,0.9721788167953491,,,,,,,,,,
379,3,2.2817602157592773,,,,,,,,,,
389,3,0.7598972916603088,,,,,,,,,,
399,3,0.40870386362075806,,,,,,,,,,
409,3,0.9012084603309631,,,,,,,,,,
411,3,,0.2857142984867096,1.1160173416137695,0.8500761389732361,0.47458431124687195,0.5647234320640564,,,,,
419,4,1.1407294273376465,,,,,,,,,,
429,4,1.228748083114624,,,,,,,,,,
439,4,0.2349122315645218,,,,,,,,,,
449,4,1.1502318382263184,,,,,,,,,,
459,4,1.0561378002166748,,,,,,,,,,
469,4,1.1136490106582642,,,,,,,,,,
479,4,1.4710147380828857,,,,,,,,,,
489,4,0.4482857286930084,,,,,,,,,,
499,4,0.5161013603210449,,,,,,,,,,
509,4,0.6441255211830139,,,,,,,,,,
514,4,,0.28798186779022217,1.1194641590118408,0.8512516617774963,0.47623780369758606,0.5694056749343872,,,,,
515,5,,,,,,,0.28798186779022217,0.8512516617774963,1.1194641590118408,0.47623780369758606,0.5694056749343872
