step,epoch,train_loss,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_em,val_qa_sas,test_avg_qa_em,test_avg_qa_answer_f1,test_loss,test_avg_qa_bert_score,test_avg_qa_sas
9,0,1.4002331495285034,,,,,,,,,,
19,0,1.3888778686523438,,,,,,,,,,
29,0,0.9868482947349548,,,,,,,,,,
39,0,0.7078478336334229,,,,,,,,,,
49,0,0.762178897857666,,,,,,,,,,
59,0,0.39359381794929504,,,,,,,,,,
62,0,,0.8003774285316467,0.32335811853408813,0.4506830871105194,0.24229075014591217,0.31509843468666077,,,,,
69,1,0.43514078855514526,,,,,,,,,,
79,1,0.43531641364097595,,,,,,,,,,
89,1,0.5230590105056763,,,,,,,,,,
99,1,0.6541761159896851,,,,,,,,,,
109,1,0.3561483919620514,,,,,,,,,,
119,1,0.3146894574165344,,,,,,,,,,
125,1,,0.8282489776611328,0.41018596291542053,0.36759695410728455,0.3480176329612732,0.39263197779655457,,,,,
129,2,0.31967243552207947,,,,,,,,,,
139,2,0.29167070984840393,,,,,,,,,,
149,2,0.4518921673297882,,,,,,,,,,
159,2,0.29402101039886475,,,,,,,,,,
169,2,0.27114132046699524,,,,,,,,,,
179,2,0.3586106598377228,,,,,,,,,,
188,2,,0.8413736820220947,0.43003132939338684,0.34619197249412537,0.37444934248924255,0.41743990778923035,,,,,
189,3,0.3391801118850708,,,,,,,,,,
199,3,0.3449558615684509,,,,,,,,,,
209,3,0.30730050802230835,,,,,,,,,,
219,3,0.3884218633174896,,,,,,,,,,
229,3,0.25326457619667053,,,,,,,,,,
239,3,0.4044349789619446,,,,,,,,,,
249,3,0.4283193349838257,,,,,,,,,,
251,3,,0.8552305102348328,0.4777890741825104,0.30998197197914124,0.41850221157073975,0.4801691770553589,,,,,
259,4,0.31136181950569153,,,,,,,,,,
269,4,0.19706319272518158,,,,,,,,,,
279,4,0.30486148595809937,,,,,,,,,,
289,4,0.35037070512771606,,,,,,,,,,
299,4,0.17742536962032318,,,,,,,,,,
309,4,0.4091901481151581,,,,,,,,,,
314,4,,0.8625321984291077,0.4923548400402069,0.28875136375427246,0.44052863121032715,0.49230262637138367,,,,,
315,5,,,,,,,0.44052863121032715,0.4923548400402069,0.28875136375427246,0.8625321984291077,0.49230262637138367
