epoch,train_loss,step,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_em,val_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em,test_avg_qa_bert_score,test_loss
0,0.8891944289207458,9,,,,,,,,,,
0,0.8842129111289978,19,,,,,,,,,,
0,0.582389771938324,29,,,,,,,,,,
0,0.43899521231651306,39,,,,,,,,,,
0,0.7368462085723877,49,,,,,,,,,,
0,0.7052777409553528,59,,,,,,,,,,
0,1.135910153388977,69,,,,,,,,,,
0,0.8929101824760437,79,,,,,,,,,,
0,0.33909472823143005,89,,,,,,,,,,
0,0.8778706789016724,99,,,,,,,,,,
0,0.4851062595844269,109,,,,,,,,,,
0,,118,0.780888020992279,0.3680456876754761,0.4286416471004486,0.30739298462867737,0.8543583154678345,,,,,
1,0.3673613965511322,119,,,,,,,,,,
1,0.5218395590782166,129,,,,,,,,,,
1,0.5978845357894897,139,,,,,,,,,,
1,0.46139997243881226,149,,,,,,,,,,
1,0.6230159401893616,159,,,,,,,,,,
1,0.5066789388656616,169,,,,,,,,,,
1,0.5820386409759521,179,,,,,,,,,,
1,0.22287070751190186,189,,,,,,,,,,
1,0.5009695291519165,199,,,,,,,,,,
1,0.8491373062133789,209,,,,,,,,,,
1,0.25399741530418396,219,,,,,,,,,,
1,0.3137800693511963,229,,,,,,,,,,
1,,237,0.7269186973571777,0.5113502740859985,0.5511969327926636,0.41439688205718994,0.885875403881073,,,,,
2,0.17038211226463318,239,,,,,,,,,,
2,0.544640064239502,249,,,,,,,,,,
2,0.6033698916435242,259,,,,,,,,,,
2,0.9445212483406067,269,,,,,,,,,,
2,0.8392888903617859,279,,,,,,,,,,
2,0.34686025977134705,289,,,,,,,,,,
2,0.26771819591522217,299,,,,,,,,,,
2,0.34864526987075806,309,,,,,,,,,,
2,0.2686396539211273,319,,,,,,,,,,
2,0.658963143825531,329,,,,,,,,,,
2,0.32849249243736267,339,,,,,,,,,,
2,0.2958276569843292,349,,,,,,,,,,
2,,356,0.7099679112434387,0.5146318078041077,0.5559998750686646,0.42412450909614563,0.8899803757667542,,,,,
3,0.5293979644775391,359,,,,,,,,,,
3,0.15829364955425262,369,,,,,,,,,,
3,0.9674974083900452,379,,,,,,,,,,
3,0.6127111315727234,389,,,,,,,,,,
3,0.2612628936767578,399,,,,,,,,,,
3,0.4508286118507385,409,,,,,,,,,,
3,0.7866486310958862,419,,,,,,,,,,
3,0.5177621245384216,429,,,,,,,,,,
3,0.06175224110484123,439,,,,,,,,,,
3,0.5911584496498108,449,,,,,,,,,,
3,0.22389306128025055,459,,,,,,,,,,
3,0.5138989090919495,469,,,,,,,,,,
3,,475,0.7019277811050415,0.5342919230461121,0.5850534439086914,0.45525291562080383,0.8968116044998169,,,,,
4,0.6749982833862305,479,,,,,,,,,,
4,0.16691522300243378,489,,,,,,,,,,
4,0.39834892749786377,499,,,,,,,,,,
4,0.7050931453704834,509,,,,,,,,,,
4,0.4213683307170868,519,,,,,,,,,,
4,0.6363723278045654,529,,,,,,,,,,
4,0.16174766421318054,539,,,,,,,,,,
4,0.5438621640205383,549,,,,,,,,,,
4,0.9152750968933105,559,,,,,,,,,,
4,0.5665023922920227,569,,,,,,,,,,
4,0.4215991795063019,579,,,,,,,,,,
4,0.2939590811729431,589,,,,,,,,,,
4,,594,0.7022906541824341,0.53543621301651,0.5877203941345215,0.46108949184417725,0.8981250524520874,,,,,
5,,595,,,,,,0.53543621301651,0.5877203941345215,0.46108949184417725,0.8981250524520874,0.7022906541824341
