train_loss,step,epoch,val_qa_bert_score,val_qa_sas,val_qa_em,val_loss,val_qa_answer_f1,test_avg_qa_sas,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_em
2.372309923171997,9,0,,,,,,,,,,
1.0665630102157593,19,0,,,,,,,,,,
1.8846752643585205,29,0,,,,,,,,,,
1.6391749382019043,39,0,,,,,,,,,,
0.5671800971031189,49,0,,,,,,,,,,
1.3564337491989136,59,0,,,,,,,,,,
1.7854260206222534,69,0,,,,,,,,,,
0.6720418930053711,79,0,,,,,,,,,,
0.6859596967697144,89,0,,,,,,,,,,
0.8203191161155701,99,0,,,,,,,,,,
,107,0,0.8259520530700684,0.4818699061870575,0.23545706272125244,1.1855127811431885,0.4133269190788269,,,,,
2.122638463973999,109,1,,,,,,,,,,
2.186969041824341,119,1,,,,,,,,,,
0.7337093949317932,129,1,,,,,,,,,,
0.6271388530731201,139,1,,,,,,,,,,
0.7810239195823669,149,1,,,,,,,,,,
0.4225967824459076,159,1,,,,,,,,,,
1.2047158479690552,169,1,,,,,,,,,,
1.4670531749725342,179,1,,,,,,,,,,
1.290907859802246,189,1,,,,,,,,,,
1.0868040323257446,199,1,,,,,,,,,,
1.1763427257537842,209,1,,,,,,,,,,
,215,1,0.8329463601112366,0.49313753843307495,0.2631579041481018,1.127713918685913,0.4253019690513611,,,,,
1.1832475662231445,219,2,,,,,,,,,,
1.034112811088562,229,2,,,,,,,,,,
0.7359769344329834,239,2,,,,,,,,,,
0.5977076292037964,249,2,,,,,,,,,,
0.6500162482261658,259,2,,,,,,,,,,
1.1379709243774414,269,2,,,,,,,,,,
1.66262686252594,279,2,,,,,,,,,,
1.2717152833938599,289,2,,,,,,,,,,
1.4207137823104858,299,2,,,,,,,,,,
0.7851343750953674,309,2,,,,,,,,,,
1.5953913927078247,319,2,,,,,,,,,,
,323,2,0.83906489610672,0.5076785087585449,0.2825484871864319,1.1019471883773804,0.4405134320259094,,,,,
0.41529807448387146,329,3,,,,,,,,,,
1.5748019218444824,339,3,,,,,,,,,,
1.2162823677062988,349,3,,,,,,,,,,
0.7015490531921387,359,3,,,,,,,,,,
1.6895424127578735,369,3,,,,,,,,,,
1.132066011428833,379,3,,,,,,,,,,
0.5936758518218994,389,3,,,,,,,,,,
1.28281831741333,399,3,,,,,,,,,,
0.9795010685920715,409,3,,,,,,,,,,
1.295647382736206,419,3,,,,,,,,,,
1.6265558004379272,429,3,,,,,,,,,,
,431,3,0.8385853171348572,0.50068199634552,0.2742382287979126,1.078537106513977,0.4287388026714325,,,,,
1.3451855182647705,439,4,,,,,,,,,,
0.9030101299285889,449,4,,,,,,,,,,
0.9258764982223511,459,4,,,,,,,,,,
1.0821644067764282,469,4,,,,,,,,,,
1.5234909057617188,479,4,,,,,,,,,,
0.3712075650691986,489,4,,,,,,,,,,
1.1775449514389038,499,4,,,,,,,,,,
1.3301005363464355,509,4,,,,,,,,,,
1.284583568572998,519,4,,,,,,,,,,
2.4967496395111084,529,4,,,,,,,,,,
0.9544803500175476,539,4,,,,,,,,,,
,539,4,0.8463191390037537,0.5238674283027649,0.29916897416114807,1.0702954530715942,0.46158838272094727,,,,,
,540,5,,,,,,0.5238674283027649,0.8463191390037537,1.0702954530715942,0.46158838272094727,0.29916897416114807
