train_loss,step,epoch,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_qa_em,val_loss,test_avg_qa_answer_f1,test_loss,test_avg_qa_bert_score,test_avg_qa_sas,test_avg_qa_em
0.38804924488067627,9,0,,,,,,,,,,
0.3022979497909546,19,0,,,,,,,,,,
0.1714702546596527,29,0,,,,,,,,,,
0.2345563918352127,39,0,,,,,,,,,,
0.09834624081850052,49,0,,,,,,,,,,
0.15405593812465668,59,0,,,,,,,,,,
0.12312458455562592,69,0,,,,,,,,,,
0.3371063768863678,79,0,,,,,,,,,,
0.059172358363866806,89,0,,,,,,,,,,
,94,0,0.9204141497612,0.676142156124115,0.652404248714447,0.6155988574028015,0.07806369662284851,,,,,
0.1023523285984993,99,1,,,,,,,,,,
0.18055805563926697,109,1,,,,,,,,,,
0.21449825167655945,119,1,,,,,,,,,,
0.059026625007390976,129,1,,,,,,,,,,
0.08371703326702118,139,1,,,,,,,,,,
0.11219708621501923,149,1,,,,,,,,,,
0.06046360358595848,159,1,,,,,,,,,,
0.3772646188735962,169,1,,,,,,,,,,
0.09870883077383041,179,1,,,,,,,,,,
0.05052795633673668,189,1,,,,,,,,,,
,189,1,0.9292437434196472,0.707413375377655,0.6903691291809082,0.6601671576499939,0.06348103284835815,,,,,
0.05425924062728882,199,2,,,,,,,,,,
0.048023343086242676,209,2,,,,,,,,,,
0.03851233050227165,219,2,,,,,,,,,,
0.03231733664870262,229,2,,,,,,,,,,
0.043786946684122086,239,2,,,,,,,,,,
0.05627726390957832,249,2,,,,,,,,,,
0.05079260095953941,259,2,,,,,,,,,,
0.12466318905353546,269,2,,,,,,,,,,
0.06351377815008163,279,2,,,,,,,,,,
,284,2,0.9292892217636108,0.70583176612854,0.6920403242111206,0.6601671576499939,0.06051100790500641,,,,,
0.0538039430975914,289,3,,,,,,,,,,
0.20279398560523987,299,3,,,,,,,,,,
0.14108073711395264,309,3,,,,,,,,,,
0.33604446053504944,319,3,,,,,,,,,,
0.03865031152963638,329,3,,,,,,,,,,
0.05505041778087616,339,3,,,,,,,,,,
0.052931610494852066,349,3,,,,,,,,,,
0.029284095391631126,359,3,,,,,,,,,,
0.04094679653644562,369,3,,,,,,,,,,
0.047102682292461395,379,3,,,,,,,,,,
,379,3,0.9327600598335266,0.71998131275177,0.7050454616546631,0.6740947365760803,0.059357039630413055,,,,,
0.09091421216726303,389,4,,,,,,,,,,
0.0682811513543129,399,4,,,,,,,,,,
0.06336911022663116,409,4,,,,,,,,,,
0.0355297215282917,419,4,,,,,,,,,,
0.04752809554338455,429,4,,,,,,,,,,
0.24697618186473846,439,4,,,,,,,,,,
0.28749772906303406,449,4,,,,,,,,,,
0.06327436119318008,459,4,,,,,,,,,,
0.021250378340482712,469,4,,,,,,,,,,
,474,4,0.934872567653656,0.7277513742446899,0.7136417627334595,0.6852367520332336,0.0610019825398922,,,,,
,475,5,,,,,,0.7136417627334595,0.0610019825398922,0.934872567653656,0.7277513742446899,0.6852367520332336
