train_loss,epoch,step,val_qa_em,val_qa_sas,val_qa_bert_score,val_loss,val_qa_answer_f1,test_loss
0.5136427283287048,0,9,,,,,,
0.2950887084007263,0,19,,,,,,
1.2096785306930542,0,29,,,,,,
0.8544748425483704,0,39,,,,,,
0.4813665449619293,0,49,,,,,,
0.4055062234401703,0,59,,,,,,
0.5111173391342163,0,69,,,,,,
0.33632931113243103,0,79,,,,,,
0.7507675290107727,0,89,,,,,,
0.48101410269737244,0,99,,,,,,
0.39378029108047485,0,109,,,,,,
0.7001051306724548,0,119,,,,,,
0.35495641827583313,0,129,,,,,,
0.3423740267753601,0,139,,,,,,
0.28647521138191223,0,149,,,,,,
0.43868720531463623,0,159,,,,,,
0.2496194988489151,0,169,,,,,,
0.2119360715150833,0,179,,,,,,
0.34070563316345215,0,189,,,,,,
0.5171125531196594,0,199,,,,,,
0.3957638442516327,0,209,,,,,,
0.6477408409118652,0,219,,,,,,
0.3957759141921997,0,229,,,,,,
0.6937133073806763,0,239,,,,,,
0.210142120718956,0,249,,,,,,
0.5565422773361206,0,259,,,,,,
0.47262412309646606,0,269,,,,,,
0.31252357363700867,0,279,,,,,,
0.07540201395750046,0,289,,,,,,
0.1590769737958908,0,299,,,,,,
0.07327747344970703,0,309,,,,,,
0.17447634041309357,0,319,,,,,,
0.1269114464521408,0,329,,,,,,
0.11060195416212082,0,339,,,,,,
,0,339,0.42533937096595764,0.5958611965179443,0.872749924659729,0.09229931235313416,0.5570870041847229,
0.12437765300273895,1,349,,,,,,
0.41362258791923523,1,359,,,,,,
0.37655195593833923,1,369,,,,,,
0.26022136211395264,1,379,,,,,,
0.487430602312088,1,389,,,,,,
0.07773266732692719,1,399,,,,,,
0.2939454913139343,1,409,,,,,,
0.5544655919075012,1,419,,,,,,
0.35528844594955444,1,429,,,,,,
0.22550444304943085,1,439,,,,,,
0.09924884140491486,1,449,,,,,,
0.35643890500068665,1,459,,,,,,
0.18851235508918762,1,469,,,,,,
0.20377621054649353,1,479,,,,,,
0.12440057098865509,1,489,,,,,,
0.14507035911083221,1,499,,,,,,
0.1772826462984085,1,509,,,,,,
0.08685379475355148,1,519,,,,,,
0.2915823757648468,1,529,,,,,,
0.13480143249034882,1,539,,,,,,
0.5866033434867859,1,549,,,,,,
0.36611396074295044,1,559,,,,,,
0.05760941654443741,1,569,,,,,,
nan,1,579,,,,,,
