step,train_loss,epoch,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_em,val_qa_bert_score,test_loss
9,0.6925281286239624,0,,,,,,
19,0.2815713584423065,0,,,,,,
29,0.38258007168769836,0,,,,,,
39,0.4890632629394531,0,,,,,,
49,0.24944104254245758,0,,,,,,
59,0.29179078340530396,0,,,,,,
69,0.3387298285961151,0,,,,,,
79,0.24957852065563202,0,,,,,,
89,0.4108690321445465,0,,,,,,
99,0.26179781556129456,0,,,,,,
109,0.26102712750434875,0,,,,,,
119,0.23567847907543182,0,,,,,,
120,,0,0.3769371509552002,0.07673337310552597,0.39441224932670593,0.2895752787590027,0.8340848088264465,
129,0.20628002285957336,1,,,,,,
139,0.26177582144737244,1,,,,,,
149,0.25552329421043396,1,,,,,,
159,0.12305176258087158,1,,,,,,
169,0.3211072087287903,1,,,,,,
179,0.474117249250412,1,,,,,,
189,0.16740648448467255,1,,,,,,
199,0.2151843160390854,1,,,,,,
209,0.17378628253936768,1,,,,,,
219,0.1421140432357788,1,,,,,,
229,0.15308643877506256,1,,,,,,
239,0.16960057616233826,1,,,,,,
241,,1,0.45856672525405884,0.05715709179639816,0.43997904658317566,0.37451738119125366,0.8579761981964111,
249,0.10235569626092911,2,,,,,,
259,0.1429833322763443,2,,,,,,
269,0.1244913786649704,2,,,,,,
279,0.08298478275537491,2,,,,,,
289,0.1010008305311203,2,,,,,,
299,0.12356872856616974,2,,,,,,
309,0.06352294236421585,2,,,,,,
319,0.37752413749694824,2,,,,,,
329,0.08853147178888321,2,,,,,,
339,0.08013083040714264,2,,,,,,
349,0.09964640438556671,2,,,,,,
359,0.09568363428115845,2,,,,,,
362,,2,0.4760964810848236,0.056139785796403885,0.4482695758342743,0.3899613916873932,0.8645865321159363,
369,0.08443833142518997,3,,,,,,
379,0.06781859695911407,3,,,,,,
389,0.09294652193784714,3,,,,,,
399,0.11393793672323227,3,,,,,,
409,0.056025486439466476,3,,,,,,
419,0.03337761387228966,3,,,,,,
429,0.11509129405021667,3,,,,,,
439,0.047805849462747574,3,,,,,,
449,0.04680924117565155,3,,,,,,
459,0.04909608140587807,3,,,,,,
469,0.10301176458597183,3,,,,,,
479,0.05233434587717056,3,,,,,,
483,,3,0.4947836101055145,0.05967364087700844,0.4715609848499298,0.41312742233276367,0.8673178553581238,
489,0.06806348264217377,4,,,,,,
499,0.03929731994867325,4,,,,,,
509,0.03236960992217064,4,,,,,,
519,0.04286176711320877,4,,,,,,
529,0.06957771629095078,4,,,,,,
539,0.02273331768810749,4,,,,,,
549,0.03191029280424118,4,,,,,,
559,0.022370103746652603,4,,,,,,
569,0.025700857862830162,4,,,,,,
579,0.022886326536536217,4,,,,,,
589,0.03294367715716362,4,,,,,,
599,0.035649411380290985,4,,,,,,
604,,4,0.49314990639686584,0.06957768648862839,0.46614739298820496,0.41698840260505676,0.8675822019577026,
605,,5,,,,,,0.06957768648862839
