epoch,train_loss,step,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,val_qa_em,test_loss
0,0.22466491162776947,9,,,,,,
0,0.21179957687854767,19,,,,,,
0,0.26473885774612427,29,,,,,,
0,0.41231420636177063,39,,,,,,
0,0.14843109250068665,49,,,,,,
0,0.6642675995826721,59,,,,,,
0,0.17054115235805511,69,,,,,,
0,0.3984687626361847,79,,,,,,
0,0.2977212071418762,89,,,,,,
0,0.22629207372665405,99,,,,,,
0,1.1679539680480957,109,,,,,,
0,0.9820614457130432,119,,,,,,
0,0.16836634278297424,129,,,,,,
0,0.20253686606884003,139,,,,,,
0,0.37859994173049927,149,,,,,,
0,0.21585312485694885,159,,,,,,
0,0.16774508357048035,169,,,,,,
0,0.22460055351257324,179,,,,,,
0,0.22433853149414062,189,,,,,,
0,0.363681823015213,199,,,,,,
0,0.20093922317028046,209,,,,,,
0,,214,0.5355501174926758,0.1564408242702484,0.5997203588485718,0.8605312705039978,0.3379501402378082,
1,0.29998162388801575,219,,,,,,
1,0.09096990525722504,229,,,,,,
1,0.1944800764322281,239,,,,,,
1,0.17984698712825775,249,,,,,,
1,0.29004189372062683,259,,,,,,
1,0.43937045335769653,269,,,,,,
1,0.33112114667892456,279,,,,,,
1,0.20749256014823914,289,,,,,,
1,0.08037453144788742,299,,,,,,
1,0.16343016922473907,309,,,,,,
1,0.14203497767448425,319,,,,,,
1,0.39537370204925537,329,,,,,,
1,0.4789312779903412,339,,,,,,
1,0.24232663214206696,349,,,,,,
1,0.12175796926021576,359,,,,,,
1,0.24939434230327606,369,,,,,,
1,0.8358427882194519,379,,,,,,
1,0.16748499870300293,389,,,,,,
1,0.37365734577178955,399,,,,,,
1,0.2539474070072174,409,,,,,,
1,0.24536031484603882,419,,,,,,
1,0.18498140573501587,429,,,,,,
1,,429,0.5746393799781799,0.13249528408050537,0.6330439448356628,0.8715798854827881,0.371191143989563,
2,0.1082562655210495,439,,,,,,
2,0.22516241669654846,449,,,,,,
2,0.08044756203889847,459,,,,,,
2,0.07003532350063324,469,,,,,,
2,0.13673782348632812,479,,,,,,
2,0.4512909948825836,489,,,,,,
2,0.08598372340202332,499,,,,,,
2,0.23956269025802612,509,,,,,,
2,0.13008564710617065,519,,,,,,
2,0.07603742182254791,529,,,,,,
2,0.05026784911751747,539,,,,,,
2,0.07534400373697281,549,,,,,,
2,0.16993814706802368,559,,,,,,
2,0.14813517034053802,569,,,,,,
2,0.10397274047136307,579,,,,,,
2,0.05604609102010727,589,,,,,,
2,0.15202592313289642,599,,,,,,
2,0.17385944724082947,609,,,,,,
2,0.21521209180355072,619,,,,,,
2,0.29288989305496216,629,,,,,,
2,0.188536137342453,639,,,,,,
2,,644,0.5732293725013733,0.1331736445426941,0.6318146586418152,0.8733147382736206,0.3628808856010437,
3,0.193238765001297,649,,,,,,
3,0.026360489428043365,659,,,,,,
3,0.11429279297590256,669,,,,,,
3,0.07512202858924866,679,,,,,,
3,0.14151352643966675,689,,,,,,
3,0.1883230358362198,699,,,,,,
3,0.17068469524383545,709,,,,,,
3,0.06861516088247299,719,,,,,,
3,0.02160699851810932,729,,,,,,
3,0.06278727203607559,739,,,,,,
3,0.0512482114136219,749,,,,,,
3,0.11706279963254929,759,,,,,,
3,0.18777696788311005,769,,,,,,
3,0.0706837996840477,779,,,,,,
3,0.05344199389219284,789,,,,,,
3,0.055587828159332275,799,,,,,,
3,0.5318577885627747,809,,,,,,
3,0.06444121897220612,819,,,,,,
3,0.09247612953186035,829,,,,,,
3,0.10330674052238464,839,,,,,,
3,0.07544606924057007,849,,,,,,
3,0.07042919844388962,859,,,,,,
3,,859,0.5713074207305908,0.13785281777381897,0.6315779089927673,0.8722166419029236,0.3601107895374298,
4,0.06403858959674835,869,,,,,,
4,0.04538867995142937,879,,,,,,
4,0.03671055659651756,889,,,,,,
4,0.019137036055326462,899,,,,,,
4,0.05421994626522064,909,,,,,,
4,0.25026339292526245,919,,,,,,
4,0.04418845474720001,929,,,,,,
4,0.09111752361059189,939,,,,,,
4,0.023636650294065475,949,,,,,,
4,0.015004859305918217,959,,,,,,
4,0.012751092202961445,969,,,,,,
4,0.03030523471534252,979,,,,,,
4,0.028896281495690346,989,,,,,,
4,0.06280909478664398,999,,,,,,
4,0.04853752255439758,1009,,,,,,
4,0.014956420287489891,1019,,,,,,
4,0.03726225346326828,1029,,,,,,
4,0.06744761765003204,1039,,,,,,
4,0.1107458844780922,1049,,,,,,
4,0.09830167889595032,1059,,,,,,
4,0.08538845181465149,1069,,,,,,
4,,1074,0.5647955536842346,0.15476706624031067,0.6293967366218567,0.8693763017654419,0.3518005609512329,
5,,1075,,,,,,0.15476706624031067
