epoch,step,train_loss,val_qa_em,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,test_loss
0,9,0.12482589483261108,,,,,,
0,19,0.06214914843440056,,,,,,
0,29,0.07368814945220947,,,,,,
0,39,0.06671090424060822,,,,,,
0,49,0.06707563996315002,,,,,,
0,59,0.0927300676703453,,,,,,
0,69,0.06791980564594269,,,,,,
0,79,0.08269847929477692,,,,,,
0,89,0.04731849953532219,,,,,,
0,99,0.04903557524085045,,,,,,
0,109,0.053041696548461914,,,,,,
0,119,0.056029532104730606,,,,,,
0,129,0.049845051020383835,,,,,,
0,139,0.05227430909872055,,,,,,
0,149,0.04767923429608345,,,,,,
0,159,0.05241362378001213,,,,,,
0,169,0.04950396716594696,,,,,,
0,179,0.05481365695595741,,,,,,
0,189,0.08973589539527893,,,,,,
0,199,0.05072220787405968,,,,,,
0,209,0.06467682123184204,,,,,,
0,219,0.05873735994100571,,,,,,
0,229,0.06609240919351578,,,,,,
0,235,,0.2609523832798004,0.1032261922955513,0.8423848748207092,0.3203440308570862,0.40999409556388855,
1,239,0.0518646277487278,,,,,,
1,249,0.045861952006816864,,,,,,
1,259,0.06849756091833115,,,,,,
1,269,0.04087802767753601,,,,,,
1,279,0.05293313413858414,,,,,,
1,289,0.04762770235538483,,,,,,
1,299,0.09868059307336807,,,,,,
1,309,0.05033647269010544,,,,,,
1,319,0.05813363566994667,,,,,,
1,329,0.04945683851838112,,,,,,
1,339,0.06303127855062485,,,,,,
1,349,0.055618032813072205,,,,,,
1,359,0.03910379856824875,,,,,,
1,369,0.04806304723024368,,,,,,
1,379,0.05733180418610573,,,,,,
1,389,0.04888515919446945,,,,,,
1,399,0.03629655763506889,,,,,,
1,409,0.05851001664996147,,,,,,
1,419,0.051484115421772,,,,,,
1,429,0.05880114436149597,,,,,,
1,439,0.057288650423288345,,,,,,
1,449,0.05433712527155876,,,,,,
1,459,0.04695698618888855,,,,,,
1,469,0.04410931095480919,,,,,,
1,471,,0.2800000011920929,0.0977531298995018,0.8472671508789062,0.3396040201187134,0.42637911438941956,
2,479,0.04347110539674759,,,,,,
2,489,0.06021766737103462,,,,,,
2,499,0.06857754290103912,,,,,,
2,509,0.04626383259892464,,,,,,
2,519,0.044572148472070694,,,,,,
2,529,0.055033128708601,,,,,,
2,539,0.044986654072999954,,,,,,
2,549,0.05182647705078125,,,,,,
2,559,0.04671977460384369,,,,,,
2,569,0.049300823360681534,,,,,,
2,579,0.044920217245817184,,,,,,
2,589,0.05804535746574402,,,,,,
2,599,0.04785800352692604,,,,,,
2,609,0.06442318856716156,,,,,,
2,619,0.05356735363602638,,,,,,
2,629,0.0466863214969635,,,,,,
2,639,0.05129213258624077,,,,,,
2,649,0.04477548599243164,,,,,,
2,659,0.0807938352227211,,,,,,
2,669,0.038870446383953094,,,,,,
2,679,0.06770461797714233,,,,,,
2,689,0.05918135121464729,,,,,,
2,699,0.045824769884347916,,,,,,
2,707,,0.29523810744285583,0.10561563819646835,0.8519044518470764,0.3586606979370117,0.4382529854774475,
3,709,0.05911960452795029,,,,,,
3,719,0.061964601278305054,,,,,,
3,729,0.04928954690694809,,,,,,
3,739,0.04422072321176529,,,,,,
3,749,0.03649479150772095,,,,,,
3,759,0.07225267589092255,,,,,,
3,769,0.03148123249411583,,,,,,
3,779,0.046900928020477295,,,,,,
3,789,0.031740203499794006,,,,,,
3,799,0.041307318955659866,,,,,,
3,809,0.061151400208473206,,,,,,
3,819,0.03521297127008438,,,,,,
3,829,0.03364018723368645,,,,,,
3,839,0.04631549119949341,,,,,,
3,849,0.0334353968501091,,,,,,
3,859,0.0370761975646019,,,,,,
3,869,0.049030303955078125,,,,,,
3,879,0.031778547912836075,,,,,,
3,889,0.043566759675741196,,,,,,
3,899,0.06885881721973419,,,,,,
3,909,0.04174458980560303,,,,,,
3,919,0.044738736003637314,,,,,,
3,929,0.042327623814344406,,,,,,
3,939,0.028520073741674423,,,,,,
3,943,,0.3142857253551483,0.13406725227832794,0.855553388595581,0.3771732449531555,0.455547571182251,
4,949,0.0429556630551815,,,,,,
4,959,0.021529506891965866,,,,,,
4,969,0.03068578615784645,,,,,,
4,979,0.02623053453862667,,,,,,
4,989,0.03584764525294304,,,,,,
4,999,0.04356641322374344,,,,,,
4,1009,0.03559694066643715,,,,,,
4,1019,0.03875976428389549,,,,,,
4,1029,0.02949330396950245,,,,,,
4,1039,0.028583679348230362,,,,,,
4,1049,0.0246342234313488,,,,,,
4,1059,0.032780952751636505,,,,,,
4,1069,0.030455274507403374,,,,,,
4,1079,0.025708483532071114,,,,,,
4,1089,0.03475765883922577,,,,,,
4,1099,0.026095395907759666,,,,,,
4,1109,0.03601166978478432,,,,,,
4,1119,0.04003690183162689,,,,,,
4,1129,0.023843586444854736,,,,,,
4,1139,0.01670924201607704,,,,,,
4,1149,0.01507852878421545,,,,,,
4,1159,0.013211473822593689,,,,,,
4,1169,0.013289004564285278,,,,,,
4,1179,0.001372664119116962,,,,,,
4,1179,,0.32380953431129456,0.21871457993984222,0.8574480414390564,0.38593876361846924,0.4608825743198395,
5,1180,,,,,,,0.21871457993984222
