step,epoch,train_loss,val_qa_em,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_sas,test_loss,test_avg_qa_answer_f1
9,0,1.140084147453308,,,,,,,,,,
19,0,0.3593059480190277,,,,,,,,,,
29,0,0.8832499980926514,,,,,,,,,,
39,0,0.5344436764717102,,,,,,,,,,
49,0,0.4500206708908081,,,,,,,,,,
59,0,0.34116330742836,,,,,,,,,,
69,0,0.19129620492458344,,,,,,,,,,
79,0,0.2889012098312378,,,,,,,,,,
89,0,0.3439466953277588,,,,,,,,,,
99,0,0.3849745988845825,,,,,,,,,,
109,0,0.2743929922580719,,,,,,,,,,
119,0,0.23916588723659515,,,,,,,,,,
129,0,0.4396807551383972,,,,,,,,,,
139,0,0.42047926783561707,,,,,,,,,,
149,0,0.19199523329734802,,,,,,,,,,
159,0,0.3145299553871155,,,,,,,,,,
169,0,0.151375412940979,,,,,,,,,,
178,0,,0.39087948203086853,0.8384823203086853,0.44095784425735474,0.4422607421875,0.20075595378875732,,,,,
179,1,0.19950930774211884,,,,,,,,,,
189,1,0.14594106376171112,,,,,,,,,,
199,1,0.2536105215549469,,,,,,,,,,
209,1,0.1253075748682022,,,,,,,,,,
219,1,0.36700403690338135,,,,,,,,,,
229,1,0.2079426646232605,,,,,,,,,,
239,1,0.24157322943210602,,,,,,,,,,
249,1,0.282830148935318,,,,,,,,,,
259,1,0.15913158655166626,,,,,,,,,,
269,1,0.23639583587646484,,,,,,,,,,
279,1,0.43332892656326294,,,,,,,,,,
289,1,0.14810334146022797,,,,,,,,,,
299,1,0.47956547141075134,,,,,,,,,,
309,1,0.21554823219776154,,,,,,,,,,
319,1,0.1278766393661499,,,,,,,,,,
329,1,0.1940540075302124,,,,,,,,,,
339,1,0.17635506391525269,,,,,,,,,,
349,1,0.15954557061195374,,,,,,,,,,
357,1,,0.45439738035202026,0.8542839288711548,0.5014371275901794,0.504075288772583,0.14738991856575012,,,,,
359,2,0.2018941342830658,,,,,,,,,,
369,2,0.3623998165130615,,,,,,,,,,
379,2,0.3480689227581024,,,,,,,,,,
389,2,0.19799451529979706,,,,,,,,,,
399,2,0.10848429799079895,,,,,,,,,,
409,2,0.16030605137348175,,,,,,,,,,
419,2,0.4813867211341858,,,,,,,,,,
429,2,0.14756734669208527,,,,,,,,,,
439,2,0.19000709056854248,,,,,,,,,,
449,2,0.28245916962623596,,,,,,,,,,
459,2,0.19632671773433685,,,,,,,,,,
469,2,0.16987791657447815,,,,,,,,,,
479,2,0.1272270828485489,,,,,,,,,,
489,2,0.12799502909183502,,,,,,,,,,
499,2,0.16655652225017548,,,,,,,,,,
509,2,0.13465815782546997,,,,,,,,,,
519,2,0.1795484870672226,,,,,,,,,,
529,2,0.11866078525781631,,,,,,,,,,
536,2,,0.5228012800216675,0.8733282685279846,0.5628523230552673,0.5628756284713745,0.13577887415885925,,,,,
539,3,0.13441772758960724,,,,,,,,,,
549,3,0.29637962579727173,,,,,,,,,,
559,3,0.2828933596611023,,,,,,,,,,
569,3,0.10757260024547577,,,,,,,,,,
579,3,0.11498768627643585,,,,,,,,,,
589,3,0.10352954268455505,,,,,,,,,,
599,3,0.15948739647865295,,,,,,,,,,
609,3,0.26934629678726196,,,,,,,,,,
619,3,0.1004600003361702,,,,,,,,,,
629,3,0.13933835923671722,,,,,,,,,,
639,3,0.11431144922971725,,,,,,,,,,
649,3,0.18596594035625458,,,,,,,,,,
659,3,0.09217860549688339,,,,,,,,,,
669,3,0.10234007984399796,,,,,,,,,,
679,3,0.11838602274656296,,,,,,,,,,
689,3,0.15436646342277527,,,,,,,,,,
699,3,0.08568727225065231,,,,,,,,,,
709,3,0.12654836475849152,,,,,,,,,,
715,3,,0.5553746223449707,0.8812503218650818,0.5944180488586426,0.5949143767356873,0.12285574525594711,,,,,
719,4,0.0615718774497509,,,,,,,,,,
729,4,0.13971532881259918,,,,,,,,,,
739,4,0.11431223154067993,,,,,,,,,,
749,4,0.0593673437833786,,,,,,,,,,
759,4,0.16843760013580322,,,,,,,,,,
769,4,0.12489227950572968,,,,,,,,,,
779,4,0.1077534407377243,,,,,,,,,,
789,4,0.1323573887348175,,,,,,,,,,
799,4,0.15006519854068756,,,,,,,,,,
809,4,0.37852874398231506,,,,,,,,,,
819,4,0.12253177911043167,,,,,,,,,,
829,4,0.07920660823583603,,,,,,,,,,
839,4,0.23536351323127747,,,,,,,,,,
849,4,0.1756923794746399,,,,,,,,,,
859,4,0.11583376675844193,,,,,,,,,,
869,4,0.17954736948013306,,,,,,,,,,
879,4,0.12800294160842896,,,,,,,,,,
889,4,0.06097184866666794,,,,,,,,,,
894,4,,0.5684038996696472,0.8816993832588196,0.6059417128562927,0.599045991897583,0.10969766229391098,,,,,
895,5,,,,,,,0.5684038996696472,0.8816993832588196,0.599045991897583,0.10969766229391098,0.6059417128562927
