epoch,step,train_loss,val_qa_sas,val_loss,val_qa_em,val_qa_bert_score,val_qa_answer_f1,test_loss
0,9,1.4604222774505615,,,,,,
0,19,0.32635578513145447,,,,,,
0,29,0.5325133204460144,,,,,,
0,39,1.1127161979675293,,,,,,
0,49,0.34349533915519714,,,,,,
0,59,0.20480260252952576,,,,,,
0,69,0.5923524498939514,,,,,,
0,79,0.3428211212158203,,,,,,
0,89,0.21982383728027344,,,,,,
0,99,1.1123287677764893,,,,,,
0,109,0.4594832956790924,,,,,,
0,110,,0.6364868879318237,0.14358048141002655,0.4716981053352356,0.8715079426765442,0.6083440780639648,
1,119,0.450551837682724,,,,,,
1,129,0.48239773511886597,,,,,,
1,139,0.20271816849708557,,,,,,
1,149,0.14413905143737793,,,,,,
1,159,0.6477653980255127,,,,,,
1,169,0.1584208607673645,,,,,,
1,179,0.2052675485610962,,,,,,
1,189,0.29676496982574463,,,,,,
1,199,1.0822199583053589,,,,,,
1,209,0.6796728372573853,,,,,,
1,219,0.6226409077644348,,,,,,
1,221,,0.6743054986000061,0.13201403617858887,0.5220125913619995,0.8819332718849182,0.6472651362419128,
2,229,0.3630064129829407,,,,,,
2,239,0.26007208228111267,,,,,,
2,249,0.3464432656764984,,,,,,
2,259,0.519141674041748,,,,,,
2,269,0.1885800063610077,,,,,,
2,279,0.6963492631912231,,,,,,
2,289,0.30140119791030884,,,,,,
2,299,0.1247277706861496,,,,,,
2,309,0.145158052444458,,,,,,
2,319,0.19269496202468872,,,,,,
2,329,0.2241063266992569,,,,,,
2,332,,0.680011510848999,0.1356121450662613,0.5471698045730591,0.886832594871521,0.6589016914367676,
3,339,0.11585064977407455,,,,,,
3,349,0.05688728019595146,,,,,,
3,359,0.16647931933403015,,,,,,
3,369,0.16512353718280792,,,,,,
3,379,0.19669793546199799,,,,,,
3,389,0.18357188999652863,,,,,,
3,399,0.197029247879982,,,,,,
3,409,0.0960811898112297,,,,,,
3,419,0.08723533153533936,,,,,,
3,429,0.03107973374426365,,,,,,
3,439,3.297577381134033,,,,,,
3,443,,0.6837429404258728,0.1418241411447525,0.5408805012702942,0.8860542178153992,0.6576277017593384,
4,449,0.09510236978530884,,,,,,
4,459,0.06862727552652359,,,,,,
4,469,0.025790909305214882,,,,,,
4,479,0.09581093490123749,,,,,,
4,489,0.00596851110458374,,,,,,
4,499,0.11008182913064957,,,,,,
4,509,0.044916167855262756,,,,,,
4,519,0.10957623273134232,,,,,,
4,529,0.1380063146352768,,,,,,
4,539,0.77869713306427,,,,,,
4,549,0.006171816028654575,,,,,,
4,554,,0.6936942338943481,0.15682697296142578,0.5597484111785889,0.8912757039070129,0.6690682172775269,
5,555,,,,,,,0.15682697296142578
