train_loss,epoch,step,val_qa_em,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_bert_score,test_loss
1.3266165256500244,0,9,,,,,,
0.3884609639644623,0,19,,,,,,
0.33847513794898987,0,29,,,,,,
0.2514834403991699,0,39,,,,,,
0.4761348068714142,0,49,,,,,,
0.5548079013824463,0,59,,,,,,
0.6896320581436157,0,69,,,,,,
0.5922445058822632,0,79,,,,,,
0.8400920033454895,0,89,,,,,,
0.3181822597980499,0,99,,,,,,
,0,101,0.43478259444236755,0.6403362154960632,0.15466730296611786,0.6029004454612732,0.8786324262619019,
0.4163092076778412,1,109,,,,,,
0.26658210158348083,1,119,,,,,,
0.43268460035324097,1,129,,,,,,
0.22047078609466553,1,139,,,,,,
0.48362499475479126,1,149,,,,,,
0.740644097328186,1,159,,,,,,
0.25552138686180115,1,169,,,,,,
0.3422154188156128,1,179,,,,,,
0.3281809985637665,1,189,,,,,,
0.25064969062805176,1,199,,,,,,
,1,203,0.47826087474823,0.661742091178894,0.1404300332069397,0.6353972554206848,0.8884859085083008,
0.6348887085914612,2,209,,,,,,
0.18708547949790955,2,219,,,,,,
0.41823363304138184,2,229,,,,,,
0.18848977982997894,2,239,,,,,,
0.1290178894996643,2,249,,,,,,
0.016894908621907234,2,259,,,,,,
0.09163320809602737,2,269,,,,,,
0.19089141488075256,2,279,,,,,,
0.28225576877593994,2,289,,,,,,
0.32244259119033813,2,299,,,,,,
,2,305,0.49130433797836304,0.6585153341293335,0.1362578123807907,0.63578861951828,0.8906502723693848,
0.2925162613391876,3,309,,,,,,
0.1302250176668167,3,319,,,,,,
0.10282260924577713,3,329,,,,,,
0.20660550892353058,3,339,,,,,,
0.13259901106357574,3,349,,,,,,
0.15118035674095154,3,359,,,,,,
0.2710728645324707,3,369,,,,,,
0.06764910370111465,3,379,,,,,,
0.05076529085636139,3,389,,,,,,
0.1738053262233734,3,399,,,,,,
,3,407,0.5,0.6696842908859253,0.1397799253463745,0.6446376442909241,0.89601069688797,
0.12141579389572144,4,409,,,,,,
0.26654642820358276,4,419,,,,,,
0.06869500875473022,4,429,,,,,,
0.06230715662240982,4,439,,,,,,
0.1247568130493164,4,449,,,,,,
0.044584617018699646,4,459,,,,,,
0.11216955631971359,4,469,,,,,,
0.6461756825447083,4,479,,,,,,
0.0250338576734066,4,489,,,,,,
2.796341896057129,4,499,,,,,,
0.026618827134370804,4,509,,,,,,
,4,509,0.5173913240432739,0.6745867729187012,0.14928333461284637,0.6529207825660706,0.8984504342079163,
,5,510,,,,,,0.14928333461284637
