epoch,step,train_loss,val_qa_em,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_loss,test_loss
0,9,0.41622596979141235,,,,,,
0,19,0.22423988580703735,,,,,,
0,29,0.30364927649497986,,,,,,
0,39,0.23162628710269928,,,,,,
0,49,0.284542053937912,,,,,,
0,59,0.21689829230308533,,,,,,
0,69,0.31953492760658264,,,,,,
0,79,0.2681026756763458,,,,,,
0,89,0.20895250141620636,,,,,,
0,99,0.29789409041404724,,,,,,
0,109,0.12293849140405655,,,,,,
0,119,0.24993714690208435,,,,,,
0,129,0.2039507031440735,,,,,,
0,139,0.2227519452571869,,,,,,
0,149,0.1812017261981964,,,,,,
0,159,0.11593510955572128,,,,,,
0,169,0.2542324960231781,,,,,,
0,179,0.1499844491481781,,,,,,
0,189,0.1258682906627655,,,,,,
0,199,0.09621911495923996,,,,,,
0,209,0.19011759757995605,,,,,,
0,219,0.12296735495328903,,,,,,
0,229,0.1471257507801056,,,,,,
0,239,0.31513673067092896,,,,,,
0,249,0.18336322903633118,,,,,,
0,259,0.3043283224105835,,,,,,
0,269,0.19211255013942719,,,,,,
0,279,0.2570551037788391,,,,,,
0,289,0.14072416722774506,,,,,,
0,299,0.24548396468162537,,,,,,
0,309,0.18509721755981445,,,,,,
0,319,0.24787375330924988,,,,,,
0,329,0.1892227679491043,,,,,,
0,339,0.18026775121688843,,,,,,
0,349,0.25139838457107544,,,,,,
0,359,0.17900706827640533,,,,,,
0,369,0.17641392350196838,,,,,,
0,379,0.28639867901802063,,,,,,
0,389,0.12639498710632324,,,,,,
0,399,0.0994873195886612,,,,,,
0,409,0.13026320934295654,,,,,,
0,419,0.14057771861553192,,,,,,
0,429,0.17266803979873657,,,,,,
0,439,0.11321652680635452,,,,,,
0,449,0.1632724553346634,,,,,,
0,459,0.27088385820388794,,,,,,
0,469,0.23345282673835754,,,,,,
0,479,0.1610223650932312,,,,,,
0,489,0.08681947737932205,,,,,,
0,499,0.16289472579956055,,,,,,
0,509,0.1517488956451416,,,,,,
0,519,0.1449769288301468,,,,,,
0,529,0.18991293013095856,,,,,,
0,539,0.18979650735855103,,,,,,
0,549,0.13262203335762024,,,,,,
0,559,0.13750450313091278,,,,,,
0,569,0.08124487102031708,,,,,,
0,579,0.18674106895923615,,,,,,
0,589,0.2031698226928711,,,,,,
0,599,0.279985636472702,,,,,,
0,609,0.4435250163078308,,,,,,
0,619,0.21889092028141022,,,,,,
0,629,0.23204204440116882,,,,,,
0,639,0.12079555541276932,,,,,,
0,649,0.10196927934885025,,,,,,
0,659,0.21657729148864746,,,,,,
0,669,0.15381918847560883,,,,,,
0,679,0.1946556121110916,,,,,,
0,689,0.17719431221485138,,,,,,
0,699,0.13287992775440216,,,,,,
0,709,0.17876271903514862,,,,,,
0,719,0.1519739031791687,,,,,,
0,729,0.08955521136522293,,,,,,
0,739,0.14137797057628632,,,,,,
0,749,0.16182343661785126,,,,,,
0,759,0.1290324330329895,,,,,,
0,769,0.1432751715183258,,,,,,
0,779,0.15136544406414032,,,,,,
0,789,0.1591004580259323,,,,,,
0,799,0.09079771488904953,,,,,,
0,809,0.10376572608947754,,,,,,
0,819,0.15959665179252625,,,,,,
0,829,0.2113109827041626,,,,,,
0,839,0.10147404670715332,,,,,,
0,849,0.07937094569206238,,,,,,
0,859,0.2091037929058075,,,,,,
0,869,0.17352919280529022,,,,,,
0,879,0.06669088453054428,,,,,,
0,889,0.12125062197446823,,,,,,
0,899,0.10904714465141296,,,,,,
0,909,0.07333124428987503,,,,,,
0,919,0.0738048106431961,,,,,,
0,929,0.11542724817991257,,,,,,
0,939,0.16315636038780212,,,,,,
0,949,0.20372650027275085,,,,,,
0,959,0.09299643337726593,,,,,,
0,969,0.06513918936252594,,,,,,
0,979,0.14124153554439545,,,,,,
0,989,0.12325838953256607,,,,,,
0,999,0.10339896380901337,,,,,,
0,1009,0.10237886756658554,,,,,,
0,1019,0.09151485562324524,,,,,,
0,1029,0.05031146481633186,,,,,,
0,1039,0.16270369291305542,,,,,,
0,1049,0.059754811227321625,,,,,,
0,1059,0.0540773905813694,,,,,,
0,1069,0.09562452137470245,,,,,,
0,1079,0.1281280666589737,,,,,,
0,1089,0.07508756965398788,,,,,,
0,1099,0.15242129564285278,,,,,,
0,1109,0.18755710124969482,,,,,,
0,1119,0.12309190630912781,,,,,,
0,1129,0.08218542486429214,,,,,,
0,1139,0.20380455255508423,,,,,,
0,1149,0.06122687831521034,,,,,,
0,1159,0.1904108226299286,,,,,,
0,1169,0.1272597759962082,,,,,,
0,1179,0.2261677384376526,,,,,,
0,1189,0.13169002532958984,,,,,,
