step,train_loss,epoch,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,val_qa_em,val_loss,test_loss
9,0.8275654911994934,0,,,,,,
19,0.2469598799943924,0,,,,,,
29,0.3702908158302307,0,,,,,,
39,0.263157457113266,0,,,,,,
49,0.315717488527298,0,,,,,,
59,0.26847076416015625,0,,,,,,
69,0.24594460427761078,0,,,,,,
79,0.22668568789958954,0,,,,,,
89,0.2567901313304901,0,,,,,,
99,0.3274005651473999,0,,,,,,
109,0.16908133029937744,0,,,,,,
119,0.25529253482818604,0,,,,,,
129,0.20854297280311584,0,,,,,,
139,0.2678845226764679,0,,,,,,
149,0.1551099270582199,0,,,,,,
159,0.16467179358005524,0,,,,,,
169,0.1515306830406189,0,,,,,,
179,0.1318580061197281,0,,,,,,
189,0.20565298199653625,0,,,,,,
199,0.13560056686401367,0,,,,,,
209,0.29069969058036804,0,,,,,,
219,0.16474208235740662,0,,,,,,
229,0.1299908608198166,0,,,,,,
239,0.2037849724292755,0,,,,,,
249,0.2014286071062088,0,,,,,,
259,0.17846859991550446,0,,,,,,
269,0.14771415293216705,0,,,,,,
279,0.10752709954977036,0,,,,,,
289,0.19951744377613068,0,,,,,,
299,0.21177475154399872,0,,,,,,
309,0.16401204466819763,0,,,,,,
319,0.17730213701725006,0,,,,,,
329,0.08232694119215012,0,,,,,,
339,0.19041423499584198,0,,,,,,
349,0.09568816423416138,0,,,,,,
359,0.10524959117174149,0,,,,,,
369,0.11794652044773102,0,,,,,,
379,0.18072514235973358,0,,,,,,
389,0.13103725016117096,0,,,,,,
399,0.1360640972852707,0,,,,,,
409,0.19788338243961334,0,,,,,,
419,0.19257745146751404,0,,,,,,
429,0.07474145293235779,0,,,,,,
439,0.20764723420143127,0,,,,,,
449,0.14395704865455627,0,,,,,,
459,0.19901299476623535,0,,,,,,
469,0.16250506043434143,0,,,,,,
479,0.07013844698667526,0,,,,,,
489,0.15326596796512604,0,,,,,,
499,0.14994986355304718,0,,,,,,
509,0.16074572503566742,0,,,,,,
519,0.12727296352386475,0,,,,,,
529,0.0746387392282486,0,,,,,,
539,0.09660322219133377,0,,,,,,
549,0.11975309997797012,0,,,,,,
559,0.11998800933361053,0,,,,,,
569,0.16198024153709412,0,,,,,,
579,0.06727974861860275,0,,,,,,
