train_loss,step,epoch,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,test_loss
0.6528818011283875,9,0,,,,,,
0.27747270464897156,19,0,,,,,,
0.3234853446483612,29,0,,,,,,
0.2306971251964569,39,0,,,,,,
0.29971492290496826,49,0,,,,,,
0.4664783179759979,59,0,,,,,,
0.31429582834243774,69,0,,,,,,
0.26067250967025757,79,0,,,,,,
0.21185345947742462,89,0,,,,,,
0.23872964084148407,99,0,,,,,,
0.16930781304836273,109,0,,,,,,
0.2716507315635681,119,0,,,,,,
0.26626184582710266,129,0,,,,,,
0.22702667117118835,139,0,,,,,,
0.21535484492778778,149,0,,,,,,
0.17302589118480682,159,0,,,,,,
0.13992036879062653,169,0,,,,,,
0.14618225395679474,179,0,,,,,,
0.15491780638694763,189,0,,,,,,
0.1750929206609726,199,0,,,,,,
0.33709007501602173,209,0,,,,,,
0.1447950303554535,219,0,,,,,,
0.10002177953720093,229,0,,,,,,
0.20392625033855438,239,0,,,,,,
0.2768559753894806,249,0,,,,,,
0.1914435476064682,259,0,,,,,,
0.17195674777030945,269,0,,,,,,
0.10493979603052139,279,0,,,,,,
0.20721572637557983,289,0,,,,,,
0.22558577358722687,299,0,,,,,,
0.1607842594385147,309,0,,,,,,
0.18212471902370453,319,0,,,,,,
0.10505826026201248,329,0,,,,,,
0.2006148248910904,339,0,,,,,,
0.13908642530441284,349,0,,,,,,
0.14292848110198975,359,0,,,,,,
0.1333881914615631,369,0,,,,,,
nan,379,0,,,,,,
0.14015765488147736,389,0,,,,,,
0.16772542893886566,399,0,,,,,,
0.20252695679664612,409,0,,,,,,
0.20097093284130096,419,0,,,,,,
0.07611001282930374,429,0,,,,,,
0.20917414128780365,439,0,,,,,,
0.08398177474737167,449,0,,,,,,
0.1916337013244629,459,0,,,,,,
0.15687701106071472,469,0,,,,,,
0.11161088943481445,479,0,,,,,,
0.15494492650032043,489,0,,,,,,
0.134317547082901,499,0,,,,,,
