step,epoch,train_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_bert_score,test_loss
9,0,nan,,,,,,
19,0,0.7971095442771912,,,,,,
29,0,0.665255069732666,,,,,,
39,0,0.4512677490711212,,,,,,
49,0,0.2407291829586029,,,,,,
59,0,0.3809179961681366,,,,,,
69,0,0.4340742528438568,,,,,,
79,0,0.28350672125816345,,,,,,
89,0,0.3282489478588104,,,,,,
99,0,0.327852725982666,,,,,,
109,0,0.14537948369979858,,,,,,
119,0,0.2899667024612427,,,,,,
129,0,0.18079140782356262,,,,,,
139,0,0.2285533845424652,,,,,,
149,0,0.1082036942243576,,,,,,
159,0,0.2244005799293518,,,,,,
169,0,0.3062174320220947,,,,,,
179,0,0.18590840697288513,,,,,,
189,0,0.1596989929676056,,,,,,
199,0,0.2505403459072113,,,,,,
209,0,0.17294548451900482,,,,,,
219,0,0.2831689119338989,,,,,,
229,0,0.3097790479660034,,,,,,
239,0,0.09907921403646469,,,,,,
249,0,0.18428245186805725,,,,,,
259,0,0.15673303604125977,,,,,,
269,0,0.30819907784461975,,,,,,
279,0,0.196198970079422,,,,,,
289,0,0.2780727446079254,,,,,,
299,0,0.30138033628463745,,,,,,
309,0,0.1990252137184143,,,,,,
319,0,0.09126320481300354,,,,,,
329,0,0.10137597471475601,,,,,,
339,0,0.18819524347782135,,,,,,
349,0,0.19468826055526733,,,,,,
359,0,0.05039699748158455,,,,,,
369,0,0.12125872820615768,,,,,,
379,0,0.06822045892477036,,,,,,
389,0,0.21496620774269104,,,,,,
399,0,0.14032329618930817,,,,,,
409,0,0.07522421330213547,,,,,,
419,0,0.10717840492725372,,,,,,
429,0,0.12970639765262604,,,,,,
439,0,0.13470742106437683,,,,,,
449,0,0.21588946878910065,,,,,,
459,0,0.17849236726760864,,,,,,
469,0,0.14038006961345673,,,,,,
479,0,0.1488192081451416,,,,,,
489,0,0.20948641002178192,,,,,,
499,0,0.09221670031547546,,,,,,
509,0,0.05555189400911331,,,,,,
519,0,0.11724486947059631,,,,,,
529,0,0.08609195798635483,,,,,,
539,0,0.1035374253988266,,,,,,
549,0,0.13780824840068817,,,,,,
559,0,0.07419664412736893,,,,,,
569,0,0.12395944446325302,,,,,,
579,0,0.12783139944076538,,,,,,
589,0,0.14452017843723297,,,,,,
599,0,0.13543064892292023,,,,,,
609,0,0.10605201125144958,,,,,,
619,0,0.03616282716393471,,,,,,
629,0,0.07737724483013153,,,,,,
639,0,0.12881407141685486,,,,,,
649,0,0.04914935305714607,,,,,,
659,0,0.09413586556911469,,,,,,
669,0,0.08394062519073486,,,,,,
679,0,0.0972306877374649,,,,,,
686,0,,0.3571428656578064,0.42610353231430054,0.4109630286693573,0.11814063042402267,0.8265610337257385,
689,1,0.1043885201215744,,,,,,
699,1,0.095123291015625,,,,,,
709,1,0.11556782573461533,,,,,,
719,1,0.07997944205999374,,,,,,
729,1,0.08379840850830078,,,,,,
739,1,0.08808482438325882,,,,,,
749,1,0.12617690861225128,,,,,,
759,1,0.08049522340297699,,,,,,
769,1,0.09793850779533386,,,,,,
779,1,0.07852523773908615,,,,,,
789,1,0.05578548088669777,,,,,,
799,1,0.07413525134325027,,,,,,
809,1,0.0931561216711998,,,,,,
819,1,0.05807927995920181,,,,,,
829,1,0.09294921904802322,,,,,,
839,1,0.04297308996319771,,,,,,
849,1,0.09630328416824341,,,,,,
859,1,0.04274836555123329,,,,,,
869,1,0.07442022114992142,,,,,,
879,1,0.06796235591173172,,,,,,
889,1,0.06184710934758186,,,,,,
899,1,0.1324569135904312,,,,,,
909,1,0.07631933689117432,,,,,,
919,1,0.07403896749019623,,,,,,
929,1,0.13970348238945007,,,,,,
939,1,0.06299881637096405,,,,,,
949,1,0.05706634745001793,,,,,,
959,1,0.10457554459571838,,,,,,
969,1,0.1574915498495102,,,,,,
979,1,0.11256932467222214,,,,,,
989,1,0.05652906000614166,,,,,,
999,1,0.055572591722011566,,,,,,
1009,1,0.051137275993824005,,,,,,
1019,1,0.06725852936506271,,,,,,
1029,1,0.10523673892021179,,,,,,
1039,1,0.08214478939771652,,,,,,
1049,1,0.03796761482954025,,,,,,
1059,1,0.09471093118190765,,,,,,
1069,1,0.03054044023156166,,,,,,
1079,1,0.03818383067846298,,,,,,
1089,1,0.04347538203001022,,,,,,
1099,1,0.04871843755245209,,,,,,
1109,1,0.11520469188690186,,,,,,
1119,1,0.07998063415288925,,,,,,
1129,1,0.1124509647488594,,,,,,
1139,1,0.043100226670503616,,,,,,
1149,1,0.10958778858184814,,,,,,
1159,1,0.02153962291777134,,,,,,
1169,1,0.10182446986436844,,,,,,
1179,1,0.05557771027088165,,,,,,
1189,1,0.19284959137439728,,,,,,
1199,1,0.1078646257519722,,,,,,
1209,1,0.09593746811151505,,,,,,
1219,1,0.03173454478383064,,,,,,
1229,1,0.07376662641763687,,,,,,
1239,1,0.013884364627301693,,,,,,
1249,1,0.03420087695121765,,,,,,
1259,1,0.04917702078819275,,,,,,
1269,1,0.05590338632464409,,,,,,
1279,1,0.06031658500432968,,,,,,
1289,1,0.021612420678138733,,,,,,
1299,1,0.03507385030388832,,,,,,
1309,1,0.06399388611316681,,,,,,
1319,1,0.15809988975524902,,,,,,
1329,1,0.045243121683597565,,,,,,
1339,1,0.055780958384275436,,,,,,
1349,1,0.07014857232570648,,,,,,
1359,1,0.04692687839269638,,,,,,
1369,1,0.07314732670783997,,,,,,
1373,1,,0.4545454680919647,0.5096777677536011,0.5020597577095032,0.12202505022287369,0.849085807800293,
1379,2,0.06920405477285385,,,,,,
1389,2,0.033188849687576294,,,,,,
1399,2,0.11009874939918518,,,,,,
1409,2,0.012997600249946117,,,,,,
1419,2,0.010491620749235153,,,,,,
1429,2,0.06139339134097099,,,,,,
1439,2,0.068695567548275,,,,,,
1449,2,0.043024905025959015,,,,,,
1459,2,0.09812653809785843,,,,,,
1469,2,0.07466842979192734,,,,,,
1479,2,0.07294009625911713,,,,,,
1489,2,0.02513263374567032,,,,,,
1499,2,0.10234197974205017,,,,,,
1509,2,0.0555201880633831,,,,,,
1519,2,0.11285081505775452,,,,,,
1529,2,0.04911017417907715,,,,,,
1539,2,0.02428661473095417,,,,,,
1549,2,0.09599388390779495,,,,,,
1559,2,0.03997958451509476,,,,,,
1569,2,0.10358397662639618,,,,,,
1579,2,0.020754603669047356,,,,,,
1589,2,0.04407380521297455,,,,,,
1599,2,0.01484622247517109,,,,,,
1609,2,0.04568535089492798,,,,,,
1619,2,0.04409046843647957,,,,,,
1629,2,0.03011626936495304,,,,,,
1639,2,0.07314018160104752,,,,,,
1649,2,0.019123613834381104,,,,,,
